config_id,test_mae,test_rmse,test_r2,pearson_r,extreme_mae,extreme_rmse,composite_score,rank
REAL_ONLY,31.88832722642401,42.8588640677494,0.8037520267128565,0.8999285522189285,48.39268107144472,60.7942090558592,0.09175332383433005,1
REAL_PLUS_8D_50,32.122396661526174,43.11822444357432,0.8014269052491304,0.8985271976508257,49.928347409096354,63.155113594089535,0.3247643004119033,2
REAL_PLUS_8D_10,32.50433324557847,43.60330397334635,0.7966232581150717,0.8979420811188116,48.756041548674716,60.99745035512658,0.382498231657167,3
REAL_PLUS_8C_10,32.825056026048856,44.23625589341893,0.7904547518358008,0.8973604699177357,47.346161837608314,59.14893945479428,0.3936767546238739,4
REAL_PLUS_8C_50,32.227164139489275,43.577046468184705,0.7972156107125237,0.8958017490067837,51.908477231621475,65.83212232603698,0.5424020850092943,5
REAL_PLUS_8D_25,32.81893722001198,43.8563382540531,0.7946287126828245,0.8959851732607835,50.33168721341298,63.13144557722797,0.6528604429022524,6
REAL_PLUS_8C_25,33.31598806617853,44.337127101896044,0.7895488521715617,0.8953391452724672,48.763380471261485,61.03316451988986,0.724253884893087,7
