threshold_ug_m3,real_count,synth_count,real_pct,synth_pct,real_mean_vi,synth_mean_vi,synth_vi_coherent_pct,synth_rain_coherent_pct
100.0,379,353,51.84678522571819,31.801801801801805,4389.2255936675465,3402.3920539114874,60.05665722379604,100.0
150.0,268,255,36.66210670314637,22.972972972972975,3240.7276119402986,2773.0703190931986,69.80392156862744,100.0
200.0,209,193,28.59097127222982,17.38738738738739,3143.7602870813394,2428.2212238612415,75.12953367875647,100.0
250.0,129,146,17.647058823529413,13.153153153153152,2940.8775193798456,1917.1510560035863,83.56164383561644,100.0
300.0,84,94,11.49110807113543,8.468468468468467,2832.7988095238097,1588.6839101210114,88.29787234042553,100.0
350.0,35,50,4.7879616963064295,4.504504504504505,2775.2285714285713,1252.2730008658252,94.0,100.0
