metric_name,run1_value,run2_value,absolute_delta,status
mean_w1,0.5831147877362989,0.5831147877362989,0.0,PASS
corr_frobenius,0.21149079190530565,0.21149079190530565,0.0,PASS
acf_error_7,0.20047394828540074,0.20047394828540074,0.0,PASS
ml_real_mae,17.003572861132245,17.003572861132245,0.0,PASS
ml_aug_100_mae,16.924940660176677,16.924940660176677,0.0,PASS
classifier_roc_auc,0.9999691894356737,0.9999691894356737,0.0,PASS
