study_name,model_type,feature_set,trial_id,val_mae,params,state
ridge__set_b_pm25_history,ridge,set_b_pm25_history,0,28.3828,"{""alpha"": 0.1767016940294795}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,1,28.8854,"{""alpha"": 506.1576888752306}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,2,28.1532,"{""alpha"": 24.658329458549105}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,3,28.1322,"{""alpha"": 3.907967156822881}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,4,28.4955,"{""alpha"": 0.008632008168602538}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,5,28.4955,"{""alpha"": 0.008629132190071854}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,6,28.5081,"{""alpha"": 0.002231010801867922}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,7,28.521,"{""alpha"": 157.41890047456639}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,8,28.1306,"{""alpha"": 4.0428727350273315}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,9,28.1229,"{""alpha"": 17.71884735480682}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,10,28.3907,"{""alpha"": 0.15877002610239194}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,11,28.1459,"{""alpha"": 3.1333599620390524}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,12,28.1138,"{""alpha"": 5.978892858434558}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,13,28.225,"{""alpha"": 45.555820164123396}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,14,28.2829,"{""alpha"": 0.5511334276325339}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,15,28.15,"{""alpha"": 23.858728269382617}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,16,28.2052,"{""alpha"": 1.3742916541187924}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,17,28.9532,"{""alpha"": 586.5789846904775}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,18,28.341,"{""alpha"": 80.63302031938137}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,19,28.1041,"{""alpha"": 8.289818982561153}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,20,28.3716,"{""alpha"": 0.20426838201690434}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,21,28.1092,"{""alpha"": 13.095100696721184}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,22,28.1057,"{""alpha"": 10.951634887766494}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,23,28.1053,"{""alpha"": 10.601226994625582}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,24,28.2513,"{""alpha"": 0.7787139915931733}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,25,28.5398,"{""alpha"": 168.97444275803753}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,26,28.1042,"{""alpha"": 9.547581357420691}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,27,28.4509,"{""alpha"": 0.05661509435737046}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,28,28.2054,"{""alpha"": 1.3700892647280878}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,29,28.3427,"{""alpha"": 81.13788156713791}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,30,28.3185,"{""alpha"": 0.3767485299226555}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,31,28.1045,"{""alpha"": 9.825860418612866}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,32,28.1818,"{""alpha"": 1.8635509152895133}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,33,28.1046,"{""alpha"": 8.036778764209672}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,34,28.216,"{""alpha"": 42.65801674065316}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,35,28.1102,"{""alpha"": 6.552676496989556}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,36,28.2165,"{""alpha"": 42.813181556421576}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,37,28.1727,"{""alpha"": 2.1086533257348066}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,38,28.7665,"{""alpha"": 373.63592621269186}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,39,28.1088,"{""alpha"": 6.839671720123151}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,40,29.2952,"{""alpha"": 991.2304431814069}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,41,28.1061,"{""alpha"": 11.309617657845772}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,42,28.1436,"{""alpha"": 22.315570412818133}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,43,28.1363,"{""alpha"": 3.658652717369609}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,44,28.1048,"{""alpha"": 7.966838736981173}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,45,28.111,"{""alpha"": 6.421655790389836}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,46,28.1445,"{""alpha"": 3.20643796161217}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,47,28.2469,"{""alpha"": 0.8192493132122993}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,48,28.3459,"{""alpha"": 82.0908186565934}",COMPLETE
ridge__set_b_pm25_history,ridge,set_b_pm25_history,49,28.1743,"{""alpha"": 30.175375017729213}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,0,32.2104,"{""alpha"": 0.1767016940294795}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,1,29.6784,"{""alpha"": 506.1576888752306}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,2,29.142,"{""alpha"": 24.658329458549105}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,3,30.0152,"{""alpha"": 3.907967156822881}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,4,32.945,"{""alpha"": 0.008632008168602538}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,5,32.945,"{""alpha"": 0.008629132190071854}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,6,33.0591,"{""alpha"": 0.002231010801867922}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,7,29.2035,"{""alpha"": 157.41890047456639}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,8,29.9909,"{""alpha"": 4.0428727350273315}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,9,29.2105,"{""alpha"": 17.71884735480682}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,10,32.2519,"{""alpha"": 0.16184239017500474}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,11,29.3839,"{""alpha"": 287.6798611960125}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,12,29.1347,"{""alpha"": 25.920903758985595}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,13,29.1323,"{""alpha"": 26.37425010195855}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,14,31.3111,"{""alpha"": 0.7526036695997808}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,15,29.0935,"{""alpha"": 42.23657643181171}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,16,29.0998,"{""alpha"": 69.53694656881991}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,17,29.1323,"{""alpha"": 101.47988255649014}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,18,30.3039,"{""alpha"": 2.650252112100781}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,19,30.2363,"{""alpha"": 938.4878305906734}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,20,29.1224,"{""alpha"": 93.54767091393799}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,21,29.1062,"{""alpha"": 78.4157435731419}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,22,29.0945,"{""alpha"": 61.607024857549845}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,23,29.5085,"{""alpha"": 8.702112005151255}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,24,31.2853,"{""alpha"": 0.7787139915931733}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,25,29.0909,"{""alpha"": 52.053342870925285}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,26,29.3977,"{""alpha"": 298.00775955795626}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,27,31.0249,"{""alpha"": 1.087688843020755}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,28,29.4459,"{""alpha"": 9.821004873200842}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,29,32.3252,"{""alpha"": 0.13725847499004837}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,30,29.1069,"{""alpha"": 35.178894499465926}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,31,29.0922,"{""alpha"": 55.592318818144214}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,32,29.2511,"{""alpha"": 190.94234744310603}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,33,29.0898,"{""alpha"": 46.816487919967244}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,34,29.8598,"{""alpha"": 642.6444848339571}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,35,29.4022,"{""alpha"": 10.768163526712437}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,36,29.0929,"{""alpha"": 42.813181556421576}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,37,29.7783,"{""alpha"": 5.472437422207552}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,38,29.4026,"{""alpha"": 301.7010434659342}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,39,29.2899,"{""alpha"": 14.10209731717262}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,40,30.3377,"{""alpha"": 2.538833876627122}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,41,29.1015,"{""alpha"": 37.73789423607292}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,42,29.2254,"{""alpha"": 172.53024560251106}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,43,29.0914,"{""alpha"": 44.51538185678213}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,44,29.2077,"{""alpha"": 17.894905875681452}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,45,29.1941,"{""alpha"": 150.27208012351596}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,46,29.7942,"{""alpha"": 5.3458477696069995}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,47,29.0973,"{""alpha"": 39.8601659607592}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,48,29.6423,"{""alpha"": 479.43381344011004}",COMPLETE
ridge__group_c_pm25_meteorology,ridge,group_c_pm25_meteorology,49,29.1773,"{""alpha"": 20.45703545098776}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,0,32.6159,"{""alpha"": 0.1767016940294795}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,1,29.4673,"{""alpha"": 506.1576888752306}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,2,29.155,"{""alpha"": 24.658329458549105}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,3,30.0234,"{""alpha"": 3.907967156822881}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,4,33.5549,"{""alpha"": 0.008632008168602538}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,5,33.5549,"{""alpha"": 0.008629132190071854}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,6,33.7156,"{""alpha"": 0.002231010801867922}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,7,29.0683,"{""alpha"": 157.41890047456639}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,8,29.9955,"{""alpha"": 4.0428727350273315}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,9,29.2215,"{""alpha"": 17.71884735480682}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,10,29.6584,"{""alpha"": 657.6274461218085}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,11,29.103,"{""alpha"": 38.05031869993618}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,12,29.0801,"{""alpha"": 45.46665905866702}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,13,29.0567,"{""alpha"": 139.8675863389167}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,14,29.0946,"{""alpha"": 188.11705007430186}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,15,31.4018,"{""alpha"": 0.875245103811702}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,16,29.0593,"{""alpha"": 144.2265840253062}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,17,29.7591,"{""alpha"": 5.552661041119765}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,18,32.1576,"{""alpha"": 0.35063418121727663}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,19,29.9906,"{""alpha"": 950.7030302047702}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,20,29.0518,"{""alpha"": 129.9334851742391}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,21,29.075,"{""alpha"": 165.47504649829844}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,22,29.0475,"{""alpha"": 120.33942587862632}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,23,29.0474,"{""alpha"": 67.925647652496}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,24,29.2566,"{""alpha"": 15.706998973463422}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,25,29.0658,"{""alpha"": 52.053342870925285}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,26,29.2788,"{""alpha"": 356.56864459898077}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,27,29.5244,"{""alpha"": 8.132215896137225}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,28,30.6253,"{""alpha"": 2.0171700016254452}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,29,29.0378,"{""alpha"": 84.26043792933547}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,30,29.0501,"{""alpha"": 64.59245480631824}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,31,29.0599,"{""alpha"": 55.592318818144214}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,32,29.2955,"{""alpha"": 371.22453872172764}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,33,29.3654,"{""alpha"": 11.50557555169162}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,34,29.0583,"{""alpha"": 56.85571356198853}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,35,29.1411,"{""alpha"": 28.05158682294595}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,36,30.9522,"{""alpha"": 1.4380747061798598}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,37,29.275,"{""alpha"": 353.3065134036981}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,38,33.2968,"{""alpha"": 0.03386055834904385}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,39,29.0389,"{""alpha"": 93.77266289015247}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,40,29.1723,"{""alpha"": 22.14119539767864}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,41,29.0374,"{""alpha"": 86.9915013593473}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,42,29.0378,"{""alpha"": 89.05742394073293}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,43,29.0385,"{""alpha"": 82.48437326352581}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,44,29.1922,"{""alpha"": 281.7998960049697}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,45,30.0108,"{""alpha"": 969.9447726025899}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,46,29.1418,"{""alpha"": 27.865716465718794}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,47,29.3485,"{""alpha"": 12.000282790089763}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,48,29.0373,"{""alpha"": 85.87878668604696}",COMPLETE
ridge__group_e_pm25_met_fire,ridge,group_e_pm25_met_fire,49,29.1429,"{""alpha"": 236.20003767533913}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,0,32.6159,"{""alpha"": 0.1767016940294795}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,1,29.4673,"{""alpha"": 506.1576888752306}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,2,29.155,"{""alpha"": 24.658329458549105}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,3,30.0234,"{""alpha"": 3.907967156822881}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,4,33.5549,"{""alpha"": 0.008632008168602538}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,5,33.5549,"{""alpha"": 0.008629132190071854}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,6,33.7156,"{""alpha"": 0.002231010801867922}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,7,29.0683,"{""alpha"": 157.41890047456639}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,8,29.9955,"{""alpha"": 4.0428727350273315}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,9,29.2215,"{""alpha"": 17.71884735480682}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,10,29.6584,"{""alpha"": 657.6274461218085}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,11,29.103,"{""alpha"": 38.05031869993618}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,12,29.0801,"{""alpha"": 45.46665905866702}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,13,29.0567,"{""alpha"": 139.8675863389167}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,14,29.0946,"{""alpha"": 188.11705007430186}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,15,31.4018,"{""alpha"": 0.875245103811702}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,16,29.0593,"{""alpha"": 144.2265840253062}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,17,29.7591,"{""alpha"": 5.552661041119765}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,18,32.1576,"{""alpha"": 0.35063418121727663}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,19,29.9906,"{""alpha"": 950.7030302047702}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,20,29.0518,"{""alpha"": 129.9334851742391}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,21,29.075,"{""alpha"": 165.47504649829844}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,22,29.0475,"{""alpha"": 120.33942587862632}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,23,29.0474,"{""alpha"": 67.925647652496}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,24,29.2566,"{""alpha"": 15.706998973463422}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,25,29.0658,"{""alpha"": 52.053342870925285}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,26,29.2788,"{""alpha"": 356.56864459898077}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,27,29.5244,"{""alpha"": 8.132215896137225}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,28,30.6253,"{""alpha"": 2.0171700016254452}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,29,29.0378,"{""alpha"": 84.26043792933547}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,30,29.0501,"{""alpha"": 64.59245480631824}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,31,29.0599,"{""alpha"": 55.592318818144214}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,32,29.2955,"{""alpha"": 371.22453872172764}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,33,29.3654,"{""alpha"": 11.50557555169162}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,34,29.0583,"{""alpha"": 56.85571356198853}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,35,29.1411,"{""alpha"": 28.05158682294595}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,36,30.9522,"{""alpha"": 1.4380747061798598}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,37,29.275,"{""alpha"": 353.3065134036981}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,38,33.2968,"{""alpha"": 0.03386055834904385}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,39,29.0389,"{""alpha"": 93.77266289015247}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,40,29.1723,"{""alpha"": 22.14119539767864}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,41,29.0374,"{""alpha"": 86.9915013593473}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,42,29.0378,"{""alpha"": 89.05742394073293}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,43,29.0385,"{""alpha"": 82.48437326352581}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,44,29.1922,"{""alpha"": 281.7998960049697}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,45,30.0108,"{""alpha"": 969.9447726025899}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,46,29.1418,"{""alpha"": 27.865716465718794}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,47,29.3485,"{""alpha"": 12.000282790089763}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,48,29.0373,"{""alpha"": 85.87878668604696}",COMPLETE
ridge__group_f_pm25_met_fire_transport,ridge,group_f_pm25_met_fire_transport,49,29.1429,"{""alpha"": 236.20003767533913}",COMPLETE
ridge__domain_reduced,ridge,domain_reduced,0,28.2425,"{""alpha"": 0.1767016940294795}",COMPLETE
ridge__domain_reduced,ridge,domain_reduced,1,29.4807,"{""alpha"": 506.1576888752306}",COMPLETE
ridge__domain_reduced,ridge,domain_reduced,2,28.389,"{""alpha"": 24.658329458549105}",COMPLETE
ridge__domain_reduced,ridge,domain_reduced,3,28.2611,"{""alpha"": 3.907967156822881}",COMPLETE
ridge__domain_reduced,ridge,domain_reduced,4,28.2419,"{""alpha"": 0.008632008168602538}",COMPLETE
ridge__domain_reduced,ridge,domain_reduced,5,28.2419,"{""alpha"": 0.008629132190071854}",COMPLETE
ridge__domain_reduced,ridge,domain_reduced,6,28.2418,"{""alpha"": 0.002231010801867922}",COMPLETE
ridge__domain_reduced,ridge,domain_reduced,7,28.8048,"{""alpha"": 157.41890047456639}",COMPLETE
ridge__domain_reduced,ridge,domain_reduced,8,28.2618,"{""alpha"": 4.0428727350273315}",COMPLETE
ridge__domain_reduced,ridge,domain_reduced,9,28.3481,"{""alpha"": 17.71884735480682}",COMPLETE
ridge__domain_reduced,ridge,domain_reduced,10,28.2418,"{""alpha"": 0.0015082026802479354}",COMPLETE
ridge__domain_reduced,ridge,domain_reduced,11,28.2418,"{""alpha"": 0.0010266895107989367}",COMPLETE
ridge__domain_reduced,ridge,domain_reduced,12,28.2418,"{""alpha"": 0.0011099001648454435}",COMPLETE
