study_name,model_type,feature_set,trial_id,val_mae,params,state
elasticnet__group_e_pm25_met_fire,elasticnet,group_e_pm25_met_fire,45,28.7419,"{""alpha"": 0.31070208376471004, ""l1_ratio"": 0.8887931594162403}",COMPLETE
elasticnet__group_e_pm25_met_fire,elasticnet,group_e_pm25_met_fire,46,28.6569,"{""alpha"": 0.8830824306380245, ""l1_ratio"": 0.8992770401379653}",COMPLETE
elasticnet__group_e_pm25_met_fire,elasticnet,group_e_pm25_met_fire,47,28.6553,"{""alpha"": 0.7703274423071592, ""l1_ratio"": 0.916192645542476}",COMPLETE
elasticnet__group_e_pm25_met_fire,elasticnet,group_e_pm25_met_fire,48,28.6373,"{""alpha"": 1.8714106525644114, ""l1_ratio"": 0.9413792078237768}",COMPLETE
elasticnet__group_e_pm25_met_fire,elasticnet,group_e_pm25_met_fire,49,29.2411,"{""alpha"": 2.4209405123872494, ""l1_ratio"": 0.7976580964317381}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,0,29.1172,"{""alpha"": 0.0745934328572655, ""l1_ratio"": 0.9056428757689245}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,1,30.9238,"{""alpha"": 4.5705630998014515, ""l1_ratio"": 0.588792635777333}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,2,30.0167,"{""alpha"": 0.006026889128682512, ""l1_ratio"": 0.19039506830258235}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,3,32.2736,"{""alpha"": 0.0019517224641449498, ""l1_ratio"": 0.8295585311974416}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,4,28.9884,"{""alpha"": 1.0129197956845732, ""l1_ratio"": 0.6872653200164409}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,5,32.9686,"{""alpha"": 0.001267425589893723, ""l1_ratio"": 0.9229188669457948}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,6,37.0534,"{""alpha"": 14.528246637516036, ""l1_ratio"": 0.24110519961044852}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,7,29.8079,"{""alpha"": 0.008111941985431923, ""l1_ratio"": 0.21506405886809044}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,8,29.2185,"{""alpha"": 0.033205591037519584, ""l1_ratio"": 0.522280788469014}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,9,29.0061,"{""alpha"": 0.14445251022763064, ""l1_ratio"": 0.3121062261782377}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,10,30.0181,"{""alpha"": 1.1420061915668493, ""l1_ratio"": 0.055397464660235485}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,11,28.9776,"{""alpha"": 0.38921164215727355, ""l1_ratio"": 0.5230166540376862}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,12,28.9118,"{""alpha"": 0.6730780896119943, ""l1_ratio"": 0.6591978249421923}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,13,29.0653,"{""alpha"": 0.5449280398972814, ""l1_ratio"": 0.45264797191511374}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,14,56.6865,"{""alpha"": 54.3011943484829, ""l1_ratio"": 0.7145649902525187}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,15,29.0007,"{""alpha"": 0.21466005668658483, ""l1_ratio"": 0.41650256298244726}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,16,30.1949,"{""alpha"": 3.6532246877311567, ""l1_ratio"": 0.6598411632107771}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,17,29.369,"{""alpha"": 0.03756435188642075, ""l1_ratio"": 0.782271977162317}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,18,30.3332,"{""alpha"": 3.2893002535295657, ""l1_ratio"": 0.5825152723370537}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,19,36.7959,"{""alpha"": 15.216154598872949, ""l1_ratio"": 0.3988347836575648}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,20,28.9768,"{""alpha"": 0.3866158746659143, ""l1_ratio"": 0.5250010037270287}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,21,28.9776,"{""alpha"": 0.40502879346975285, ""l1_ratio"": 0.5217230012638601}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,22,29.3226,"{""alpha"": 1.3747215044198868, ""l1_ratio"": 0.6026488494814947}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,23,28.9498,"{""alpha"": 0.13256390641619997, ""l1_ratio"": 0.4893872830987399}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,24,29.0255,"{""alpha"": 0.0756635274186191, ""l1_ratio"": 0.34212187590052356}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,25,29.9995,"{""alpha"": 0.015153015381721535, ""l1_ratio"": 0.7456150279498321}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,26,28.9781,"{""alpha"": 0.20414271316963417, ""l1_ratio"": 0.4676917965051871}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,27,28.9547,"{""alpha"": 0.1011066796608568, ""l1_ratio"": 0.6302063167412771}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,28,28.9991,"{""alpha"": 0.07572012633458437, ""l1_ratio"": 0.6027357567383522}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,29,29.8168,"{""alpha"": 0.02443852381263657, ""l1_ratio"": 0.8416525340538609}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,30,28.9349,"{""alpha"": 0.11669990391363161, ""l1_ratio"": 0.6419661397806519}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,31,28.941,"{""alpha"": 0.11041692464823287, ""l1_ratio"": 0.6393323456839782}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,32,29.1661,"{""alpha"": 0.050005819756592476, ""l1_ratio"": 0.7541211913102952}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,33,30.0102,"{""alpha"": 0.012327770486325731, ""l1_ratio"": 0.6648471041128463}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,34,31.551,"{""alpha"": 0.004356338531005941, ""l1_ratio"": 0.8327526055413768}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,35,28.9267,"{""alpha"": 0.17368114997078554, ""l1_ratio"": 0.5776366638625504}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,36,29.0216,"{""alpha"": 0.6864700036759777, ""l1_ratio"": 0.5672254303560231}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,37,29.2856,"{""alpha"": 1.8352535025905257, ""l1_ratio"": 0.717795835375441}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,38,28.7466,"{""alpha"": 0.2652032650731302, ""l1_ratio"": 0.87364352642611}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,39,28.7373,"{""alpha"": 0.24497891125070018, ""l1_ratio"": 0.8729705528967378}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,40,29.8006,"{""alpha"": 6.946820722566084, ""l1_ratio"": 0.9309033253426703}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,41,28.7513,"{""alpha"": 0.2341644207150001, ""l1_ratio"": 0.8579215299286659}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,42,28.7251,"{""alpha"": 0.21262328928277055, ""l1_ratio"": 0.8749795137258951}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,43,28.7479,"{""alpha"": 0.2715392447030887, ""l1_ratio"": 0.8754893914143507}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,44,28.7485,"{""alpha"": 0.2991566798016411, ""l1_ratio"": 0.8795950197500959}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,45,28.7419,"{""alpha"": 0.31070208376471004, ""l1_ratio"": 0.8887931594162403}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,46,28.6569,"{""alpha"": 0.8830824306380245, ""l1_ratio"": 0.8992770401379653}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,47,28.6553,"{""alpha"": 0.7703274423071592, ""l1_ratio"": 0.916192645542476}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,48,28.6373,"{""alpha"": 1.8714106525644114, ""l1_ratio"": 0.9413792078237768}",COMPLETE
elasticnet__group_f_pm25_met_fire_transport,elasticnet,group_f_pm25_met_fire_transport,49,29.2411,"{""alpha"": 2.4209405123872494, ""l1_ratio"": 0.7976580964317381}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,0,28.2983,"{""alpha"": 0.0745934328572655, ""l1_ratio"": 0.9056428757689245}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,1,33.308,"{""alpha"": 4.5705630998014515, ""l1_ratio"": 0.588792635777333}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,2,28.2634,"{""alpha"": 0.006026889128682512, ""l1_ratio"": 0.19039506830258235}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,3,28.2433,"{""alpha"": 0.0019517224641449498, ""l1_ratio"": 0.8295585311974416}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,4,28.9661,"{""alpha"": 1.0129197956845732, ""l1_ratio"": 0.6872653200164409}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,5,28.2423,"{""alpha"": 0.001267425589893723, ""l1_ratio"": 0.9229188669457948}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,6,53.6223,"{""alpha"": 14.528246637516036, ""l1_ratio"": 0.24110519961044852}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,7,28.2703,"{""alpha"": 0.008111941985431923, ""l1_ratio"": 0.21506405886809044}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,8,28.3278,"{""alpha"": 0.033205591037519584, ""l1_ratio"": 0.522280788469014}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,9,28.6405,"{""alpha"": 0.14445251022763064, ""l1_ratio"": 0.3121062261782377}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,10,73.1914,"{""alpha"": 57.87661401538409, ""l1_ratio"": 0.055397464660235485}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,11,28.2423,"{""alpha"": 0.0010907785690006102, ""l1_ratio"": 0.9167407523454647}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,12,28.2428,"{""alpha"": 0.0010981997118930656, ""l1_ratio"": 0.7857718128494926}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,13,28.2447,"{""alpha"": 0.009304278048071614, ""l1_ratio"": 0.9379545190369877}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,14,28.243,"{""alpha"": 0.0012479566331963477, ""l1_ratio"": 0.7759445851944716}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,15,28.2726,"{""alpha"": 0.018765215527351286, ""l1_ratio"": 0.6548265698184821}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,16,28.243,"{""alpha"": 0.0041956750257403095, ""l1_ratio"": 0.9458076259525693}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,17,28.7216,"{""alpha"": 0.2567329719927011, ""l1_ratio"": 0.44888927354835456}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,18,28.2445,"{""alpha"": 0.003972005324312403, ""l1_ratio"": 0.8425359898087492}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,19,28.2811,"{""alpha"": 0.025655012403473714, ""l1_ratio"": 0.689907682898952}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,20,28.2444,"{""alpha"": 0.002597993889361097, ""l1_ratio"": 0.7617522183991506}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,21,28.2427,"{""alpha"": 0.0011876668313925722, ""l1_ratio"": 0.8370656473712078}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,22,28.2425,"{""alpha"": 0.0011503011452671855, ""l1_ratio"": 0.867200791833567}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,23,28.2424,"{""alpha"": 0.0010300512526390641, ""l1_ratio"": 0.8806011349645166}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,24,28.2469,"{""alpha"": 0.016450596874190603, ""l1_ratio"": 0.9465893212781193}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,25,28.2455,"{""alpha"": 0.003423133935755957, ""l1_ratio"": 0.7435246810294867}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,26,28.2474,"{""alpha"": 0.009445691359795404, ""l1_ratio"": 0.8693072584826804}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,27,28.2459,"{""alpha"": 0.0025188903157930837, ""l1_ratio"": 0.6090384837707791}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,28,28.2432,"{""alpha"": 0.0026439286836813895, ""l1_ratio"": 0.8816935519549809}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,29,28.3436,"{""alpha"": 0.07699505883514403, ""l1_ratio"": 0.8021503304698319}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,30,28.3186,"{""alpha"": 0.0469548476662106, ""l1_ratio"": 0.7235663466764231}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,31,28.2424,"{""alpha"": 0.001179469187991141, ""l1_ratio"": 0.8908161452490425}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,32,28.2428,"{""alpha"": 0.0018909013188348244, ""l1_ratio"": 0.8936727621456727}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,33,28.2444,"{""alpha"": 0.005569270729236302, ""l1_ratio"": 0.9000044889610529}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,34,28.2427,"{""alpha"": 0.0011348695571232804, ""l1_ratio"": 0.8169968075238361}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,35,28.2463,"{""alpha"": 0.010930233824248797, ""l1_ratio"": 0.9130581102955976}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,36,28.2455,"{""alpha"": 0.005104123901692665, ""l1_ratio"": 0.8320600512302012}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,37,28.2441,"{""alpha"": 0.0019541626567488777, ""l1_ratio"": 0.7152156136551843}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,38,28.245,"{""alpha"": 0.0021089199166335567, ""l1_ratio"": 0.6363199951494095}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,39,28.5534,"{""alpha"": 2.0090753682926126, ""l1_ratio"": 0.8945400625968241}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,40,28.2549,"{""alpha"": 0.006829809477769482, ""l1_ratio"": 0.5708640327032357}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,41,28.2425,"{""alpha"": 0.0010275504178251227, ""l1_ratio"": 0.8611494349845279}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,42,28.2427,"{""alpha"": 0.0010187786605969948, ""l1_ratio"": 0.8060858154403376}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,43,28.2431,"{""alpha"": 0.002016620885838227, ""l1_ratio"": 0.8568234845154317}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,44,28.2432,"{""alpha"": 0.003594949733200712, ""l1_ratio"": 0.9222889603400767}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,45,28.2435,"{""alpha"": 0.0016949890072197064, ""l1_ratio"": 0.770338548485654}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,46,28.2475,"{""alpha"": 0.013687793694837355, ""l1_ratio"": 0.9187092660912752}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,47,28.2461,"{""alpha"": 0.00708622015830885, ""l1_ratio"": 0.8623914338438061}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,48,48.8755,"{""alpha"": 12.454803532397177, ""l1_ratio"": 0.3641935705963699}",COMPLETE
elasticnet__domain_reduced,elasticnet,domain_reduced,49,28.2554,"{""alpha"": 0.003675226648216727, ""l1_ratio"": 0.13115664765268498}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,0,28.0342,"{""n_estimators"": 350, ""max_depth"": 10, ""min_samples_split"": 8, ""min_samples_leaf"": 6, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,1,27.8685,"{""n_estimators"": 550, ""max_depth"": 8, ""min_samples_split"": 8, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,2,27.946,"{""n_estimators"": 250, ""max_depth"": 5, ""min_samples_split"": 4, ""min_samples_leaf"": 5, ""max_features"": 0.75}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,3,27.7885,"{""n_estimators"": 250, ""max_depth"": 6, ""min_samples_split"": 5, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,4,27.7134,"{""n_estimators"": 450, ""max_depth"": 4, ""min_samples_split"": 7, ""min_samples_leaf"": 3, ""max_features"": 0.75}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,5,28.1373,"{""n_estimators"": 550, ""max_depth"": 6, ""min_samples_split"": 2, ""min_samples_leaf"": 6, ""max_features"": 0.75}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,6,28.2733,"{""n_estimators"": 200, ""max_depth"": 10, ""min_samples_split"": 4, ""min_samples_leaf"": 6, ""max_features"": 0.75}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,7,28.2614,"{""n_estimators"": 250, ""max_depth"": 10, ""min_samples_split"": 8, ""min_samples_leaf"": 8, ""max_features"": 0.75}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,8,27.9184,"{""n_estimators"": 200, ""max_depth"": 5, ""min_samples_split"": 2, ""min_samples_leaf"": 4, ""max_features"": 0.75}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,9,27.8703,"{""n_estimators"": 350, ""max_depth"": 5, ""min_samples_split"": 6, ""min_samples_leaf"": 2, ""max_features"": 0.75}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,10,28.0887,"{""n_estimators"": 450, ""max_depth"": 8, ""min_samples_split"": 10, ""min_samples_leaf"": 8, ""max_features"": 0.5}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,11,27.5819,"{""n_estimators"": 400, ""max_depth"": 4, ""min_samples_split"": 6, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,12,27.5871,"{""n_estimators"": 450, ""max_depth"": 4, ""min_samples_split"": 6, ""min_samples_leaf"": 3, ""max_features"": 0.5}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,13,27.5871,"{""n_estimators"": 450, ""max_depth"": 4, ""min_samples_split"": 6, ""min_samples_leaf"": 3, ""max_features"": 0.5}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,14,27.6133,"{""n_estimators"": 350, ""max_depth"": 4, ""min_samples_split"": 10, ""min_samples_leaf"": 4, ""max_features"": 0.5}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,15,27.8833,"{""n_estimators"": 400, ""max_depth"": 6, ""min_samples_split"": 4, ""min_samples_leaf"": 3, ""max_features"": 0.5}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,16,27.5856,"{""n_estimators"": 600, ""max_depth"": 4, ""min_samples_split"": 6, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,17,27.6051,"{""n_estimators"": 600, ""max_depth"": 5, ""min_samples_split"": 7, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,18,27.8656,"{""n_estimators"": 600, ""max_depth"": 7, ""min_samples_split"": 5, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,19,27.5852,"{""n_estimators"": 550, ""max_depth"": 4, ""min_samples_split"": 3, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,20,27.7366,"{""n_estimators"": 500, ""max_depth"": 5, ""min_samples_split"": 3, ""min_samples_leaf"": 7, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,21,27.5852,"{""n_estimators"": 550, ""max_depth"": 4, ""min_samples_split"": 3, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,22,27.6069,"{""n_estimators"": 550, ""max_depth"": 4, ""min_samples_split"": 3, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,23,27.6003,"{""n_estimators"": 500, ""max_depth"": 5, ""min_samples_split"": 3, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,24,27.5988,"{""n_estimators"": 500, ""max_depth"": 4, ""min_samples_split"": 2, ""min_samples_leaf"": 3, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,25,27.6719,"{""n_estimators"": 400, ""max_depth"": 6, ""min_samples_split"": 5, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,26,27.5852,"{""n_estimators"": 550, ""max_depth"": 4, ""min_samples_split"": 4, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,27,27.5125,"{""n_estimators"": 400, ""max_depth"": 5, ""min_samples_split"": 3, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,28,27.8867,"{""n_estimators"": 300, ""max_depth"": 7, ""min_samples_split"": 9, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,29,27.5125,"{""n_estimators"": 400, ""max_depth"": 5, ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,30,27.7614,"{""n_estimators"": 400, ""max_depth"": 7, ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,31,27.5266,"{""n_estimators"": 350, ""max_depth"": 5, ""min_samples_split"": 3, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,32,27.5266,"{""n_estimators"": 350, ""max_depth"": 5, ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,33,27.6037,"{""n_estimators"": 350, ""max_depth"": 6, ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,34,27.5254,"{""n_estimators"": 300, ""max_depth"": 5, ""min_samples_split"": 3, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,35,27.5254,"{""n_estimators"": 300, ""max_depth"": 5, ""min_samples_split"": 4, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,36,27.6087,"{""n_estimators"": 300, ""max_depth"": 6, ""min_samples_split"": 4, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,37,27.7224,"{""n_estimators"": 300, ""max_depth"": 6, ""min_samples_split"": 5, ""min_samples_leaf"": 3, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,38,27.5709,"{""n_estimators"": 250, ""max_depth"": 5, ""min_samples_split"": 4, ""min_samples_leaf"": 3, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,39,27.9188,"{""n_estimators"": 300, ""max_depth"": 9, ""min_samples_split"": 3, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,40,27.8195,"{""n_estimators"": 250, ""max_depth"": 5, ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": 0.75}",COMPLETE
random_forest__set_b_pm25_history,random_forest,set_b_pm25_history,41,27.5254,"{""n_estimators"": 300, ""max_depth"": 5, ""min_samples_split"": 3, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",COMPLETE
