attribution_group,mean_abs_shap,mean_signed_shap,positive_contrib_freq,extreme_day_mean_shap,rank
external_environmental,52.53603422443953,-5.336373332108119,0.33004926108374383,60.761480506739105,1
pm25_persistence,33.26409784300395,3.1702841456312383,0.4641488779419814,45.00481266319325,2
wind_ventilation,4.66957820887133,1.9455799796910203,0.6250684181718664,6.0089445880358054,3
meteorology,0.7028061279690414,0.030508233122168462,0.4608648056923919,0.4392386554450236,4
biomass_burning,0.6086906544921904,0.049178939952886476,0.4701696770662288,0.10045736439393686,5
calendar_seasonal,0.0,0.0,0.0,0.0,6
