subset,count_days,mae_ugm3,rmse_ugm3,group_mean_shap_biomass_burning,group_mean_shap_calendar_seasonal,group_mean_shap_external_environmental,group_mean_shap_meteorology,group_mean_shap_pm25_persistence,group_mean_shap_wind_ventilation
PM25_ge_150,666,15.49721458648981,20.083333605701,0.10045736439393686,0.0,60.761480506739105,0.4392386554450236,45.00481266319325,6.0089445880358054
Top_10_Percentile,183,14.843826916450238,18.96381978204081,0.31708164337995437,0.0,126.13486516368526,0.6706797952654306,58.13492651794886,6.438842567680697
