method,nominal_coverage,dimension,slice_name,sample_count,empirical_coverage,coverage_error,mean_width_ugm3,median_width_ugm3,winkler_interval_score
naive_historical_error,0.9,Extreme_Subset,Extreme_Episodes_ge_150,398,0.8015075376884422,-0.09849246231155784,69.32234125100965,69.97767597137408,125.38336820182614
naive_historical_error,0.95,Global,Overall_All_Folds,1096,0.9625912408759124,0.012591240875912457,101.92186510757232,110.05169249390912,114.96296990979765
naive_historical_error,0.95,Year,2022,365,0.947945205479452,-0.002054794520547909,107.72643845673642,110.05169249390914,121.62004742473746
naive_historical_error,0.95,Year,2023,365,0.989041095890411,0.03904109589041105,107.37263251309435,110.05169249390914,113.4421445274761
naive_historical_error,0.95,Year,2024,366,0.9508196721311475,0.0008196721311475308,90.69727665003012,91.45075494408479,109.84075125295152
naive_historical_error,0.95,Season,Winter,271,0.9261992619926199,-0.02380073800738003,103.80562121334084,110.05169249390916,129.2014436924289
naive_historical_error,0.95,Season,Summer,276,0.9855072463768116,0.035507246376811685,103.85137997730102,110.05169249390913,106.37423599047229
naive_historical_error,0.95,Season,Monsoon,366,0.994535519125683,0.0445355191256831,98.10726065437899,97.28921217119195,98.45246680561576
naive_historical_error,0.95,Season,Post-Monsoon,183,0.9180327868852459,-0.031967213114754034,103.85137997730101,110.05169249390913,139.85208631838395
naive_historical_error,0.95,Pollution_Regime,Low,245,0.9959183673469387,0.04591836734693877,96.05762664957521,96.10829557738296,96.09094660831597
naive_historical_error,0.95,Pollution_Regime,Moderate,330,0.9787878787878788,0.028787878787878807,103.19174556226142,110.05169249390913,107.06574478297598
naive_historical_error,0.95,Pollution_Regime,High,330,0.9393939393939394,-0.010606060606060508,103.6822805450299,110.05169249390913,131.83741821241287
naive_historical_error,0.95,Pollution_Regime,Extreme,191,0.9319371727748691,-0.018062827225130862,104.20846603846691,110.05169249390917,123.66015347446313
naive_historical_error,0.95,Extreme_Subset,Extreme_Episodes_ge_150,398,0.9321608040201005,-0.01783919597989947,103.92927335062524,110.05169249390916,131.76700127708634
conditional_seasonal_residual,0.8,Global,Overall_All_Folds,1096,0.8038321167883211,0.0038321167883210716,54.74656310471442,46.72259076589788,73.06458749343663
conditional_seasonal_residual,0.8,Year,2022,365,0.7917808219178082,-0.008219178082191858,56.0124413677552,46.72259076589786,77.26463497220821
conditional_seasonal_residual,0.8,Year,2023,365,0.8246575342465754,0.024657534246575352,56.0124413677552,46.72259076589786,70.29906538923522
conditional_seasonal_residual,0.8,Year,2024,366,0.7950819672131147,-0.004918032786885296,52.221723946190444,47.51903314766693,71.633981587103
conditional_seasonal_residual,0.8,Season,Winter,271,0.8154981549815498,0.015498154981549717,70.87288174059515,72.1368015319358,96.22375599580353
conditional_seasonal_residual,0.8,Season,Summer,276,0.7971014492753623,-0.0028985507246377384,46.98807155982088,46.72259076589786,59.97418330810424
conditional_seasonal_residual,0.8,Season,Monsoon,366,0.8114754098360656,0.011475409836065542,37.176398635043576,37.8669832891641,48.89459994343234
conditional_seasonal_residual,0.8,Season,Post-Monsoon,183,0.7814207650273224,-0.01857923497267766,77.70717245972244,82.52424015763614,106.85164942956717
conditional_seasonal_residual,0.8,Pollution_Regime,Low,245,0.8979591836734694,0.09795918367346934,37.182036060791496,37.8669832891641,43.27052290830816
conditional_seasonal_residual,0.8,Pollution_Regime,Moderate,330,0.7727272727272727,-0.027272727272727337,45.119228330329825,46.72259076589786,59.55433033134822
conditional_seasonal_residual,0.8,Pollution_Regime,High,330,0.7818181818181819,-0.018181818181818188,66.66741483735834,68.37282061486634,93.28667917965187
conditional_seasonal_residual,0.8,Pollution_Regime,Extreme,191,0.774869109947644,-0.025130890052356025,73.31435645306802,72.13680153193582,99.68574157927237
conditional_seasonal_residual,0.8,Extreme_Subset,Extreme_Episodes_ge_150,398,0.8090452261306532,0.009045226130653172,73.5223494267518,72.13680153193582,99.78078033999444
conditional_seasonal_residual,0.9,Global,Overall_All_Folds,1096,0.9078467153284672,0.007846715328467146,71.36100388441996,56.535583499769984,85.69923869047277
conditional_seasonal_residual,0.9,Year,2022,365,0.8904109589041096,-0.009589041095890427,73.37444076662909,56.535583499769984,88.80334960249141
conditional_seasonal_residual,0.9,Year,2023,365,0.9205479452054794,0.020547945205479423,73.37444076662909,56.535583499769984,84.897714614194
conditional_seasonal_residual,0.9,Year,2024,366,0.912568306010929,0.012568306010928953,67.34513250733617,57.504275878290414,83.40294307559557
conditional_seasonal_residual,0.9,Season,Winter,271,0.9298892988929889,0.029889298892988858,103.2215300500189,110.86308836074147,116.2429679565851
conditional_seasonal_residual,0.9,Season,Summer,276,0.8985507246376812,-0.0014492753623188692,56.85848095927679,56.535583499769984,68.72173497113877
