feature_name,feature_group,dtype,missing_count,missing_rate,infinite_count,unique_count,variance,min,max,mean,median,standard_deviation,prediction_safe,source_module
fire_hotspot_count_roll_var_30d,fire_biomass_burning,float64,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,True,ml.src.features
wind_speed_kmh_roll_mean_3d,wind_ventilation,float64,0,0.0,0,300,15.467536,8.666667,30.466667,15.835479,15.6,3.932879,True,ml.src.features
wind_speed_kmh_roll_median_3d,wind_ventilation,float64,0,0.0,0,123,17.723853,8.6,30.6,15.700137,15.5,4.209971,True,ml.src.features
wind_speed_kmh_roll_max_3d,wind_ventilation,float64,0,0.0,0,119,24.633788,8.7,36.1,18.713973,18.4,4.963244,True,ml.src.features
wind_speed_kmh_roll_min_3d,wind_ventilation,float64,0,0.0,0,105,14.339941,6.4,30.0,13.092329,12.9,3.786811,True,ml.src.features
wind_speed_kmh_roll_std_3d,wind_ventilation,float64,0,0.0,0,358,4.253588,0.0,13.617268,2.967504,2.570992,2.062423,True,ml.src.features
wind_speed_kmh_roll_var_3d,wind_ventilation,float64,0,0.0,0,358,374.142496,0.0,185.43,13.048014,6.61,19.342763,True,ml.src.features
wind_speed_kmh_roll_mean_7d,wind_ventilation,float64,0,0.0,0,308,11.158405,8.7,27.1,15.836021,15.928571,3.34042,True,ml.src.features
wind_speed_kmh_roll_median_7d,wind_ventilation,float64,0,0.0,0,96,13.547375,8.7,28.1,15.651096,15.9,3.680676,True,ml.src.features
wind_speed_kmh_roll_max_7d,wind_ventilation,float64,0,0.0,0,82,23.508442,8.7,36.1,21.206849,21.7,4.848551,True,ml.src.features
wind_speed_kmh_roll_min_7d,wind_ventilation,float64,0,0.0,0,60,7.605857,6.4,21.4,11.176712,10.1,2.757872,True,ml.src.features
wind_speed_kmh_roll_std_7d,wind_ventilation,float64,0,0.0,0,362,2.27995,0.0,8.769536,3.587016,3.524405,1.50995,True,ml.src.features
wind_speed_kmh_roll_var_7d,wind_ventilation,float64,0,0.0,0,361,158.055613,0.0,76.904762,15.140384,12.421429,12.572017,True,ml.src.features
wind_speed_kmh_roll_mean_14d,wind_ventilation,float64,0,0.0,0,324,9.09102,8.7,23.742857,15.833271,16.042857,3.015132,True,ml.src.features
