date,observed_pm25,predicted_pm25,residual,abs_error
2023-07-17,55.16,23.171965,-31.988035,31.988035
2023-07-18,33.31,28.486467,-4.823534,4.823534
2023-07-19,31.51,45.474983,13.964983,13.964983
2023-07-20,42.4,49.682846,7.2828445,7.2828445
2023-07-21,60.56,40.053307,-20.506695,20.506695
2023-07-22,35.38,28.117498,-7.2625027,7.2625027
2023-07-23,28.23,26.040194,-2.189806,2.189806
2023-07-24,41.48,25.698975,-15.781025,15.781025
2023-07-25,62.24,33.02855,-29.211452,29.211452
2023-07-26,59.42,42.16418,-17.255817,17.255817
2023-07-27,54.48,31.926311,-22.553688,22.553688
2023-07-28,22.94,27.4847,4.5446987,4.5446987
2023-07-29,24.18,23.57922,-0.6007805,0.6007805
2023-07-30,55.29,29.252108,-26.037893,26.037893
2023-07-31,60.06,43.58014,-16.479862,16.479862
2023-08-01,39.67,62.89168,23.221684,23.221684
2023-08-02,37.24,38.831547,1.5915451,1.5915451
2023-08-03,30.02,28.750631,-1.2693691,1.2693691
2023-08-04,53.14,19.468977,-33.67102,33.67102
2023-08-05,53.06,22.132992,-30.92701,30.92701
2023-08-06,54.5,23.647167,-30.852833,30.852833
2023-08-07,60.47,36.094994,-24.375008,24.375008
2023-08-08,47.48,44.750847,-2.7291527,2.7291527
2023-08-09,31.38,57.360176,25.980177,25.980177
2023-08-10,36.83,58.662254,21.832253,21.832253
2023-08-11,31.86,64.190056,32.330055,32.330055
2023-08-12,58.69,50.383007,-8.306992,8.306992
2023-08-13,43.49,31.614336,-11.875666,11.875666
2023-08-14,31.8,26.970552,-4.829447,4.829447
2023-08-15,49.06,29.531387,-19.528614,19.528614
2023-08-16,29.53,32.149193,2.6191921,2.6191921
2023-08-17,65.94,31.951637,-33.988365,33.988365
2023-08-18,27.67,35.610832,7.940832,7.940832
2023-08-19,37.6,32.22778,-5.372219,5.372219
2023-08-20,29.97,36.083664,6.1136646,6.1136646
2023-08-21,35.15,35.141815,-0.00818634,0.00818634
2023-08-22,53.04,41.81994,-11.220062,11.220062
2023-08-23,33.81,56.19152,22.38152,22.38152
2023-08-24,32.07,66.35318,34.28318,34.28318
2023-08-25,59.7,63.76069,4.060688,4.060688
2023-08-26,32.28,43.806232,11.526234,11.526234
2023-08-27,58.62,40.253174,-18.366825,18.366825
2023-08-28,43.87,42.041496,-1.8285027,1.8285027
2023-08-29,43.96,62.357677,18.397678,18.397678
2023-08-30,47.72,49.607925,1.8879242,1.8879242
2023-08-31,29.23,49.40605,20.176052,20.176052
2023-09-01,32.59,36.681873,4.091873,4.091873
2023-09-02,61.23,36.351986,-24.878014,24.878014
2023-09-03,53.8,33.21471,-20.585289,20.585289
2023-09-04,30.32,34.356956,4.036957,4.036957
2023-09-05,61.49,48.471046,-13.018955,13.018955
2023-09-06,32.33,79.377975,47.047974,47.047974
2023-09-07,62.21,95.96864,33.758644,33.758644
2023-09-08,34.47,81.68645,47.216446,47.216446
2023-09-09,47.93,61.007843,13.077843,13.077843
2023-09-10,57.36,47.57446,-9.785542,9.785542
2023-09-11,50.46,44.49561,-5.96439,5.96439
2023-09-12,31.92,28.832228,-3.0877724,3.0877724
2023-09-13,41.95,24.80633,-17.143671,17.143671
2023-09-14,59.91,22.600729,-37.309273,37.309273
2023-09-15,55.44,24.294758,-31.14524,31.14524
2023-09-16,55.27,26.107946,-29.162054,29.162054
2023-09-17,39.34,24.409952,-14.930048,14.930048
2023-09-18,48.46,30.906076,-17.553923,17.553923
2023-09-19,48.52,34.608383,-13.911617,13.911617
2023-09-20,21.99,29.78298,7.79298,7.79298
2023-09-21,40.18,23.48425,-16.695751,16.695751
2023-09-22,60.45,23.706985,-36.743015,36.743015
2023-09-23,24.44,28.175379,3.7353783,3.7353783
2023-09-24,33.16,28.566233,-4.593767,4.593767
2023-09-25,28.58,27.353193,-1.2268066,1.2268066
2023-09-26,22.81,27.012203,4.2022038,4.2022038
2023-09-27,48.12,42.43,-5.6899986,5.6899986
2023-09-28,53.37,34.426098,-18.943901,18.943901
2023-09-29,37.29,35.186428,-2.1035728,2.1035728
2023-09-30,49.6,31.779716,-17.820282,17.820282
2023-10-01,174.18,50.836548,-123.343445,123.343445
2023-10-02,154.64,76.68642,-77.95358,77.95358
2023-10-03,199.2,106.06259,-93.137405,93.137405
2023-10-04,126.65,113.0184,-13.631599,13.631599
2023-10-05,222.5,123.00609,-99.49391,99.49391
2023-10-06,158.65,129.29712,-29.352875,29.352875
2023-10-07,174.47,132.19096,-42.279037,42.279037
2023-10-08,140.21,136.7599,-3.4501038,3.4501038
2023-10-09,167.07,136.92516,-30.144852,30.144852
2023-10-10,124.27,124.680984,0.41098785,0.41098785
2023-10-11,131.91,117.47066,-14.439346,14.439346
2023-10-12,117.22,117.6637,0.44369507,0.44369507
2023-10-13,138.11,128.94824,-9.161758,9.161758
2023-10-14,197.03,130.17468,-66.855316,66.855316
2023-10-15,209.04,133.8703,-75.16969,75.16969
2023-10-16,123.9,144.45891,20.558907,20.558907
2023-10-17,230.08,140.84612,-89.23389,89.23389
2023-10-18,179.33,129.25163,-50.07837,50.07837
2023-10-19,172.88,147.51248,-25.367523,25.367523
2023-10-20,180.4,173.15712,-7.242874,7.242874
2023-10-21,210.06,206.34102,-3.718979,3.718979
2023-10-22,182.07,212.28569,30.215683,30.215683
2023-10-23,121.64,216.5435,94.9035,94.9035
2023-10-24,153.94,220.31322,66.373215,66.373215
2023-10-25,216.04,216.6388,0.59880066,0.59880066
2023-10-26,172.16,214.82875,42.668747,42.668747
2023-10-27,188.76,206.15794,17.39795,17.39795
2023-10-28,177.12,206.40063,29.28064,29.28064
2023-10-29,214.59,209.6317,-4.9582977,4.9582977
2023-10-30,210.88,207.1494,-3.730606,3.730606
2023-10-31,203.24,197.25587,-5.984131,5.984131
2023-11-01,302.24,190.96712,-111.27287,111.27287
2023-11-02,393.07,202.22029,-190.84972,190.84972
2023-11-03,196.21,235.81749,39.607483,39.607483
2023-11-04,298.38,267.17587,-31.204132,31.204132
2023-11-05,373.56,293.34692,-80.21307,80.21307
2023-11-06,366.24,298.93488,-67.305115,67.305115
2023-11-07,347.66,310.83823,-36.821777,36.821777
2023-11-08,254.75,323.32062,68.57062,68.57062
2023-11-09,200.48,337.36975,136.88976,136.88976
2023-11-10,227.36,340.10797,112.74797,112.74797
2023-11-11,359.41,322.03278,-37.377228,37.377228
2023-11-12,333.74,312.5064,-21.233582,21.233582
2023-11-13,332.92,321.78107,-11.138947,11.138947
2023-11-14,341.35,348.93756,7.587555,7.587555
2023-11-15,318.23,376.41696,58.18695,58.18695
2023-11-16,334.27,379.47763,45.20764,45.20764
2023-11-17,288.06,383.70407,95.64407,95.64407
2023-11-18,373.14,358.57693,-14.56308,14.56308
2023-11-19,304.92,342.12,37.19998,37.19998
2023-11-20,239.05,321.0334,81.98338,81.98338
2023-11-21,258.06,338.60605,80.54605,80.54605
2023-11-22,354.5,350.65878,-3.841217,3.841217
2023-11-23,334.19,357.06955,22.879547,22.879547
2023-11-24,257.59,330.8168,73.22681,73.22681
2023-11-25,291.02,324.441,33.42102,33.42102
2023-11-26,342.92,331.48993,-11.430084,11.430084
2023-11-27,257.42,354.52057,97.100555,97.100555
2023-11-28,223.39,326.13605,102.74605,102.74605
2023-11-29,231.85,293.90564,62.055634,62.055634
2023-11-30,389.59,274.19586,-115.394135,115.394135
2023-12-01,391.44,289.50488,-101.93512,101.93512
2023-12-02,292.2,305.6053,13.405273,13.405273
2023-12-03,269.59,319.59906,50.009064,50.009064
2023-12-04,286.68,330.5617,43.881714,43.881714
2023-12-05,271.93,339.05457,67.12457,67.12457
2023-12-06,370.3,331.43616,-38.86383,38.86383
2023-12-07,296.98,302.13144,5.151428,5.151428
2023-12-08,283.64,295.8352,12.19519,12.19519
2023-12-09,211.45,297.6923,86.242294,86.242294
2023-12-10,271.04,304.5141,33.47409,33.47409
2023-12-11,349.49,293.97922,-55.510773,55.510773
2023-12-12,310.97,282.31427,-28.655731,28.655731
2023-12-13,356.27,258.85895,-97.41104,97.41104
2023-12-14,231.44,265.78143,34.34143,34.34143
2023-12-15,291.03,279.50952,-11.520477,11.520477
2023-12-16,239.87,298.78772,58.917725,58.917725
2023-12-17,348.44,302.4771,-45.96289,45.96289
2023-12-18,298.15,307.9515,9.801514,9.801514
2023-12-19,324.03,314.47745,-9.552551,9.552551
2023-12-20,342.95,311.9135,-31.036499,31.036499
2023-12-21,231.05,309.8601,78.810104,78.810104
2023-12-22,319.08,302.18732,-16.89267,16.89267
2023-12-23,315.93,304.08447,-11.84552,11.84552
2023-12-24,213.74,294.83737,81.09737,81.09737
2023-12-25,308.8,295.17084,-13.62915,13.62915
2023-12-26,251.7,286.29138,34.591385,34.591385
2023-12-27,279.4,285.96793,6.567932,6.567932
2023-12-28,302.3,283.1785,-19.12149,19.12149
2023-12-29,243.92,292.0905,48.170517,48.170517
2023-12-30,337.92,300.0556,-37.86441,37.86441
2023-12-31,227.32,312.9547,85.634705,85.634705
2024-01-01,231.43,318.8814,87.451416,87.451416
2024-01-02,307.74,328.19867,20.45868,20.45868
2024-01-03,231.77,319.8089,88.038895,88.038895
2024-01-04,360.27,323.01556,-37.254425,37.254425
2024-01-05,223.45,322.35342,98.90343,98.90343
2024-01-06,280.05,320.33502,40.285034,40.285034
2024-01-07,256.53,317.37415,60.844147,60.844147
2024-01-08,330.14,309.02014,-21.119873,21.119873
2024-01-09,267.41,315.61145,48.201447,48.201447
2024-01-10,382.03,323.58807,-58.441925,58.441925
2024-01-11,248.9,332.8255,83.92551,83.92551
2024-01-12,290.16,338.5047,48.344696,48.344696
2024-01-13,273.11,332.9154,59.80542,59.80542
2024-01-14,370.8,330.40955,-40.39044,40.39044
2024-01-15,316.52,327.18152,10.66153,10.66153
2024-01-16,202.84,332.8031,129.9631,129.9631
2024-01-17,218.66,335.43774,116.77774,116.77774
2024-01-18,238.68,327.98343,89.30344,89.30344
2024-01-19,237.98,310.87915,72.899155,72.899155
2024-01-20,267.32,297.19196,29.871948,29.871948
2024-01-21,287.89,302.67316,14.783142,14.783142
2024-01-22,367.43,317.49765,-49.932343,49.932343
2024-01-23,316.79,318.70618,1.9161682,1.9161682
2024-01-24,214.99,295.86438,80.874374,80.874374
2024-01-25,248.97,288.54956,39.57956,39.57956
2024-01-26,258.45,295.32642,36.876404,36.876404
2024-01-27,296.36,306.20346,9.843475,9.843475
2024-01-28,323.21,299.76813,-23.441864,23.441864
2024-01-29,226.45,281.3319,54.881912,54.881912
2024-01-30,284.9,264.67142,-20.228577,20.228577
2024-01-31,291.33,257.1502,-34.17978,34.17978
2024-02-01,118.78,253.69931,134.91931,134.91931
2024-02-02,185.92,230.86586,44.94586,44.94586
2024-02-03,162.29,203.84471,41.554718,41.554718
2024-02-04,197.2,193.04823,-4.151764,4.151764
2024-02-05,141.66,178.18822,36.528214,36.528214
2024-02-06,201.69,180.97942,-20.710587,20.710587
2024-02-07,174.75,191.09055,16.340546,16.340546
2024-02-08,233.88,217.34627,-16.533737,16.533737
2024-02-09,188.41,199.7448,11.334793,11.334793
2024-02-10,157.32,170.48564,13.165634,13.165634
2024-02-11,211.01,150.18526,-60.824738,60.824738
2024-02-12,160.19,139.96196,-20.228043,20.228043
2024-02-13,207.01,148.23064,-58.779358,58.779358
2024-02-14,195.86,156.86865,-38.99135,38.99135
2024-02-15,124.11,175.4509,51.340897,51.340897
2024-02-16,139.18,178.71446,39.53447,39.53447
2024-02-17,123.84,178.73193,54.891937,54.891937
2024-02-18,142.4,156.7449,14.34491,14.34491
2024-02-19,170.23,122.79646,-47.433533,47.433533
2024-02-20,216.76,83.22112,-133.53888,133.53888
2024-02-21,127.58,58.96438,-68.61562,68.61562
2024-02-22,168.38,57.925842,-110.45416,110.45416
2024-02-23,197.0,45.603245,-151.39676,151.39676
2024-02-24,126.74,69.23974,-57.50026,57.50026
2024-02-25,190.7,59.346413,-131.35358,131.35358
2024-02-26,153.46,73.00929,-80.450714,80.450714
2024-02-27,135.5,77.76252,-57.73748,57.73748
2024-02-28,129.61,119.43045,-10.17955,10.17955
2024-02-29,226.3,123.81012,-102.48988,102.48988
2024-03-01,124.97,127.40418,2.4341812,2.4341812
2024-03-02,85.88,101.54803,15.66803,15.66803
2024-03-03,116.91,72.8532,-44.0568,44.0568
2024-03-04,67.27,61.608185,-5.661812,5.661812
2024-03-05,94.06,58.440865,-35.619133,35.619133
2024-03-06,96.28,88.75108,-7.5289154,7.5289154
2024-03-07,100.68,106.06625,5.3862534,5.3862534
2024-03-08,89.35,119.60455,30.254555,30.254555
2024-03-09,97.01,117.51188,20.501877,20.501877
2024-03-10,74.25,101.21129,26.961288,26.961288
2024-03-11,121.49,87.56003,-33.92997,33.92997
2024-03-12,79.47,93.11991,13.64991,13.64991
2024-03-13,108.21,99.13765,-9.07235,9.07235
2024-03-14,122.5,103.727486,-18.772514,18.772514
2024-03-15,93.16,102.90782,9.747818,9.747818
2024-03-16,98.71,101.67516,2.9651642,2.9651642
2024-03-17,108.05,103.051636,-4.9983673,4.9983673
2024-03-18,71.09,106.88539,35.795395,35.795395
2024-03-19,128.02,110.70729,-17.312714,17.312714
2024-03-20,90.83,111.838196,21.008194,21.008194
2024-03-21,126.06,112.67753,-13.382469,13.382469
2024-03-22,102.19,110.1263,7.9362946,7.9362946
2024-03-23,127.62,104.01985,-23.600151,23.600151
2024-03-24,109.92,100.38216,-9.537842,9.537842
2024-03-25,76.8,96.41531,19.61531,19.61531
2024-03-26,76.51,93.53858,17.02858,17.02858
2024-03-27,77.47,90.50656,13.03656,13.03656
2024-03-28,99.23,95.938705,-3.291298,3.291298
2024-03-29,126.72,80.67101,-46.04899,46.04899
2024-03-30,115.34,74.1293,-41.210693,41.210693
2024-03-31,121.81,63.76326,-58.046738,58.046738
2024-04-01,119.29,84.1567,-35.1333,35.1333
2024-04-02,134.62,94.86479,-39.755203,39.755203
2024-04-03,131.02,103.15977,-27.860237,27.860237
2024-04-04,107.22,96.723595,-10.496407,10.496407
2024-04-05,117.0,89.8699,-27.130096,27.130096
2024-04-06,66.81,89.25818,22.448181,22.448181
2024-04-07,72.56,87.62567,15.065674,15.065674
2024-04-08,114.11,92.14058,-21.969421,21.969421
2024-04-09,120.21,99.6266,-20.583397,20.583397
2024-04-10,90.23,112.58769,22.357689,22.357689
2024-04-11,116.8,118.602905,1.8029022,1.8029022
2024-04-12,72.99,119.619156,46.629158,46.629158
2024-04-13,102.45,117.31601,14.866013,14.866013
2024-04-14,83.0,116.39396,33.39396,33.39396
2024-04-15,71.83,120.41414,48.584137,48.584137
2024-04-16,92.82,109.82453,17.004532,17.004532
2024-04-17,67.83,90.329926,22.499924,22.499924
2024-04-18,79.98,67.864075,-12.115929,12.115929
2024-04-19,127.93,64.3281,-63.6019,63.6019
2024-04-20,92.26,75.01838,-17.241623,17.241623
2024-04-21,79.76,86.4418,6.681801,6.681801
2024-04-22,99.45,93.25609,-6.1939087,6.1939087
2024-04-23,100.68,93.110596,-7.5694046,7.5694046
2024-04-24,90.0,95.002655,5.002655,5.002655
2024-04-25,113.66,96.3553,-17.304703,17.304703
2024-04-26,108.76,76.33116,-32.42884,32.42884
2024-04-27,71.96,64.216995,-7.743004,7.743004
2024-04-28,100.54,57.22564,-43.31436,43.31436
2024-04-29,101.82,77.98477,-23.835228,23.835228
2024-04-30,130.22,93.86937,-36.35063,36.35063
2024-05-01,118.94,107.54979,-11.390213,11.390213
2024-05-02,122.91,106.24837,-16.661636,16.661636
2024-05-03,103.45,105.5279,2.0779037,2.0779037
2024-05-04,91.71,103.01003,11.300034,11.300034
2024-05-05,117.86,103.730286,-14.129715,14.129715
2024-05-06,123.14,106.280754,-16.859245,16.859245
2024-05-07,67.46,106.24179,38.78179,38.78179
2024-05-08,99.72,102.68927,2.9692688,2.9692688
2024-05-09,129.96,94.75807,-35.201935,35.201935
2024-05-10,102.86,86.49312,-16.366882,16.366882
2024-05-11,103.2,77.014206,-26.185791,26.185791
2024-05-12,70.93,71.37485,0.4448471,0.4448471
2024-05-13,122.32,70.87848,-51.44152,51.44152
2024-05-14,124.43,74.36535,-50.06465,50.06465
2024-05-15,110.34,82.85637,-27.483627,27.483627
2024-05-16,98.74,91.8451,-6.8948975,6.8948975
2024-05-17,79.68,98.82959,19.14959,19.14959
2024-05-18,109.92,101.14252,-8.777481,8.777481
2024-05-19,80.52,98.46312,17.943123,17.943123
2024-05-20,102.97,96.38733,-6.582672,6.582672
2024-05-21,110.87,95.15419,-15.715813,15.715813
2024-05-22,110.4,103.13525,-7.2647552,7.2647552
2024-05-23,132.27,102.9505,-29.319504,29.319504
2024-05-24,93.67,95.68043,2.0104294,2.0104294
2024-05-25,88.32,80.876495,-7.4435043,7.4435043
2024-05-26,82.96,75.27304,-7.6869583,7.6869583
2024-05-27,86.83,77.12907,-9.700935,9.700935
2024-05-28,104.9,86.86925,-18.030754,18.030754
2024-05-29,130.22,96.88126,-33.338737,33.338737
2024-05-30,70.15,105.89916,35.74916,35.74916
2024-05-31,93.47,107.281456,13.811455,13.811455
2024-06-01,84.78,104.39749,19.617493,19.617493
2024-06-02,92.06,104.67411,12.614113,12.614113
2024-06-03,128.57,114.515366,-14.054642,14.054642
2024-06-04,103.0,123.95807,20.958069,20.958069
2024-06-05,65.76,129.83055,64.07055,64.07055
2024-06-06,127.46,127.74801,0.28800964,0.28800964
2024-06-07,94.88,130.97818,36.098183,36.098183
2024-06-08,92.21,133.64333,41.433327,41.433327
2024-06-09,100.81,135.0684,34.258408,34.258408
2024-06-10,111.99,132.26968,20.279686,20.279686
2024-06-11,110.1,132.91559,22.81559,22.81559
2024-06-12,126.77,136.64043,9.87043,9.87043
2024-06-13,75.66,141.78029,66.120285,66.120285
2024-06-14,95.03,140.44598,45.415985,45.415985
2024-06-15,89.07,134.7967,45.726707,45.726707
2024-06-16,139.69,126.10647,-13.583534,13.583534
2024-06-17,94.07,123.247215,29.177216,29.177216
2024-06-18,79.86,122.95507,43.09507,43.09507
2024-06-19,106.28,122.28722,16.007217,16.007217
2024-06-20,112.57,96.22768,-16.342323,16.342323
2024-06-21,64.76,86.06682,21.306816,21.306816
2024-06-22,74.48,72.10678,-2.3732224,2.3732224
2024-06-23,115.98,87.8206,-28.1594,28.1594
2024-06-24,111.15,74.06793,-37.08207,37.08207
2024-06-25,84.12,62.75995,-21.360054,21.360054
2024-06-26,88.44,52.24419,-36.195812,36.195812
2024-06-27,93.88,49.94856,-43.93144,43.93144
2024-06-28,73.64,49.566902,-24.073097,24.073097
2024-06-29,114.41,54.099102,-60.3109,60.3109
2024-06-30,130.24,52.850815,-77.38919,77.38919
2024-07-01,53.83,51.857616,-1.9723854,1.9723854
2024-07-02,49.54,54.53703,4.9970284,4.9970284
2024-07-03,24.78,32.803345,8.023344,8.023344
2024-07-04,30.6,27.76439,-2.8356094,2.8356094
2024-07-05,49.2,23.664934,-25.535067,25.535067
2024-07-06,25.51,25.093468,-0.41653252,0.41653252
2024-07-07,52.57,27.190493,-25.379507,25.379507
2024-07-08,62.66,43.70955,-18.95045,18.95045
2024-07-09,50.66,37.593605,-13.066395,13.066395
2024-07-10,41.4,35.43028,-5.9697227,5.9697227
2024-07-11,67.24,28.09311,-39.14689,39.14689
2024-07-12,30.28,26.783838,-3.4961624,3.4961624
2024-07-13,56.81,23.5206,-33.289402,33.289402
2024-07-14,46.02,24.990305,-21.029696,21.029696
2024-07-15,27.74,30.54149,2.8014908,2.8014908
2024-07-16,29.36,36.425686,7.0656853,7.0656853
2024-07-17,42.57,31.788801,-10.7811985,10.7811985
2024-07-18,33.9,28.333538,-5.5664635,5.5664635
2024-07-19,28.45,29.853241,1.4032402,1.4032402
2024-07-20,61.84,37.851246,-23.988754,23.988754
2024-07-21,48.49,57.339874,8.849873,8.849873
2024-07-22,54.64,67.30238,12.662384,12.662384
2024-07-23,59.89,73.24244,13.35244,13.35244
2024-07-24,25.12,72.59453,47.474525,47.474525
2024-07-25,31.82,42.44014,10.62014,10.62014
2024-07-26,55.62,33.99387,-21.62613,21.62613
2024-07-27,45.81,29.023842,-16.78616,16.78616
2024-07-28,33.95,33.79946,-0.1505394,0.1505394
2024-07-29,51.19,30.5572,-20.6328,20.6328
2024-07-30,42.24,30.351852,-11.888149,11.888149
2024-07-31,38.75,27.877047,-10.872953,10.872953
2024-08-01,44.98,41.055923,-3.924076,3.924076
2024-08-02,30.14,54.547157,24.407158,24.407158
2024-08-03,30.54,34.436337,3.8963356,3.8963356
2024-08-04,58.07,27.88622,-30.183779,30.183779
2024-08-05,56.54,24.517223,-32.022778,32.022778
2024-08-06,35.5,19.435474,-16.064526,16.064526
2024-08-07,35.12,17.79188,-17.32812,17.32812
2024-08-08,57.38,17.17553,-40.20447,40.20447
2024-08-09,59.13,20.955942,-38.174057,38.174057
2024-08-10,25.52,28.697206,3.177206,3.177206
2024-08-11,34.61,44.395935,9.785934,9.785934
2024-08-12,43.81,43.983284,0.17328262,0.17328262
2024-08-13,40.84,50.31338,9.473381,9.473381
2024-08-14,27.72,45.12693,17.40693,17.40693
2024-08-15,30.17,53.453304,23.283304,23.283304
2024-08-16,52.27,52.98636,0.7163582,0.7163582
2024-08-17,29.71,53.40151,23.69151,23.69151
2024-08-18,32.31,37.94156,5.6315575,5.6315575
2024-08-19,62.39,33.13803,-29.251968,29.251968
2024-08-20,32.65,25.560091,-7.0899105,7.0899105
2024-08-21,67.12,25.656122,-41.463882,41.463882
2024-08-22,50.98,23.717089,-27.26291,27.26291
2024-08-23,59.03,25.198153,-33.83185,33.83185
2024-08-24,22.21,25.84334,3.6333408,3.6333408
2024-08-25,51.05,27.049248,-24.000751,24.000751
2024-08-26,53.9,30.142958,-23.757044,23.757044
2024-08-27,61.74,34.00177,-27.738232,27.738232
2024-08-28,25.15,44.515987,19.365988,19.365988
2024-08-29,41.59,23.978928,-17.611073,17.611073
2024-08-30,46.93,20.845087,-26.084913,26.084913
2024-08-31,55.26,18.907698,-36.352303,36.352303
2024-09-01,36.53,19.19447,-17.33553,17.33553
2024-09-02,32.18,20.02593,-12.15407,12.15407
2024-09-03,31.01,22.654566,-8.355434,8.355434
2024-09-04,29.71,25.00062,-4.709379,4.709379
2024-09-05,42.82,30.669847,-12.150152,12.150152
2024-09-06,33.32,34.55016,1.2301598,1.2301598
2024-09-07,29.21,34.635815,5.4258156,5.4258156
2024-09-08,50.94,26.03433,-24.905668,24.905668
2024-09-09,27.56,24.196093,-3.3639069,3.3639069
2024-09-10,47.86,23.775526,-24.084475,24.084475
2024-09-11,24.33,25.816973,1.4869728,1.4869728
2024-09-12,22.27,25.63819,3.3681889,3.3681889
2024-09-13,52.09,22.997694,-29.092306,29.092306
2024-09-14,24.81,20.99296,-3.8170395,3.8170395
2024-09-15,50.66,21.073313,-29.586687,29.586687
2024-09-16,23.3,27.85039,4.5503902,4.5503902
2024-09-17,40.02,21.602388,-18.417612,18.417612
2024-09-18,48.33,20.139627,-28.190374,28.190374
2024-09-19,60.23,22.12525,-38.10475,38.10475
2024-09-20,42.8,23.493723,-19.306276,19.306276
2024-09-21,25.77,23.832964,-1.9370365,1.9370365
2024-09-22,43.48,23.003712,-20.476288,20.476288
2024-09-23,60.01,25.881975,-34.12802,34.12802
2024-09-24,61.64,30.830086,-30.809914,30.809914
2024-09-25,61.41,58.33139,-3.0786095,3.0786095
2024-09-26,30.26,68.20725,37.94725,37.94725
2024-09-27,23.81,50.383064,26.573065,26.573065
2024-09-28,33.12,38.016304,4.896305,4.896305
2024-09-29,60.61,32.36695,-28.24305,28.24305
2024-09-30,30.67,51.53536,20.865358,20.865358
2024-10-01,138.22,63.60319,-74.616806,74.616806
2024-10-02,124.14,74.459656,-49.680344,49.680344
2024-10-03,206.85,75.33564,-131.51437,131.51437
2024-10-04,131.67,79.09902,-52.570976,52.570976
2024-10-05,194.57,85.318985,-109.25102,109.25102
2024-10-06,188.94,95.43358,-93.506424,93.506424
2024-10-07,204.03,114.21333,-89.816666,89.816666
2024-10-08,165.38,132.64308,-32.736923,32.736923
2024-10-09,135.25,152.2994,17.049393,17.049393
2024-10-10,171.7,138.55586,-33.144135,33.144135
2024-10-11,113.04,135.61787,22.577873,22.577873
2024-10-12,222.96,121.30044,-101.65957,101.65957
2024-10-13,160.53,93.65249,-66.87751,66.87751
2024-10-14,118.37,92.3522,-26.0178,26.0178
2024-10-15,150.74,95.6802,-55.059807,55.059807
2024-10-16,159.17,129.15387,-30.016129,30.016129
2024-10-17,183.5,147.77992,-35.720078,35.720078
2024-10-18,210.67,167.4933,-43.176697,43.176697
2024-10-19,156.71,130.44142,-26.268585,26.268585
2024-10-20,124.83,129.55,4.720001,4.720001
2024-10-21,134.92,127.51224,-7.4077606,7.4077606
2024-10-22,179.55,147.79639,-31.753616,31.753616
2024-10-23,111.06,160.90614,49.846146,49.846146
2024-10-24,169.09,181.37544,12.285446,12.285446
2024-10-25,139.12,185.15378,46.033783,46.033783
2024-10-26,192.47,187.3372,-5.1327972,5.1327972
2024-10-27,220.54,174.3763,-46.163696,46.163696
2024-10-28,217.94,166.68459,-51.255417,51.255417
2024-10-29,210.77,160.6407,-50.129303,50.129303
2024-10-30,141.32,167.98392,26.66391,26.66391
2024-10-31,169.82,188.94138,19.121368,19.121368
2024-11-01,324.51,193.58089,-130.92912,130.92912
2024-11-02,300.87,197.68489,-103.185104,103.185104
2024-11-03,340.63,199.86502,-140.76498,140.76498
2024-11-04,184.65,229.60518,44.955185,44.955185
2024-11-05,301.33,265.62106,-35.708923,35.708923
2024-11-06,388.9,283.37228,-105.52771,105.52771
2024-11-07,234.06,295.0251,60.965088,60.965088
2024-11-08,274.98,285.73846,10.758453,10.758453
2024-11-09,345.33,291.8514,-53.478577,53.478577
2024-11-10,284.94,283.03714,-1.9028625,1.9028625
2024-11-11,308.68,288.96463,-19.715363,19.715363
2024-11-12,323.34,297.10114,-26.238861,26.238861
2024-11-13,310.59,303.30246,-7.2875366,7.2875366
2024-11-14,368.72,309.549,-59.17099,59.17099
2024-11-15,282.46,310.16287,27.70288,27.70288
2024-11-16,391.94,308.32904,-83.61096,83.61096
2024-11-17,364.7,312.3853,-52.314697,52.314697
2024-11-18,196.03,313.00653,116.97653,116.97653
2024-11-19,321.58,323.0278,1.447815,1.447815
2024-11-20,195.67,331.35522,135.68523,135.68523
2024-11-21,208.92,334.56607,125.64607,125.64607
2024-11-22,374.9,333.28726,-41.612732,41.612732
2024-11-23,290.09,328.638,38.548004,38.548004
2024-11-24,238.79,330.0474,91.2574,91.2574
2024-11-25,261.12,330.03848,68.91849,68.91849
2024-11-26,208.32,322.36523,114.04523,114.04523
2024-11-27,293.98,312.22632,18.246307,18.246307
2024-11-28,240.21,297.4264,57.216385,57.216385
2024-11-29,212.79,294.33063,81.540634,81.540634
2024-11-30,268.1,279.8988,11.798798,11.798798
2024-12-01,254.26,280.7715,26.51152,26.51152
2024-12-02,196.45,262.2259,65.775894,65.775894
2024-12-03,214.23,259.22394,44.993942,44.993942
2024-12-04,226.1,254.05634,27.95633,27.95633
2024-12-05,210.63,255.96577,45.33577,45.33577
2024-12-06,197.71,246.23009,48.52008,48.52008
2024-12-07,260.93,233.70668,-27.223312,27.223312
2024-12-08,290.42,223.71335,-66.706665,66.706665
2024-12-09,223.04,226.98613,3.9461365,3.9461365
2024-12-10,335.86,232.64824,-103.21175,103.21175
2024-12-11,317.35,256.56235,-60.78766,60.78766
2024-12-12,229.59,278.01807,48.42807,48.42807
2024-12-13,333.77,296.8219,-36.94809,36.94809
2024-12-14,313.61,305.53543,-8.074554,8.074554
2024-12-15,313.99,270.42828,-43.561707,43.561707
2024-12-16,342.05,261.0671,-80.98288,80.98288
2024-12-17,240.4,257.80185,17.401855,17.401855
