date,year,eval_fold,pollution_regime,season,scenario_name,observed_pm25,baseline_ensemble_mean,cf_ensemble_mean,mean_delta_pm25,median_delta_pm25,std_delta_pm25,q05_delta_pm25,q10_delta_pm25,q25_delta_pm25,q75_delta_pm25,q90_delta_pm25,q95_delta_pm25,cf_interval_80_lower,cf_interval_80_upper,cf_interval_90_lower,cf_interval_90_upper,cf_width_90,directional_stability,physical_validity_status
2022-01-01,2022,1,Extreme,Winter,biomass_low,262.12,296.2629054923809,297.4718676428146,1.208962150433655,0.8019952060602975,2.6138830149031054,-0.6618860222996119,-0.2691332766770301,0.0063394566778924855,1.3678593234303946,2.4355774375297985,2.87168006609805,-0.2691332766770301,2.4355774375297985,-0.6618860222996119,2.87168006609805,3.533566088397662,0.7333333333333333,VALID
2022-01-02,2022,1,Extreme,Winter,biomass_low,275.29,254.1012815244498,257.4644120319937,3.3631305075438567,2.913468497523695,3.1475210182067963,0.15661452198728518,0.5896514959078701,1.5249526048773134,3.8690211417695224,6.69941892378943,8.163954476778462,0.5896514959078701,6.69941892378943,0.15661452198728518,8.163954476778462,8.007339954791178,0.9666666666666667,VALID
2022-01-03,2022,1,Extreme,Winter,biomass_low,390.95,353.926307228855,353.5902116642271,-0.3360955646279308,-0.13920784605414838,1.0015051878313608,-2.0955583005350915,-1.7285237634931718,-0.5982774934268633,0.2615080812864363,0.5258831049377366,0.8320780045026075,-1.7285237634931718,0.5258831049377366,-2.0955583005350915,0.8320780045026075,2.927636305037699,0.6666666666666666,VALID
2022-01-04,2022,1,Extreme,Winter,biomass_low,301.63,331.8325688073539,331.6476912270439,-0.184877580309931,-0.06667474301579546,1.2185702981030497,-1.5858581874655755,-1.2368723137113873,-0.677282733863251,0.44296488391213984,1.103536450181764,1.372485836280926,-1.2368723137113873,1.103536450181764,-1.5858581874655755,1.372485836280926,2.9583440237465015,0.5666666666666667,VALID
2022-01-05,2022,1,High,Winter,biomass_low,239.84,228.16520644174804,228.17253562324333,0.00732918149528056,-0.013630847451167938,0.21116165180674548,-0.3441903971426939,-0.20249838404305645,-0.07613711572149384,0.06564862926128257,0.2641783076974521,0.41439282391569177,-0.20249838404305645,0.2641783076974521,-0.3441903971426939,0.41439282391569177,0.7585832210583856,1.0,VALID
2022-01-06,2022,1,Extreme,Winter,biomass_low,299.74,256.3452245158434,256.32533376934805,-0.019890746495374857,0.034292329319910664,0.34175368862193195,-0.6750914941690311,-0.5367471057275708,-0.15359461129150276,0.15466835756252806,0.33110037760148725,0.412959144261984,-0.5367471057275708,0.33110037760148725,-0.6750914941690311,0.412959144261984,1.0880506384310151,1.0,VALID
2022-01-07,2022,1,Extreme,Winter,biomass_low,350.38,317.27246042834724,316.49039311401214,-0.7820673143352072,-0.41854006535126587,1.2777336064444669,-3.177812125728579,-2.671803313579801,-1.4627371129346614,-0.10860124383940217,0.33796302806565043,0.6909443551761624,-2.671803313579801,0.33796302806565043,-3.177812125728579,0.6909443551761624,3.8687564809047412,0.8333333333333334,VALID
2022-01-08,2022,1,Extreme,Winter,biomass_low,271.26,255.93870505151588,255.9768723084985,0.03816725698263876,0.1247298782263897,0.5269999965810974,-0.8935474354446853,-0.8007678808084563,-0.22133315265064368,0.3916508586129197,0.4960057195774485,0.7912210348780102,-0.8007678808084563,0.4960057195774485,-0.8935474354446853,0.7912210348780102,1.6847684703226955,1.0,VALID
2022-01-09,2022,1,Extreme,Winter,biomass_low,272.98,256.24150858368364,258.201030661257,1.9595220775732638,2.3890441610133166,2.7573257594176637,-2.5435470147014625,-1.0335311109287542,0.1031712640131417,3.4923750057876077,5.059178734750574,5.506767975992587,-1.0335311109287542,5.059178734750574,-2.5435470147014625,5.506767975992587,8.05031499069405,0.7666666666666667,VALID
2022-01-10,2022,1,Extreme,Winter,biomass_low,276.96,310.2278718037647,311.52434656821885,1.29647476445413,0.7878926447235131,1.5961469291247268,-0.6024905059105805,-0.2333042249624383,0.4394696786974919,2.0055873686540195,3.094573367591245,4.142138776748378,-0.2333042249624383,3.094573367591245,-0.6024905059105805,4.142138776748378,4.744629282658958,0.8666666666666667,VALID
