date,year,eval_fold,scenario_name,pollution_regime,season,ood_score,ood_percentile,ood_status,cf_mean_delta,cf_delta_std,cf_interval_width_90,directional_stability
2022-01-01,2022,1,biomass_low,Extreme,Winter,1.0604481075216827,52.65971673095404,IN_DISTRIBUTION,1.208962150433655,2.6138830149031054,3.533566088397662,0.7333333333333333
2022-01-02,2022,1,biomass_low,Extreme,Winter,1.1681565253771928,57.398887116596484,IN_DISTRIBUTION,3.3631305075438567,3.1475210182067963,8.007339954791178,0.9666666666666667
2022-01-03,2022,1,biomass_low,Extreme,Winter,1.0168047782313965,50.73941024218145,IN_DISTRIBUTION,-0.3360955646279308,1.0015051878313608,2.927636305037699,0.6666666666666666
2022-01-04,2022,1,biomass_low,Extreme,Winter,1.0092438790154965,50.406730676681846,IN_DISTRIBUTION,-0.184877580309931,1.2185702981030497,2.9583440237465015,0.5666666666666667
2022-01-05,2022,1,biomass_low,High,Winter,1.000366459074764,50.016124199289614,IN_DISTRIBUTION,0.00732918149528056,0.21116165180674548,0.7585832210583856,1.0
2022-01-06,2022,1,biomass_low,Extreme,Winter,1.0009945373247688,50.04375964228983,IN_DISTRIBUTION,-0.019890746495374857,0.34175368862193195,1.0880506384310151,1.0
2022-01-07,2022,1,biomass_low,Extreme,Winter,1.0391033657167603,51.72054809153745,IN_DISTRIBUTION,-0.7820673143352072,1.2777336064444669,3.8687564809047412,0.8333333333333334
2022-01-08,2022,1,biomass_low,Extreme,Winter,1.0019083628491319,50.08396796536181,IN_DISTRIBUTION,0.03816725698263876,0.5269999965810974,1.6847684703226955,1.0
2022-01-09,2022,1,biomass_low,Extreme,Winter,1.0979761038786633,54.31094857066118,IN_DISTRIBUTION,1.9595220775732638,2.7573257594176637,8.05031499069405,0.7666666666666667
2022-01-10,2022,1,biomass_low,Extreme,Winter,1.0648237382227066,52.85224448179908,IN_DISTRIBUTION,1.29647476445413,1.5961469291247268,4.744629282658958,0.8666666666666667
2022-01-11,2022,1,biomass_low,Extreme,Winter,1.0355780687164118,51.56543502352212,IN_DISTRIBUTION,0.7115613743282362,1.667706252593237,3.675245766938676,0.7666666666666667
2022-01-12,2022,1,biomass_low,High,Winter,1.0064278281315253,50.28282443778711,IN_DISTRIBUTION,0.1285565626305072,1.5030729920643902,4.35118545598851,0.5
2022-01-13,2022,1,biomass_low,Extreme,Winter,1.0163023714122996,50.71730434214118,IN_DISTRIBUTION,-0.3260474282459919,0.8293761508374027,2.6067320128738847,0.6
2022-01-14,2022,1,biomass_low,High,Winter,1.0050901699846535,50.22396747932475,IN_DISTRIBUTION,-0.10180339969306923,1.0499269000523332,3.2620464135264173,0.5666666666666667
2022-01-15,2022,1,biomass_low,Extreme,Winter,1.0007102670996701,50.03125175238548,IN_DISTRIBUTION,0.014205341993401059,0.47647004633067325,1.4856534918421398,1.0
2022-01-16,2022,1,biomass_low,Extreme,Winter,1.0050997696397663,50.22438986414972,IN_DISTRIBUTION,-0.10199539279532814,0.3867424999642712,1.0136430348048344,0.6333333333333333
2022-01-17,2022,1,biomass_low,High,Winter,1.0124426879942015,50.547478271744865,IN_DISTRIBUTION,-0.24885375988402814,0.5523319694573721,1.3044138955540785,0.6333333333333333
2022-01-18,2022,1,biomass_low,Extreme,Winter,1.1735109803431003,57.63448313509641,IN_DISTRIBUTION,3.4702196068620053,2.972213959860309,8.697733160870344,0.9333333333333333
2022-01-19,2022,1,biomass_low,Extreme,Winter,1.0523020638821228,52.301290810813406,IN_DISTRIBUTION,1.0460412776424561,2.1618587892200547,3.5932948122062,0.8
2022-01-20,2022,1,biomass_low,High,Winter,1.0077234397506043,50.33983134902659,IN_DISTRIBUTION,0.15446879501208552,0.5499064628501807,1.5861307549812493,0.5666666666666667
2022-01-21,2022,1,biomass_low,Extreme,Winter,1.055449899759291,52.4397955894088,IN_DISTRIBUTION,1.1089979951858178,1.5780664255690684,2.9311984977217485,0.8666666666666667
2022-01-22,2022,1,biomass_low,High,Winter,1.119569453664858,55.26105596125375,IN_DISTRIBUTION,2.3913890732971597,2.3097616393424345,6.971278882088082,0.9333333333333333
2022-01-23,2022,1,biomass_low,Extreme,Winter,1.024288188384086,51.068680288899785,IN_DISTRIBUTION,-0.4857637676817205,0.8466000225442256,1.9100993210278028,0.7666666666666667
2022-01-24,2022,1,biomass_low,Extreme,Winter,1.0482556410527624,52.12324820632154,IN_DISTRIBUTION,0.9651128210552467,1.5414364682981296,2.809546338353192,0.8
2022-01-25,2022,1,biomass_low,Extreme,Winter,1.0213936207835608,50.94131931447668,IN_DISTRIBUTION,0.4278724156712163,2.4883854497312607,8.232175334076327,0.6
2022-01-26,2022,1,biomass_low,Extreme,Winter,1.0576981540950285,52.53871878018126,IN_DISTRIBUTION,1.1539630819005728,2.0280536839165175,6.375546979508357,0.6333333333333333
2022-01-27,2022,1,biomass_low,Extreme,Winter,1.0857269065088224,53.771983886388185,IN_DISTRIBUTION,1.7145381301764473,4.514557144835078,12.835945318537604,0.7333333333333333
2022-01-28,2022,1,biomass_low,Extreme,Winter,1.1364202450715155,56.00249078314668,IN_DISTRIBUTION,-2.7284049014303093,3.022788784220453,8.949598580851713,0.8333333333333334
2022-01-29,2022,1,biomass_low,Extreme,Winter,1.0053568290562314,50.235700478474186,IN_DISTRIBUTION,0.10713658112462857,2.4820397194896655,6.604659291986016,0.5
2022-01-30,2022,1,biomass_low,Extreme,Winter,1.0401137849597673,51.76500653822976,IN_DISTRIBUTION,0.8022756991953467,1.6526741216482281,5.012581041439371,0.7333333333333333
2022-01-31,2022,1,biomass_low,Extreme,Winter,1.058084348983194,52.555711355260534,IN_DISTRIBUTION,-1.1616869796638791,1.6025591754767323,5.004717874058337,0.7333333333333333
2022-02-01,2022,1,biomass_low,High,Winter,1.0115234772748571,50.50703300009371,IN_DISTRIBUTION,0.2304695454971437,0.7917967505712642,2.373392735222273,0.6333333333333333
2022-02-02,2022,1,biomass_low,High,Winter,1.0067677268413298,50.29777998101851,IN_DISTRIBUTION,0.1353545368265941,0.8155432926401412,2.4561801425131122,0.5666666666666667
2022-02-03,2022,1,biomass_low,High,Winter,1.0081913678667502,50.36042018613701,IN_DISTRIBUTION,0.16382735733500528,0.3721696583879993,0.7239165056662357,0.8
2022-02-04,2022,1,biomass_low,High,Winter,1.0803465419694953,53.53524784665779,IN_DISTRIBUTION,1.6069308393899056,1.7860291831868107,5.38542264060977,0.8666666666666667
2022-02-05,2022,1,biomass_low,Moderate,Winter,1.0399573974162748,51.75812548631609,IN_DISTRIBUTION,-0.7991479483254967,1.2861761480092897,3.8094409249223626,0.8
2022-02-06,2022,1,biomass_low,Moderate,Winter,1.019961766128978,50.87831770967503,IN_DISTRIBUTION,-0.3992353225795606,0.6273661790986323,1.2159914939231342,0.8333333333333334
2022-02-07,2022,1,biomass_low,High,Winter,1.0151330552562619,50.66585443127552,IN_DISTRIBUTION,0.3026611051252369,1.134015908557163,3.817799194835459,0.6333333333333333
2022-02-08,2022,1,biomass_low,High,Winter,1.0004148826668713,50.01825483734234,IN_DISTRIBUTION,0.008297653337427846,0.2778102208948584,0.7779555591907665,1.0
2022-02-09,2022,1,biomass_low,High,Winter,1.0001900704400783,50.00836309936344,IN_DISTRIBUTION,0.0038014088015652686,0.6364230440666306,2.009472775713733,1.0
2022-02-10,2022,1,biomass_low,High,Winter,1.0041389907646123,50.18211559364294,IN_DISTRIBUTION,-0.082779815292245,1.9158876052377385,3.9704765719308606,1.0
2022-02-11,2022,1,biomass_low,High,Winter,1.0182841001051341,50.804500404625905,IN_DISTRIBUTION,-0.3656820021026846,1.8052743202657209,3.9209111504609977,0.5333333333333333
2022-02-12,2022,1,biomass_low,High,Winter,1.1491548192291503,56.56281204608261,IN_DISTRIBUTION,2.983096384583007,1.9064224743478169,5.263906507670396,1.0
2022-02-13,2022,1,biomass_low,High,Winter,1.0321839128179306,51.41609216398895,IN_DISTRIBUTION,0.643678256358615,0.8714796275107334,2.885853274435251,0.8
2022-02-14,2022,1,biomass_low,High,Winter,1.00375617626218,50.16527175553592,IN_DISTRIBUTION,-0.0751235252436004,0.6724721716725742,2.2668962289282275,1.0
2022-02-15,2022,1,biomass_low,High,Winter,1.004752051991403,50.20909028762173,IN_DISTRIBUTION,-0.0950410398280591,0.2410863170045025,0.6447964214229953,1.0
2022-02-16,2022,1,biomass_low,High,Winter,1.0059503941569932,50.2618173429077,IN_DISTRIBUTION,-0.11900788313986368,1.1891594396989968,4.233790026322218,0.5666666666666667
2022-02-17,2022,1,biomass_low,High,Winter,1.0358897123421797,51.579147343055915,IN_DISTRIBUTION,-0.7177942468435968,1.3645201575599275,3.7468344035405234,0.7
2022-02-18,2022,1,biomass_low,High,Winter,1.011235533022013,50.49436345296858,IN_DISTRIBUTION,-0.22471066044026317,1.1914031899865558,2.6300530549153986,0.5666666666666667
2022-02-19,2022,1,biomass_low,High,Winter,1.059694237370369,52.62654644429623,IN_DISTRIBUTION,1.193884747407379,1.2770720222084038,3.6240464671362087,0.8
2022-02-20,2022,1,biomass_low,High,Winter,1.0846996620565947,53.726785130490164,IN_DISTRIBUTION,1.693993241131894,1.383978457778871,3.784189692287738,0.9333333333333333
2022-02-21,2022,1,biomass_low,High,Winter,1.0413700379179467,51.820281668389654,IN_DISTRIBUTION,0.8274007583589328,1.2412455714343291,3.6089685298308236,0.8
2022-02-22,2022,1,biomass_low,High,Winter,1.0014404102151218,50.063378049465356,IN_DISTRIBUTION,-0.028808204302435077,1.1128075145979932,3.9576145916732095,1.0
2022-02-23,2022,1,biomass_low,High,Winter,1.0148571410743477,50.6537142072713,IN_DISTRIBUTION,-0.2971428214869538,1.354611352681042,4.234522826023151,0.6333333333333333
2022-02-24,2022,1,biomass_low,High,Winter,1.0109381571099618,50.48127891283832,IN_DISTRIBUTION,0.21876314219923643,1.5336230364939158,4.823897724175852,0.5666666666666667
2022-02-25,2022,1,biomass_low,High,Winter,1.013205007566323,50.581020332918214,IN_DISTRIBUTION,0.2641001513264617,0.7003795642993711,2.196903340838334,0.5666666666666667
2022-02-26,2022,1,biomass_low,High,Winter,1.0089305806334927,50.39294554787367,IN_DISTRIBUTION,-0.1786116126698526,0.3137165637494904,1.0016808257326482,0.8333333333333334
2022-02-27,2022,1,biomass_low,High,Winter,1.0713045075839864,53.13739833369541,IN_DISTRIBUTION,1.4260901516797304,0.9250387842936832,2.873453372439833,1.0
2022-02-28,2022,1,biomass_low,High,Winter,1.0656333476766078,52.88786729777074,IN_DISTRIBUTION,1.3126669535321553,0.9376012474448111,3.1013318147781836,0.9333333333333333
2022-03-01,2022,1,biomass_low,Moderate,Summer,1.021947201434424,50.96567686311465,IN_DISTRIBUTION,0.43894402868847826,1.111864257545594,2.931901369730787,0.7333333333333333
2022-03-02,2022,1,biomass_low,Moderate,Summer,1.013707459933278,50.60312823706423,IN_DISTRIBUTION,-0.27414919866555987,1.2746509215833197,4.244293326693488,0.6666666666666666
2022-03-03,2022,1,biomass_low,High,Summer,1.0489481761680528,52.15371975139432,IN_DISTRIBUTION,-0.9789635233610549,1.7187591392209323,5.270879683309865,0.7333333333333333
2022-03-04,2022,1,biomass_low,Moderate,Summer,1.0681970820125164,53.00067160855072,IN_DISTRIBUTION,-1.3639416402503257,1.6143739001561275,3.4537698038896267,0.9333333333333333
2022-03-05,2022,1,biomass_low,Moderate,Summer,1.063996825712451,52.81586033134784,IN_DISTRIBUTION,-1.2799365142490193,1.681752515238213,4.945844227943967,0.8666666666666667
2022-03-06,2022,1,biomass_low,Moderate,Summer,1.0167904458208061,50.73877961611547,IN_DISTRIBUTION,0.33580891641612237,1.226675950963477,3.956176926810823,0.6
2022-03-07,2022,1,biomass_low,Moderate,Summer,1.0292760801525358,51.288147526711576,IN_DISTRIBUTION,-0.5855216030507161,1.181332392212843,3.591322401083851,0.7333333333333333
2022-03-08,2022,1,biomass_low,Moderate,Summer,1.0511119224852155,52.248924589349485,IN_DISTRIBUTION,-1.0222384497043104,1.443747501937317,1.838439070773339,0.9333333333333333
2022-03-09,2022,1,biomass_low,Moderate,Summer,1.0568976300089192,52.50349572039244,IN_DISTRIBUTION,-1.1379526001783844,1.1714531820323877,3.531301321489173,1.0
2022-03-10,2022,1,biomass_low,Moderate,Summer,1.0421955319301845,51.856603404928116,IN_DISTRIBUTION,-0.8439106386036902,2.164725673275437,5.86941381801093,0.6333333333333333
2022-03-11,2022,1,biomass_low,Moderate,Summer,1.0848050522385346,53.73142229849552,IN_DISTRIBUTION,-1.6961010447706906,1.3701444610455624,4.1838567600012295,0.9
2022-03-12,2022,1,biomass_low,Moderate,Summer,1.0559862004045197,52.46339281779886,IN_DISTRIBUTION,-1.119724008090393,1.3456826632260481,1.9713412200369578,1.0
2022-03-13,2022,1,biomass_low,Moderate,Summer,1.0708733918539803,53.11842924157514,IN_DISTRIBUTION,-1.4174678370796088,1.8165773995450751,4.01818739478325,1.0
2022-03-14,2022,1,biomass_low,Moderate,Summer,1.0353868144067782,51.55701983389824,IN_DISTRIBUTION,-0.7077362881355636,1.2889174478144831,2.2655645107992797,0.7666666666666667
2022-03-15,2022,1,biomass_low,High,Summer,1.0719905647295165,53.16758484809873,IN_DISTRIBUTION,-1.4398112945903316,1.491530859991716,4.003346275391867,0.9
2022-03-16,2022,1,biomass_low,High,Summer,1.0600755289088193,52.643323271988045,IN_DISTRIBUTION,-1.2015105781763842,1.8769809617523074,6.47317314983125,0.8666666666666667
2022-03-17,2022,1,biomass_low,High,Summer,1.0228164628272343,51.003924364398316,IN_DISTRIBUTION,-0.4563292565446872,1.02284297706172,1.907432826017616,0.7
2022-03-18,2022,1,biomass_low,High,Summer,1.0213173122199621,50.937961737678336,IN_DISTRIBUTION,0.42634624439924285,0.5668376559747023,1.7531271248058995,0.8
2022-03-19,2022,1,biomass_low,Moderate,Summer,1.0024436996331572,50.10752278385892,IN_DISTRIBUTION,0.04887399266314484,0.2864105327452956,0.9023276171621673,1.0
2022-03-20,2022,1,biomass_low,Moderate,Summer,1.0077930970593625,50.34289627061195,IN_DISTRIBUTION,-0.15586194118725036,0.2537168331894122,0.7285473104848859,0.7666666666666667
2022-03-21,2022,1,biomass_low,Moderate,Summer,1.0234455338408306,51.031603488996545,IN_DISTRIBUTION,-0.46891067681661125,0.828807358707132,2.384048126833337,0.7
2022-03-22,2022,1,biomass_low,Moderate,Summer,1.0278886721707061,51.22710157551107,IN_DISTRIBUTION,-0.5577734434141216,1.2148604398164642,3.2839498479314706,0.7333333333333333
2022-03-23,2022,1,biomass_low,Moderate,Summer,1.0184114918015996,50.81010563927039,IN_DISTRIBUTION,-0.36822983603199383,0.808477650059901,2.2128329123563204,0.7666666666666667
2022-03-24,2022,1,biomass_low,Moderate,Summer,1.095766063504993,54.213706794219696,IN_DISTRIBUTION,-1.9153212700998614,1.6193209347142752,4.526449724094514,0.9666666666666667
2022-03-25,2022,1,biomass_low,Moderate,Summer,1.0782805516874818,53.4443442742492,IN_DISTRIBUTION,-1.5656110337496358,1.4767427446521806,3.814439256800048,0.9666666666666667
2022-03-26,2022,1,biomass_low,High,Summer,1.0847675163148613,53.729770717853896,IN_DISTRIBUTION,-1.6953503262972263,1.9280700995190496,4.315546114544925,0.9333333333333333
2022-03-27,2022,1,biomass_low,Moderate,Summer,1.0688325141610517,53.02863062308628,IN_DISTRIBUTION,-1.3766502832210346,1.2074609508429333,3.669548642766869,1.0
2022-03-28,2022,1,biomass_low,Moderate,Summer,1.046762447226628,52.05754767797163,IN_DISTRIBUTION,-0.9352489445325592,1.0313586718825107,3.133685717730549,0.9
2022-03-29,2022,1,biomass_low,Moderate,Summer,1.0609762396132636,52.6829545429836,IN_DISTRIBUTION,-1.219524792265273,0.8993201284891267,2.418154384344323,1.0
2022-03-30,2022,1,biomass_low,Moderate,Summer,1.0565315019851735,52.48738608734764,IN_DISTRIBUTION,-1.1306300397034703,0.8485582711072829,1.8301016028757962,0.9666666666666667
2022-03-31,2022,1,biomass_low,Moderate,Summer,1.0235679085281915,51.03698797524043,IN_DISTRIBUTION,-0.4713581705638314,0.5060111216746482,1.4436191491471841,0.9
2022-04-01,2022,1,biomass_low,Moderate,Summer,1.0706881175841727,53.1102771737036,IN_DISTRIBUTION,-1.4137623516834543,1.372858646638464,4.3395435615218725,0.8666666666666667
2022-04-02,2022,1,biomass_low,Moderate,Summer,1.045233069130825,51.9902550417563,IN_DISTRIBUTION,-0.9046613826164995,1.395994333497832,3.8478835602285173,0.7333333333333333
2022-04-03,2022,1,biomass_low,Moderate,Summer,1.0562628858632845,52.47556697798452,IN_DISTRIBUTION,-1.12525771726569,1.49058993817219,4.6662256277976875,0.7666666666666667
2022-04-04,2022,1,biomass_low,Moderate,Summer,1.1018503241936668,54.481414264521334,IN_DISTRIBUTION,-2.0370064838733337,1.9373544266076426,5.384431843768597,0.9
2022-04-05,2022,1,biomass_low,Moderate,Summer,1.1269887708540918,55.58750591758003,IN_DISTRIBUTION,-2.5397754170818336,2.6093697661595883,7.532067758070888,0.8333333333333334
2022-04-06,2022,1,biomass_low,Moderate,Summer,1.0861736153367298,53.79163907481611,IN_DISTRIBUTION,-1.7234723067345954,1.7951982234228099,6.102627661911338,0.9
2022-04-07,2022,1,biomass_low,Moderate,Summer,1.145223461178363,56.389832291847966,IN_DISTRIBUTION,-2.9044692235672587,2.020723819360488,6.577204637442625,0.9666666666666667
2022-04-08,2022,1,biomass_low,Moderate,Summer,1.143457464242889,56.31212842668711,IN_DISTRIBUTION,-2.869149284857779,1.5837791779720773,5.051589687020435,1.0
2022-04-09,2022,1,biomass_low,High,Summer,1.115026342978684,55.061159091062095,IN_DISTRIBUTION,-2.300526859573679,2.1852721919932043,6.953093892689259,0.9
2022-04-10,2022,1,biomass_low,Moderate,Summer,1.1456747871588517,56.409690634989474,IN_DISTRIBUTION,-2.9134957431770334,1.487770400861035,4.483215216454506,1.0
2022-04-11,2022,1,biomass_low,Moderate,Summer,1.1255678930295128,55.52498729329856,IN_DISTRIBUTION,-2.511357860590254,1.8317145489123756,5.434455332292737,0.9666666666666667
2022-04-12,2022,1,biomass_low,Moderate,Summer,1.1395646561423103,56.14084487026166,IN_DISTRIBUTION,-2.791293122846207,2.195828654093233,6.40767020262965,0.9666666666666667
2022-04-13,2022,1,biomass_low,High,Summer,1.1029698029386,54.53067132929839,IN_DISTRIBUTION,-2.059396058771998,1.4497640920891812,4.103678928362253,0.9666666666666667
2022-04-14,2022,1,biomass_low,Moderate,Summer,1.0007587229411852,50.03338380941214,IN_DISTRIBUTION,0.015174458823702252,1.9161078117479828,5.226653580888756,1.0
2022-04-15,2022,1,biomass_low,Moderate,Summer,1.1399235883546286,56.15663788760366,IN_DISTRIBUTION,-2.798471767092572,1.8562060941237644,5.93999920316619,0.9666666666666667
2022-04-16,2022,1,biomass_low,Moderate,Summer,1.0657796553651664,52.89430483606733,IN_DISTRIBUTION,-1.3155931073033296,1.022457066956106,3.3941374977589507,0.9
2022-04-17,2022,1,biomass_low,Moderate,Summer,1.0269941275525736,51.18774161231324,IN_DISTRIBUTION,-0.5398825510514708,0.8322667040899857,1.9442490402172001,0.7666666666666667
2022-04-18,2022,1,biomass_low,Moderate,Summer,1.00824943241395,50.3629750262138,IN_DISTRIBUTION,-0.16498864827900045,1.640967349855497,4.996000309026336,0.5666666666666667
2022-04-19,2022,1,biomass_low,Moderate,Summer,1.076172677718238,53.351597819602475,IN_DISTRIBUTION,-1.5234535543647614,1.2303044967383383,3.7138887454018654,0.9666666666666667
2022-04-20,2022,1,biomass_low,Moderate,Summer,1.1070721200181748,54.711173280799684,IN_DISTRIBUTION,-2.1414424003634944,1.6221219101410043,5.250682155117666,1.0
2022-04-21,2022,1,biomass_low,High,Summer,1.0853379659887614,53.7548705035055,IN_DISTRIBUTION,-1.7067593197752278,1.7334458437093707,4.556704874759509,0.9
2022-04-22,2022,1,biomass_low,Moderate,Summer,1.0583888446315939,52.569109163790124,IN_DISTRIBUTION,-1.1677768926318757,0.8249626481482126,2.4163622475771973,0.9666666666666667
2022-04-23,2022,1,biomass_low,Moderate,Summer,1.0680143902074661,52.99263316912851,IN_DISTRIBUTION,-1.3602878041493236,1.5844908896487402,4.739902424164348,0.8
2022-04-24,2022,1,biomass_low,Moderate,Summer,1.085532303946594,53.76342137365014,IN_DISTRIBUTION,-1.7106460789318803,1.739447025237788,5.205870427905175,0.9333333333333333
2022-04-25,2022,1,biomass_low,Moderate,Summer,1.0721703945387993,53.175497359707165,IN_DISTRIBUTION,-1.4434078907759849,1.6371150895677486,5.126444223770909,0.7666666666666667
2022-04-26,2022,1,biomass_low,Moderate,Summer,1.1335914984425892,55.87802593147393,IN_DISTRIBUTION,-2.671829968851784,1.7812740451153992,5.386397674737129,0.9333333333333333
2022-04-27,2022,1,biomass_low,High,Summer,1.1651385111002164,57.26609448840952,IN_DISTRIBUTION,-3.3027702220043276,2.1752286653092936,6.8096524847299476,1.0
2022-04-28,2022,1,biomass_low,Moderate,Summer,1.0211554608874238,50.93084027904665,IN_DISTRIBUTION,-0.4231092177484764,1.6846950996526107,5.553785342540169,0.6
2022-04-29,2022,1,biomass_low,Moderate,Summer,1.0893583652715053,53.93176807194624,IN_DISTRIBUTION,-1.7871673054301065,1.6548906557783591,4.863177504571026,0.9333333333333333
2022-04-30,2022,1,biomass_low,High,Summer,1.064980468549203,52.85914061616493,IN_DISTRIBUTION,-1.29960937098406,1.65500734384284,5.03378374109221,0.7
2022-05-01,2022,1,biomass_low,Moderate,Summer,1.0997851230188573,54.390545412829724,IN_DISTRIBUTION,-1.9957024603771454,2.21233900349426,6.949021197802691,0.9
2022-05-02,2022,1,biomass_low,High,Summer,1.020491431352573,50.90162297951321,IN_DISTRIBUTION,-0.40982862705145917,1.232833907526728,4.0888514539488146,0.6666666666666666
2022-05-03,2022,1,biomass_low,Moderate,Summer,1.1129108595885338,54.96807782189549,IN_DISTRIBUTION,-2.258217191770677,2.1686974385772264,7.166116050931194,0.9333333333333333
2022-05-04,2022,1,biomass_low,Moderate,Summer,1.1378513989325256,56.06546155303112,IN_DISTRIBUTION,-2.7570279786505103,1.6964421960207952,4.930571778008517,0.9666666666666667
2022-05-05,2022,1,biomass_low,High,Summer,1.134806084538512,55.93146771969453,IN_DISTRIBUTION,-2.6961216907702408,2.187213132254048,6.877177587607034,0.9666666666666667
2022-05-06,2022,1,biomass_low,Moderate,Summer,1.1202627303766504,55.29156013657261,IN_DISTRIBUTION,-2.405254607533007,1.5702936968218941,5.03222413101769,0.9666666666666667
2022-05-07,2022,1,biomass_low,High,Summer,1.0021162863504047,50.09311659941781,IN_DISTRIBUTION,0.04232572700809575,1.3181544343741458,4.05622946261754,1.0
2022-05-08,2022,1,biomass_low,Moderate,Summer,1.1252677639419606,55.51178161344627,IN_DISTRIBUTION,-2.505355278839213,1.7334548194958097,5.3170853989796125,0.9666666666666667
2022-05-09,2022,1,biomass_low,Moderate,Summer,1.0953403512156417,54.194975453488226,IN_DISTRIBUTION,-1.9068070243128312,1.2719621300092185,3.0192756565901107,0.9666666666666667
2022-05-10,2022,1,biomass_low,Moderate,Summer,1.1141018502317275,55.02048141019601,IN_DISTRIBUTION,-2.2820370046345504,1.8539608900225188,5.416017887957736,0.9666666666666667
2022-05-11,2022,1,biomass_low,Moderate,Summer,1.0264242994296155,51.16266917490309,IN_DISTRIBUTION,-0.5284859885923131,0.9675055459345737,2.967098849426946,0.7666666666666667
2022-05-12,2022,1,biomass_low,Moderate,Summer,1.1297009395874817,55.70684134184919,IN_DISTRIBUTION,-2.594018791749633,1.9096107832659845,5.808896008313192,0.9666666666666667
2022-05-13,2022,1,biomass_low,Moderate,Summer,1.1127496840239584,54.96098609705417,IN_DISTRIBUTION,-2.254993680479168,1.681585888670257,4.611429105441941,1.0
2022-05-14,2022,1,biomass_low,Moderate,Summer,1.1070197623251519,54.70886954230668,IN_DISTRIBUTION,-2.1403952465030356,1.5648692418829657,5.04366831604554,1.0
2022-05-15,2022,1,biomass_low,Moderate,Summer,1.097109204464157,54.272804996422906,IN_DISTRIBUTION,-1.9421840892831403,1.1001382195309808,3.078846586725104,0.9666666666666667
2022-05-16,2022,1,biomass_low,Moderate,Summer,1.0901487684911753,53.96654581361171,IN_DISTRIBUTION,-1.8029753698235056,1.1971143916527067,4.035718631651144,0.9666666666666667
2022-05-17,2022,1,biomass_low,Moderate,Summer,1.056108012340776,52.468752542994146,IN_DISTRIBUTION,-1.122160246815522,0.9669066545954156,2.936561065682877,0.9
2022-05-18,2022,1,biomass_low,Moderate,Summer,1.0898099583957943,53.95163816941495,IN_DISTRIBUTION,-1.796199167915885,1.4475612662291575,3.8851576029672272,0.9333333333333333
2022-05-19,2022,1,biomass_low,Moderate,Summer,1.069708955325195,53.067194034308585,IN_DISTRIBUTION,-1.3941791065039013,1.5513205078257566,4.180200573593493,0.8666666666666667
2022-05-20,2022,1,biomass_low,High,Summer,1.010740299561289,50.47257318069672,IN_DISTRIBUTION,-0.21480599122578212,1.0627473191544372,3.6163694024142816,0.6333333333333333
2022-05-21,2022,1,biomass_low,Moderate,Summer,1.071554801044708,53.148411245967154,IN_DISTRIBUTION,-1.4310960208941599,1.3206724397621525,4.173350509644549,0.9
2022-05-22,2022,1,biomass_low,Moderate,Summer,1.1046864440234359,54.60620353703117,IN_DISTRIBUTION,-2.093728880468715,1.4315143717649832,3.3219885796140876,0.9666666666666667
2022-05-23,2022,1,biomass_low,Moderate,Summer,1.104428254361655,54.59484319191282,IN_DISTRIBUTION,-2.088565087233102,1.7289869954091015,5.4059293403596245,0.9333333333333333
2022-05-24,2022,1,biomass_low,Moderate,Summer,1.115569040542565,55.085037783872856,IN_DISTRIBUTION,-2.311380810851299,1.9219626378995116,6.340122247649298,0.9333333333333333
2022-05-25,2022,1,biomass_low,Moderate,Summer,1.1081546319855948,54.75880380736617,IN_DISTRIBUTION,-2.1630926397118944,1.5576342251475706,4.93690690672612,0.9666666666666667
2022-05-26,2022,1,biomass_low,Moderate,Summer,1.072183205156137,53.17606102687003,IN_DISTRIBUTION,-1.443664103122742,1.8435797455729148,5.32756204618663,0.9
2022-05-27,2022,1,biomass_low,Moderate,Summer,1.054066405355939,52.378921835661316,IN_DISTRIBUTION,-1.0813281071187808,1.1402158039531018,3.588492381000253,0.8333333333333334
2022-05-28,2022,1,biomass_low,Moderate,Summer,1.0578119638693633,52.54372641025198,IN_DISTRIBUTION,-1.156239277387264,1.2785174416099216,3.9831999237340123,0.8
2022-05-29,2022,1,biomass_low,Moderate,Summer,1.0956718055813357,54.209559445578776,IN_DISTRIBUTION,-1.9134361116267158,1.8123026634239876,5.949760636033708,0.8666666666666667
2022-05-30,2022,1,biomass_low,High,Summer,1.010571824348698,50.46516027134272,IN_DISTRIBUTION,-0.21143648697396172,1.1070500012891409,3.623928083422723,0.6333333333333333
2022-05-31,2022,1,biomass_low,Moderate,Summer,1.0563694749384076,52.480256897289934,IN_DISTRIBUTION,-1.1273894987681516,1.620309937226498,4.811684784226785,0.8
2022-06-01,2022,1,biomass_low,High,Monsoon,1.0159242195076463,50.70066565833644,IN_DISTRIBUTION,0.3184843901529277,2.2258711982892,6.179781869205504,0.4666666666666667
2022-06-02,2022,1,biomass_low,Moderate,Monsoon,1.0892562869696922,53.927276626666455,IN_DISTRIBUTION,-1.7851257393938436,1.7273846079233144,5.404747174653849,0.8666666666666667
2022-06-03,2022,1,biomass_low,High,Monsoon,1.0787965862350761,53.467049794343346,IN_DISTRIBUTION,1.5759317247015219,1.7017581153184593,4.536881907568964,0.8
2022-06-04,2022,1,biomass_low,High,Monsoon,1.005325133114679,50.23430585704588,IN_DISTRIBUTION,-0.10650266229358323,0.9415059604530189,3.0191681173477605,0.5333333333333333
