attribution_group,high_pollution_mean_shap,normal_days_mean_shap,high_pollution_mean_abs_shap,normal_days_mean_abs_shap,high_pollution_delta_shap,high_pollution_percentile_group
pm25_persistence,139.43845767965126,-15.893815701886293,139.43845767965126,74.65389792118077,155.33227338153756,top_10_percent_p90
biomass_burning,2.35861576244544,0.3578303717374391,2.895144091324839,1.5513029187986371,2.000785390708001,top_10_percent_p90
meteorology,1.637611340312275,0.8515620077313355,2.363203246228578,1.2321605491862442,0.7860493325809395,top_10_percent_p90
wind_ventilation,1.620764564720165,-0.7872282868439477,1.8175200381148224,1.4083983588926798,2.4079928515641127,top_10_percent_p90
calendar_seasonal,0.0,0.0,0.0,0.0,0.0,top_10_percent_p90
