attribution_group,mean_abs_shap,mean_signed_shap,median_abs_shap,rank
pm25_persistence,81.14299175577305,-0.3350822433086421,93.86680000046027,1
biomass_burning,1.6859076996263849,0.5582374469971897,0.9854227114110767,2
wind_ventilation,1.449377706072566,-0.546033600562485,1.4633108670154868,3
meteorology,1.3454505401872008,0.9302960131294263,0.9322247324077493,4
calendar_seasonal,0.0,0.0,0.0,5
