date,group_a,group_b,effect_a,effect_b,effect_combined_ab,interaction_value,non_additive_flag
2024-02-25,wind_ventilation,meteorology,0.39019765756466995,0.9613348434132547,1.428420984699983,0.07688848372205825,False
2024-02-26,wind_ventilation,meteorology,-0.00645223275549256,1.6028728496064844,1.6733091005730216,0.07688848372202983,False
2024-02-27,wind_ventilation,meteorology,-0.4041319886503629,1.316419479326953,0.7825597353956937,-0.12972775528089642,False
2024-02-28,wind_ventilation,meteorology,-1.1983150451781057,0.12921088024168625,-1.1697079039393543,-0.10060373900293484,False
2024-02-29,wind_ventilation,meteorology,-0.8832659484539249,-1.2726764670517525,-2.2565461545086123,-0.10060373900293484,False
2024-03-01,wind_ventilation,meteorology,-1.19463281516758,0.7876709683637273,-0.4980844767841859,-0.09112262998033316,False
2024-03-02,wind_ventilation,meteorology,-1.4851615458228196,-0.033010089058592484,-1.618775373884347,-0.10060373900293484,False
2024-03-03,wind_ventilation,meteorology,-0.6364749711987088,1.9077058690783133,1.1706271588766697,-0.10060373900293484,False
2024-03-04,wind_ventilation,meteorology,-0.3210241782118288,0.7880732264982839,0.5768008942415861,0.10975184595513099,False
2024-03-05,wind_ventilation,meteorology,-0.3629006405739261,0.7049423263281227,0.5029210905160681,0.16087940476187157,False
2024-03-06,wind_ventilation,meteorology,0.21999375363122908,0.6861949273740464,0.9841190381481226,0.07793035714284713,False
2024-03-07,wind_ventilation,meteorology,0.0845315593086724,0.8692858338467033,1.1146967979172615,0.16087940476188578,False
2024-03-08,wind_ventilation,meteorology,0.20966763486485718,0.7448231600459962,1.115370199672725,0.16087940476187157,False
2024-03-09,wind_ventilation,meteorology,0.3255781472534949,0.7266685436144371,1.1301770480107507,0.07793035714281871,False
2024-03-10,wind_ventilation,meteorology,0.0679973604531483,0.5863951572093526,0.681921252781521,0.027528735119020098,False
2024-03-11,wind_ventilation,meteorology,-0.5739454702562199,0.8473950528807137,0.33249770356030695,0.05904812093581313,False
2024-03-12,wind_ventilation,meteorology,-0.5354273936569172,0.899369312734521,0.3914706541966808,0.02752873511907694,False
2024-03-13,wind_ventilation,meteorology,-0.5739454702562341,0.7358317792623978,0.18941504412519805,0.02752873511903431,False
2024-03-14,wind_ventilation,meteorology,-0.5908477061568931,0.9098770057611034,0.401978347223249,0.08294904761903865,False
2024-03-15,wind_ventilation,meteorology,0.01257704795314396,1.200419941704169,1.2959460372763516,0.08294904761903865,False
2024-03-16,wind_ventilation,meteorology,0.06799736045316251,0.9872036051723541,1.0827297007445367,0.027528735119020098,False
2024-03-17,wind_ventilation,meteorology,-0.19286934520313537,1.006965365672329,0.8731441414050352,0.05904812093584155,False
2024-03-18,wind_ventilation,meteorology,-0.19286934520314958,0.990005346024887,0.8561841217575932,0.059048120935855763,False
2024-03-19,wind_ventilation,meteorology,0.22989448342659102,1.0825764868783807,1.371519091240856,0.059048120935884185,False
2024-03-20,wind_ventilation,meteorology,-0.12990456761487224,1.1607987187698257,1.0584228862739735,0.027528735119020098,False
