date,scenario,target_group,observed_shap_value,delta_prediction,directional_consistency,counterfactual_shap_conflict
2020-03-14,biomass_low,biomass_burning,-0.8081583215239138,0.265152131795908,True,False
2020-03-15,biomass_low,biomass_burning,-0.542859594010535,-0.08557052009241062,False,True
2020-03-16,biomass_low,biomass_burning,-0.6416405168067273,0.00939684269637553,True,False
2020-03-17,biomass_low,biomass_burning,-0.7679248032755717,0.1769652475425474,True,False
2020-03-18,biomass_low,biomass_burning,-0.8524134972910491,0.3138997657562044,True,False
2020-03-19,biomass_low,biomass_burning,-0.8962625122166876,0.21868852872187716,True,False
2020-03-20,biomass_low,biomass_burning,-0.0613655792707953,-0.7008175415223405,False,True
2020-03-21,biomass_low,biomass_burning,-0.1411059966766563,-0.6926827867298755,False,True
2020-03-22,biomass_low,biomass_burning,-0.3935691536740209,-0.3943612566469241,False,True
2020-03-23,biomass_low,biomass_burning,-0.6049397771115266,-0.12459361854292439,False,True
2020-03-24,biomass_low,biomass_burning,-0.4212637246487372,-0.4716226961652694,False,True
2020-03-25,biomass_low,biomass_burning,-0.3339602665958814,-0.4080031165043678,False,True
2020-03-26,biomass_low,biomass_burning,-0.5261963917685769,-0.23096189906101472,False,True
2020-03-27,biomass_low,biomass_burning,-0.5835431767208759,-0.1361403427079395,False,True
2020-03-28,biomass_low,biomass_burning,-0.7196558999579221,-0.08069554765226172,False,True
2020-03-29,biomass_low,biomass_burning,-0.6631192213484135,-0.35256637178067507,False,True
2020-03-30,biomass_low,biomass_burning,-0.596931640382136,-0.4755117812064711,False,True
2020-03-31,biomass_low,biomass_burning,-0.6752060183822839,-0.060759844327321844,False,True
2020-04-01,biomass_low,biomass_burning,-0.865478870018197,-0.238784918206548,False,True
2020-04-02,biomass_low,biomass_burning,1.0719146936626858,-2.2484923049348993,True,False
2020-04-03,biomass_low,biomass_burning,0.8205707719504057,-1.8074554197841906,True,False
2020-04-04,biomass_low,biomass_burning,1.160407036977107,-2.502605228374051,True,False
2020-04-05,biomass_low,biomass_burning,0.8600552869655841,-1.8271052560222358,True,False
2020-04-06,biomass_low,biomass_burning,1.0208109484158077,-2.065724363994619,True,False
2020-04-07,biomass_low,biomass_burning,1.032773629793221,-2.057519768179951,True,False
2020-04-08,biomass_low,biomass_burning,1.0533774424128557,-2.0868712737168096,True,False
2020-04-09,biomass_low,biomass_burning,1.1315120498672335,-1.9416706849852048,True,False
2020-04-10,biomass_low,biomass_burning,1.230400164952747,-2.2527942938313643,True,False
2020-04-11,biomass_low,biomass_burning,1.282800280594296,-2.333169157085102,True,False
2020-04-12,biomass_low,biomass_burning,1.3038415455560874,-2.270215374126579,True,False
2020-04-13,biomass_low,biomass_burning,1.347616478303601,-2.604746536323688,True,False
2020-04-14,biomass_low,biomass_burning,1.343786300402622,-2.659786052266554,True,False
2020-04-15,biomass_low,biomass_burning,1.5421338722691489,-2.5781184865509132,True,False
2020-04-16,biomass_low,biomass_burning,1.422289293020578,-2.4648611998957364,True,False
2020-04-17,biomass_low,biomass_burning,1.9179745330674545,-2.578941841701976,True,False
2020-04-18,biomass_low,biomass_burning,2.509560428644976,-2.84660953381303,True,False
2020-04-19,biomass_low,biomass_burning,2.652982558247192,-2.881607065864287,True,False
2020-04-20,biomass_low,biomass_burning,3.4680471150705023,-2.8498982372847195,True,False
2020-04-21,biomass_low,biomass_burning,3.4707005055237623,-2.833048585147637,True,False
2020-04-22,biomass_low,biomass_burning,3.407079421709165,-2.827185187715777,True,False
2020-04-23,biomass_low,biomass_burning,3.3950348885821624,-2.7964575604009525,True,False
2020-04-24,biomass_low,biomass_burning,3.387658874522673,-3.04714880524417,True,False
2020-04-25,biomass_low,biomass_burning,3.513517268083041,-3.2036587948831823,True,False
2020-04-26,biomass_low,biomass_burning,3.4921201085818137,-3.1363169137110987,True,False
2020-04-27,biomass_low,biomass_burning,3.527442518394244,-3.269817078382765,True,False
2020-04-28,biomass_low,biomass_burning,3.507250247958328,-3.0809427269409753,True,False
2020-04-29,biomass_low,biomass_burning,3.66365402050776,-3.409386927644391,True,False
2020-04-30,biomass_low,biomass_burning,3.596282598747766,-3.251584416727006,True,False
2020-05-01,biomass_low,biomass_burning,3.537546293449627,-3.083670604222469,True,False
2020-05-02,biomass_low,biomass_burning,3.534029190612424,-3.2168141416432334,True,False
2020-05-03,biomass_low,biomass_burning,3.61449165892969,-3.2612550245424146,True,False
2020-05-04,biomass_low,biomass_burning,3.587727115342141,-3.0559121858196505,True,False
2020-05-05,biomass_low,biomass_burning,3.668033286413257,-3.3592706857565275,True,False
2020-05-06,biomass_low,biomass_burning,3.485887609077054,-2.9220256332250685,True,False
2020-05-07,biomass_low,biomass_burning,3.663475202538277,-3.427290246744988,True,False
2020-05-08,biomass_low,biomass_burning,3.5506684991096766,-3.2915176526614616,True,False
2020-05-09,biomass_low,biomass_burning,3.532051842803865,-3.303113431064766,True,False
2020-05-10,biomass_low,biomass_burning,3.6181679703592,-3.4948445683627654,True,False
2020-05-11,biomass_low,biomass_burning,3.573313087072624,-3.3283574933632636,True,False
2020-05-12,biomass_low,biomass_burning,3.604297248267399,-3.348416779495203,True,False
2020-05-13,biomass_low,biomass_burning,3.6381904511716767,-3.4552490991276343,True,False
2020-05-14,biomass_low,biomass_burning,3.6943663475924415,-3.7336112834363746,True,False
2020-05-15,biomass_low,biomass_burning,3.674460029566745,-3.567570339499568,True,False
2020-05-16,biomass_low,biomass_burning,3.6316489423980296,-3.4284411156874555,True,False
2020-05-17,biomass_low,biomass_burning,3.482577553102103,-3.0233022026172236,True,False
2020-05-18,biomass_low,biomass_burning,3.5659383373696705,-3.279154171310452,True,False
2020-05-19,biomass_low,biomass_burning,3.6597846754604855,-3.4495880254096747,True,False
2020-05-20,biomass_low,biomass_burning,3.6305222101986927,-3.2838617221635573,True,False
2020-05-21,biomass_low,biomass_burning,3.582258654350336,-3.339313352373601,True,False
2020-05-22,biomass_low,biomass_burning,3.5704536001281797,-3.336000760800893,True,False
2020-05-23,biomass_low,biomass_burning,3.495415122520466,-3.0942931716693636,True,False
2020-05-24,biomass_low,biomass_burning,3.5939258358807176,-3.4014591257322024,True,False
2020-05-25,biomass_low,biomass_burning,3.37404219889672,-2.8641766614030573,True,False
2020-05-26,biomass_low,biomass_burning,3.5700487028917194,-3.270880040688553,True,False
2020-05-27,biomass_low,biomass_burning,3.578410808573798,-3.2674275082677156,True,False
2020-05-28,biomass_low,biomass_burning,3.707624977596724,-3.590290498990406,True,False
2020-05-29,biomass_low,biomass_burning,3.627261263125432,-3.487518619839726,True,False
2020-05-30,biomass_low,biomass_burning,3.614701165699303,-3.446110891572019,True,False
2020-05-31,biomass_low,biomass_burning,3.677617253947667,-3.6257475403607273,True,False
2020-06-01,biomass_low,biomass_burning,3.723448339276025,-3.8835722856612875,True,False
2020-06-02,biomass_low,biomass_burning,4.069751319251576,-4.454658768835081,True,False
2020-06-03,biomass_low,biomass_burning,2.486089244536325,-0.22328385725234057,True,False
2020-06-04,biomass_low,biomass_burning,2.1509113255302985,0.015420428667425767,False,True
2020-06-05,biomass_low,biomass_burning,2.069208427982914,0.05967612929138966,False,True
2020-06-06,biomass_low,biomass_burning,2.2515490899726758,0.07215031874405042,False,True
2020-06-07,biomass_low,biomass_burning,2.2655316229307245,0.04434100042435318,False,True
2020-06-08,biomass_low,biomass_burning,2.36336499808496,-0.5999646237111023,True,False
2020-06-09,biomass_low,biomass_burning,2.11758740200012,-0.11723225555495276,True,False
2020-06-10,biomass_low,biomass_burning,2.005483586725164,0.0517661848308677,False,True
2020-06-11,biomass_low,biomass_burning,1.8001184349955737,0.0838633200143164,False,True
2020-06-12,biomass_low,biomass_burning,1.3683166503304014,0.044217546739801605,False,True
2020-06-13,biomass_low,biomass_burning,1.0607931184525412,0.044217546739801605,False,True
2020-06-14,biomass_low,biomass_burning,0.3095842093094932,-0.04257333617093195,True,False
2020-06-15,biomass_low,biomass_burning,0.3730830219409833,-0.3818536526424907,True,False
2020-06-16,biomass_low,biomass_burning,0.1516132543074335,-0.10635590621672009,True,False
2020-06-17,biomass_low,biomass_burning,0.0951819721709311,-0.1607834211115602,True,False
2020-06-18,biomass_low,biomass_burning,-0.0685949995705911,-0.07727508130079741,False,True
2020-06-19,biomass_low,biomass_burning,-0.0849049726638124,0.03555997517852916,True,False
2020-06-20,biomass_low,biomass_burning,-0.0403397918391943,0.048695714424610514,True,False
2020-06-21,biomass_low,biomass_burning,0.0595137810769804,-0.2693468388819582,True,False
2020-06-22,biomass_low,biomass_burning,-0.37454461616791,-0.11251790779894577,False,True
2020-06-23,biomass_low,biomass_burning,-0.0815042011964034,-0.060322724163341945,False,True
2020-06-24,biomass_low,biomass_burning,-0.2899301230810387,0.06091656976944648,True,False
2020-06-25,biomass_low,biomass_burning,0.1460321765249701,0.08872588808912951,False,True
2020-06-26,biomass_low,biomass_burning,0.0565835561503845,0.06091656976944648,False,True
2020-06-27,biomass_low,biomass_burning,0.0051192909382618,0.06091656976944648,False,True
2020-06-28,biomass_low,biomass_burning,-0.0783606530559646,0.03530664107069015,True,False
2020-06-29,biomass_low,biomass_burning,-0.0395832441678091,0.03530664107069015,True,False
2020-06-30,biomass_low,biomass_burning,-0.0881154036387796,0.03530664107071857,True,False
2020-07-01,biomass_low,biomass_burning,-0.5442728637307608,0.0965830239102985,True,False
2020-07-02,biomass_low,biomass_burning,-0.6199444851151492,-0.013065754398027707,False,True
2020-07-03,biomass_low,biomass_burning,-0.3551026945850276,-0.5910331463995604,False,True
2020-07-04,biomass_low,biomass_burning,0.1533053654819852,-1.444913930356094,True,False
2020-07-05,biomass_low,biomass_burning,-0.066094903647611,-1.2508959541700193,False,True
2020-07-06,biomass_low,biomass_burning,-0.6484387173596684,-0.3451918410724275,False,True
2020-07-07,biomass_low,biomass_burning,-0.7250174049187551,-0.306174049638372,False,True
2020-07-08,biomass_low,biomass_burning,0.314321785830257,-1.821509743503384,True,False
2020-07-09,biomass_low,biomass_burning,0.1671272357669904,-1.687409053640188,True,False
2020-07-10,biomass_low,biomass_burning,0.2938019583898244,-2.171318238688464,True,False
2020-07-11,biomass_low,biomass_burning,-0.932386734456896,-0.12838679927040175,False,True
2020-07-12,biomass_low,biomass_burning,-0.8679883469308532,-0.22392673966777465,False,True
2020-07-13,biomass_low,biomass_burning,-0.7463359706872256,-0.14552618492562885,False,True
2020-07-14,biomass_low,biomass_burning,-0.5585581148097563,-0.4625645491897217,False,True
2020-07-15,biomass_low,biomass_burning,-0.4531868895026526,-0.7866010612262286,False,True
2020-07-16,biomass_low,biomass_burning,-0.8021302914572206,-0.13884330780255283,False,True
2020-07-17,biomass_low,biomass_burning,-0.7422117588101627,-0.2112433423179212,False,True
2020-07-18,biomass_low,biomass_burning,-0.7433835836720056,-0.19084943137337973,False,True
2020-07-19,biomass_low,biomass_burning,-0.6328138437032331,-0.34240820648567194,False,True
2020-07-20,biomass_low,biomass_burning,-0.6297073987578363,-0.27299804892090407,False,True
2020-07-21,biomass_low,biomass_burning,-0.8598653009104494,-0.06956420554264042,False,True
2020-07-22,biomass_low,biomass_burning,-0.8122512508069903,-0.20679387887451384,False,True
2020-07-23,biomass_low,biomass_burning,-0.8599076921125939,-0.04556004890585541,False,True
2020-07-24,biomass_low,biomass_burning,-0.8204836308357958,-0.0949933509052272,False,True
2020-07-25,biomass_low,biomass_burning,-0.87710233599088,-0.03922532521270483,False,True
2020-07-26,biomass_low,biomass_burning,-1.0478654260427565,-0.021931881189928504,False,True
2020-07-27,biomass_low,biomass_burning,-0.928080312686664,-0.0949933509052201,False,True
2020-07-28,biomass_low,biomass_burning,-0.9092827308603884,-0.05685473875279001,False,True
2020-07-29,biomass_low,biomass_burning,-0.8253797809333752,-0.24291991476223984,False,True
2020-07-30,biomass_low,biomass_burning,-1.0159220604458123,-0.10171024110258742,False,True
2020-07-31,biomass_low,biomass_burning,-0.6557720198636585,-0.5569095021651123,False,True
2020-08-01,biomass_low,biomass_burning,-0.7742853464704763,-0.35513861722083107,False,True
2020-08-02,biomass_low,biomass_burning,-0.8195210433601676,0.01739948934542923,True,False
2020-08-03,biomass_low,biomass_burning,-0.91662739648123,-0.017523368217425173,False,True
2020-08-04,biomass_low,biomass_burning,-0.9819721042652076,0.016951679474182413,True,False
2020-08-05,biomass_low,biomass_burning,-1.3757200637402582,0.14787760908068748,True,False
2020-08-06,biomass_low,biomass_burning,-0.8242557690704331,-0.2792193071160014,False,True
2020-08-07,biomass_low,biomass_burning,-0.8095598729506106,-0.3673428562384231,False,True
2020-08-08,biomass_low,biomass_burning,-0.7586442694506548,-0.3217627071174931,False,True
2020-08-09,biomass_low,biomass_burning,-0.9138595080641606,-0.07802917385645713,False,True
2020-08-10,biomass_low,biomass_burning,-1.160380992653716,0.10030956339723929,True,False
2020-08-11,biomass_low,biomass_burning,-0.8389824646839384,0.0,False,True
2020-08-12,biomass_low,biomass_burning,-0.8134816671777012,-0.07687889135938519,False,True
2020-08-13,biomass_low,biomass_burning,-0.7513282148978213,-0.05718400572678917,False,True
2020-08-14,biomass_low,biomass_burning,-1.0211747994768212,-0.015113074511532432,False,True
2020-08-15,biomass_low,biomass_burning,-0.7426501594319616,0.017399489345422126,True,False
2020-08-16,biomass_low,biomass_burning,-0.9375337301003704,0.06591327343835474,True,False
2020-08-17,biomass_low,biomass_burning,-0.7298780895687517,-0.1266043417788012,False,True
2020-08-18,biomass_low,biomass_burning,-0.7197499403570224,-0.12246048649249275,False,True
2020-08-19,biomass_low,biomass_burning,-1.0204238153408935,-0.03675767082373227,False,True
2020-08-20,biomass_low,biomass_burning,-0.8242794319604739,-0.0768788913593923,False,True
2020-08-21,biomass_low,biomass_burning,-0.9025866181672286,-0.03516684549015281,False,True
2020-08-22,biomass_low,biomass_burning,-0.9363128315856758,0.026111860325023883,True,False
2020-08-23,biomass_low,biomass_burning,-1.0405069792721124,0.08277213144715745,True,False
2020-08-24,biomass_low,biomass_burning,-1.3314650251719553,0.17211704873586342,True,False
2020-08-25,biomass_low,biomass_burning,-0.5355726583745569,-0.5520657376613798,False,True
2020-08-26,biomass_low,biomass_burning,0.0390896812875924,-1.4040751971531265,True,False
2020-08-27,biomass_low,biomass_burning,-0.172041581842082,-1.1201518296405695,False,True
2020-08-28,biomass_low,biomass_burning,-0.975332350924757,0.1489807793463669,True,False
2020-08-29,biomass_low,biomass_burning,-1.2563748890273971,0.12967634851547416,True,False
2020-08-30,biomass_low,biomass_burning,-0.0149269306271552,-1.4396258617335462,False,True
2020-08-31,biomass_low,biomass_burning,-0.1449383719225901,-1.2247524974312753,False,True
2020-09-01,biomass_low,biomass_burning,-0.4102041317803386,-0.8031062987473305,False,True
2020-09-02,biomass_low,biomass_burning,-0.6465598615685976,-0.45521178551359753,False,True
2020-09-03,biomass_low,biomass_burning,-0.7976769236818322,-0.06338264749950895,False,True
2020-09-04,biomass_low,biomass_burning,-1.1078738075208294,-0.018507468471867128,False,True
2020-09-05,biomass_low,biomass_burning,-0.7956683740706249,-0.20235619584302356,False,True
2020-09-06,biomass_low,biomass_burning,-0.7286585202587578,-0.28398355367065875,False,True
2020-09-07,biomass_low,biomass_burning,-0.7666972341459619,-0.6547194805438181,False,True
2020-09-08,biomass_low,biomass_burning,-0.6704713107923863,-0.44581729236615075,False,True
2020-09-09,biomass_low,biomass_burning,-0.7210168737737013,-0.3516420764503394,False,True
2020-09-10,biomass_low,biomass_burning,-0.3377605780478335,-1.029793128992054,False,True
2020-09-11,biomass_low,biomass_burning,0.2153939145936679,-1.9641700744111645,True,False
2020-09-12,biomass_low,biomass_burning,0.4430443250762338,-2.179668261409951,True,False
2020-09-13,biomass_low,biomass_burning,0.2493169703689569,-1.7560287939955828,True,False
2020-09-14,biomass_low,biomass_burning,-0.0078463460456301,-1.5387899623501866,False,True
2020-09-15,biomass_low,biomass_burning,-0.3393600124270825,-0.9638844907236788,False,True
2020-09-16,biomass_low,biomass_burning,-0.957563495907988,-0.038863759878658755,False,True
2020-09-17,biomass_low,biomass_burning,-0.8718048591819796,-0.08408082756250224,False,True
2020-09-18,biomass_low,biomass_burning,-0.877865488989105,-0.13887218817604463,False,True
2020-09-19,biomass_low,biomass_burning,-1.199385145698697,-0.0290119922408536,False,True
2020-09-20,biomass_low,biomass_burning,-1.1359042538160575,-0.04330307413050605,False,True
2020-09-21,biomass_low,biomass_burning,-0.3789667091927242,-1.0503087528192907,False,True
2020-09-22,biomass_low,biomass_burning,-0.0926957877103707,-1.4885109614827599,False,True
2020-09-23,biomass_low,biomass_burning,-0.4010543808354641,-0.8777796003147884,False,True
2020-09-24,biomass_low,biomass_burning,-1.0093097227148735,0.036460280317314187,True,False
2020-09-25,biomass_low,biomass_burning,-0.9674846719859376,-0.04104891945311806,False,True
2020-09-26,biomass_low,biomass_burning,-0.8536156602226186,-0.08443086081245355,False,True
2020-09-27,biomass_low,biomass_burning,-0.8244474327285775,-0.12495071268010349,False,True
2020-09-28,biomass_low,biomass_burning,-0.8904349440363325,-0.08645776722535459,False,True
2020-09-29,biomass_low,biomass_burning,-0.8424480442124492,-0.04881753340877992,False,True
2020-09-30,biomass_low,biomass_burning,-1.1786738821420006,0.03975334461064506,True,False
2020-10-01,biomass_low,biomass_burning,-0.7070934675109808,-0.18414596287091456,False,True
2020-10-02,biomass_low,biomass_burning,-0.7775662525932205,1.1470451887248032,True,False
2020-10-03,biomass_low,biomass_burning,-0.4561864116290339,0.9689841262713941,True,False
2020-10-04,biomass_low,biomass_burning,-0.5690113635435511,1.1367029833053124,True,False
2020-10-05,biomass_low,biomass_burning,-1.1537418877929604,1.5777409607585184,True,False
2020-10-06,biomass_low,biomass_burning,-0.1156300212197321,-1.2402648168329051,False,True
2020-10-07,biomass_low,biomass_burning,-0.6640669990596261,-0.48407853575210424,False,True
2020-10-08,biomass_low,biomass_burning,-1.481455161850632,0.34222403832922055,True,False
2020-10-09,biomass_low,biomass_burning,-1.2386151982790736,-0.376735641763446,False,True
2020-10-10,biomass_low,biomass_burning,-1.2799230010899347,-0.36553898765913573,False,True
2020-10-11,biomass_low,biomass_burning,-1.1584137036476538,-0.36119004695646595,False,True
2020-10-12,biomass_low,biomass_burning,-2.4070911280994265,1.465298012104114,True,False
2020-10-13,biomass_low,biomass_burning,-0.9417380496196156,-1.4204764860979253,False,True
2020-10-14,biomass_low,biomass_burning,-0.9611921265683572,-0.974614006466993,False,True
2020-10-15,biomass_low,biomass_burning,-1.2495540281815425,-1.4163846842627663,False,True
2020-10-16,biomass_low,biomass_burning,-0.9089828948827884,-1.4741521830925706,False,True
2020-10-17,biomass_low,biomass_burning,-0.9184760626824446,-1.7424027544513763,False,True
2020-10-18,biomass_low,biomass_burning,-1.061654420456153,-0.5437546361507088,False,True
2020-10-19,biomass_low,biomass_burning,-0.9074597500864254,-0.624861924919685,False,True
2020-10-20,biomass_low,biomass_burning,-1.0867330450887165,-0.8741742033401465,False,True
2020-10-21,biomass_low,biomass_burning,-0.7504283258847211,-1.2482561134796981,False,True
2020-10-22,biomass_low,biomass_burning,-0.2737937192025551,-2.3207031080386002,False,True
2020-10-23,biomass_low,biomass_burning,0.3895279743095524,-3.450855439133278,True,False
2020-10-24,biomass_low,biomass_burning,2.020612107066344,-6.749064543975436,True,False
2020-10-25,biomass_low,biomass_burning,0.7430497491370516,-3.8657382126082496,True,False
2020-10-26,biomass_low,biomass_burning,-0.5912735374389615,-0.9815159490066208,False,True
2020-10-27,biomass_low,biomass_burning,-0.4582443540647413,-2.1402183988372485,False,True
2020-10-28,biomass_low,biomass_burning,-0.3574387787808569,-1.5912669984690808,False,True
2020-10-29,biomass_low,biomass_burning,-0.0942613467215266,-2.5670091902538843,False,True
2020-10-30,biomass_low,biomass_burning,0.1324995280403336,-2.418922638054994,True,False
2020-10-31,biomass_low,biomass_burning,6.8237174401474086,-16.590349717714417,True,False
2020-11-01,biomass_low,biomass_burning,22.26570944680784,-50.82801327331333,True,False
2020-11-02,biomass_low,biomass_burning,11.399875735735314,-20.47932583288491,True,False
2020-11-03,biomass_low,biomass_burning,9.023429809981888,-13.585501989672025,True,False
2020-11-04,biomass_low,biomass_burning,8.20700711332336,-11.3160533360915,True,False
2020-11-05,biomass_low,biomass_burning,9.991806340007566,-14.421142616728673,True,False
2020-11-06,biomass_low,biomass_burning,7.233757168542365,-8.492518107164813,True,False
2020-11-07,biomass_low,biomass_burning,5.284942957631353,-1.6621056050266247,True,False
2020-11-08,biomass_low,biomass_burning,5.441417021473963,-1.6737622822063827,True,False
2020-11-09,biomass_low,biomass_burning,5.9851448608537074,-2.592767643264949,True,False
2020-11-10,biomass_low,biomass_burning,5.70569748897629,-2.4698188366949125,True,False
2020-11-11,biomass_low,biomass_burning,6.1381390113323,-3.4594131517456503,True,False
2020-11-12,biomass_low,biomass_burning,5.736584163154212,-2.8012210281694365,True,False
2020-11-13,biomass_low,biomass_burning,5.86515816811184,-3.0381376239864153,True,False
2020-11-14,biomass_low,biomass_burning,5.033866048825615,-1.1993543484059046,True,False
2020-11-15,biomass_low,biomass_burning,5.084196453391727,-1.03663169861386,True,False
2020-11-16,biomass_low,biomass_burning,4.766673362788254,-0.8030445214134261,True,False
2020-11-17,biomass_low,biomass_burning,5.529931246502067,-2.5210966530733003,True,False
2020-11-18,biomass_low,biomass_burning,4.693310211722598,-1.1057551273057697,True,False
