isolation_pass,max_untargeted_diff,bounds_pass,out_of_bounds_count,overall_plausibility_pass,date,scenario
True,0.0,True,0,True,2020-12-19,biomass_high
True,0.0,True,0,True,2020-12-20,biomass_high
True,0.0,True,0,True,2020-12-21,biomass_high
True,0.0,True,0,True,2020-12-22,biomass_high
True,0.0,True,0,True,2020-12-23,biomass_high
True,0.0,True,0,True,2020-12-24,biomass_high
True,0.0,True,0,True,2020-12-25,biomass_high
True,0.0,True,0,True,2020-12-26,biomass_high
True,0.0,True,0,True,2020-12-27,biomass_high
True,0.0,True,0,True,2020-12-28,biomass_high
True,0.0,True,0,True,2020-12-29,biomass_high
True,0.0,True,0,True,2020-12-30,biomass_high
True,0.0,True,0,True,2020-12-31,biomass_high
True,0.0,True,0,True,2021-01-01,biomass_high
True,0.0,True,0,True,2021-01-02,biomass_high
True,0.0,True,0,True,2021-01-03,biomass_high
True,0.0,True,0,True,2021-01-04,biomass_high
True,0.0,True,0,True,2021-01-05,biomass_high
True,0.0,True,0,True,2021-01-06,biomass_high
True,0.0,True,0,True,2021-01-07,biomass_high
True,0.0,True,0,True,2021-01-08,biomass_high
True,0.0,True,0,True,2021-01-09,biomass_high
True,0.0,True,0,True,2021-01-10,biomass_high
True,0.0,True,0,True,2021-01-11,biomass_high
True,0.0,True,0,True,2021-01-12,biomass_high
True,0.0,True,0,True,2021-01-13,biomass_high
True,0.0,True,0,True,2021-01-14,biomass_high
True,0.0,True,0,True,2021-01-15,biomass_high
True,0.0,True,0,True,2021-01-16,biomass_high
True,0.0,True,0,True,2021-01-17,biomass_high
True,0.0,True,0,True,2021-01-18,biomass_high
True,0.0,True,0,True,2021-01-19,biomass_high
True,0.0,True,0,True,2021-01-20,biomass_high
True,0.0,True,0,True,2021-01-21,biomass_high
True,0.0,True,0,True,2021-01-22,biomass_high
True,0.0,True,0,True,2021-01-23,biomass_high
True,0.0,True,0,True,2021-01-24,biomass_high
True,0.0,True,0,True,2021-01-25,biomass_high
True,0.0,True,0,True,2021-01-26,biomass_high
True,0.0,True,0,True,2021-01-27,biomass_high
True,0.0,True,0,True,2021-01-28,biomass_high
True,0.0,True,0,True,2021-01-29,biomass_high
True,0.0,True,0,True,2021-01-30,biomass_high
True,0.0,True,0,True,2021-01-31,biomass_high
True,0.0,True,0,True,2021-02-01,biomass_high
True,0.0,True,0,True,2021-02-02,biomass_high
True,0.0,True,0,True,2021-02-03,biomass_high
True,0.0,True,0,True,2021-02-04,biomass_high
True,0.0,True,0,True,2021-02-05,biomass_high
True,0.0,True,0,True,2021-02-06,biomass_high
True,0.0,True,0,True,2021-02-07,biomass_high
True,0.0,True,0,True,2021-02-08,biomass_high
True,0.0,True,0,True,2021-02-09,biomass_high
True,0.0,True,0,True,2021-02-10,biomass_high
True,0.0,True,0,True,2021-02-11,biomass_high
True,0.0,True,0,True,2021-02-12,biomass_high
True,0.0,True,0,True,2021-02-13,biomass_high
True,0.0,True,0,True,2021-02-14,biomass_high
True,0.0,True,0,True,2021-02-15,biomass_high
True,0.0,True,0,True,2021-02-16,biomass_high
True,0.0,True,0,True,2021-02-17,biomass_high
True,0.0,True,0,True,2021-02-18,biomass_high
True,0.0,True,0,True,2021-02-19,biomass_high
True,0.0,True,0,True,2021-02-20,biomass_high
True,0.0,True,0,True,2021-02-21,biomass_high
True,0.0,True,0,True,2021-02-22,biomass_high
True,0.0,True,0,True,2021-02-23,biomass_high
True,0.0,True,0,True,2021-02-24,biomass_high
True,0.0,True,0,True,2021-02-25,biomass_high
True,0.0,True,0,True,2021-02-26,biomass_high
True,0.0,True,0,True,2021-02-27,biomass_high
True,0.0,True,0,True,2021-02-28,biomass_high
True,0.0,True,0,True,2021-03-01,biomass_high
True,0.0,True,0,True,2021-03-02,biomass_high
True,0.0,True,0,True,2021-03-03,biomass_high
True,0.0,True,0,True,2021-03-04,biomass_high
True,0.0,True,0,True,2021-03-05,biomass_high
True,0.0,True,0,True,2021-03-06,biomass_high
True,0.0,True,0,True,2021-03-07,biomass_high
True,0.0,True,0,True,2021-03-08,biomass_high
True,0.0,True,0,True,2021-03-09,biomass_high
True,0.0,True,0,True,2021-03-10,biomass_high
True,0.0,True,0,True,2021-03-11,biomass_high
True,0.0,True,0,True,2021-03-12,biomass_high
True,0.0,True,0,True,2021-03-13,biomass_high
True,0.0,True,0,True,2021-03-14,biomass_high
True,0.0,True,0,True,2021-03-15,biomass_high
True,0.0,True,0,True,2021-03-16,biomass_high
True,0.0,True,0,True,2021-03-17,biomass_high
True,0.0,True,0,True,2021-03-18,biomass_high
True,0.0,True,0,True,2021-03-19,biomass_high
True,0.0,True,0,True,2021-03-20,biomass_high
True,0.0,True,0,True,2021-03-21,biomass_high
True,0.0,True,0,True,2021-03-22,biomass_high
True,0.0,True,0,True,2021-03-23,biomass_high
True,0.0,True,0,True,2021-03-24,biomass_high
True,0.0,True,0,True,2021-03-25,biomass_high
True,0.0,True,0,True,2021-03-26,biomass_high
True,0.0,True,0,True,2021-03-27,biomass_high
True,0.0,True,0,True,2021-03-28,biomass_high
True,0.0,True,0,True,2021-03-29,biomass_high
True,0.0,True,0,True,2021-03-30,biomass_high
True,0.0,True,0,True,2021-03-31,biomass_high
True,0.0,True,0,True,2021-04-01,biomass_high
True,0.0,True,0,True,2021-04-02,biomass_high
True,0.0,True,0,True,2021-04-03,biomass_high
True,0.0,True,0,True,2021-04-04,biomass_high
True,0.0,True,0,True,2021-04-05,biomass_high
True,0.0,True,0,True,2021-04-06,biomass_high
True,0.0,True,0,True,2021-04-07,biomass_high
True,0.0,True,0,True,2021-04-08,biomass_high
True,0.0,True,0,True,2021-04-09,biomass_high
True,0.0,True,0,True,2021-04-10,biomass_high
True,0.0,True,0,True,2021-04-11,biomass_high
True,0.0,True,0,True,2021-04-12,biomass_high
True,0.0,True,0,True,2021-04-13,biomass_high
True,0.0,True,0,True,2021-04-14,biomass_high
True,0.0,True,0,True,2021-04-15,biomass_high
True,0.0,True,0,True,2021-04-16,biomass_high
True,0.0,True,0,True,2021-04-17,biomass_high
True,0.0,True,0,True,2021-04-18,biomass_high
True,0.0,True,0,True,2021-04-19,biomass_high
True,0.0,True,0,True,2021-04-20,biomass_high
True,0.0,True,0,True,2021-04-21,biomass_high
True,0.0,True,0,True,2021-04-22,biomass_high
True,0.0,True,0,True,2021-04-23,biomass_high
True,0.0,True,0,True,2021-04-24,biomass_high
True,0.0,True,0,True,2021-04-25,biomass_high
True,0.0,True,0,True,2021-04-26,biomass_high
True,0.0,True,0,True,2021-04-27,biomass_high
True,0.0,True,0,True,2021-04-28,biomass_high
True,0.0,True,0,True,2021-04-29,biomass_high
True,0.0,True,0,True,2021-04-30,biomass_high
True,0.0,True,0,True,2021-05-01,biomass_high
True,0.0,True,0,True,2021-05-02,biomass_high
True,0.0,True,0,True,2021-05-03,biomass_high
True,0.0,True,0,True,2021-05-04,biomass_high
True,0.0,True,0,True,2021-05-05,biomass_high
True,0.0,True,0,True,2021-05-06,biomass_high
True,0.0,True,0,True,2021-05-07,biomass_high
True,0.0,True,0,True,2021-05-08,biomass_high
True,0.0,True,0,True,2021-05-09,biomass_high
True,0.0,True,0,True,2021-05-10,biomass_high
True,0.0,True,0,True,2021-05-11,biomass_high
True,0.0,True,0,True,2021-05-12,biomass_high
True,0.0,True,0,True,2021-05-13,biomass_high
True,0.0,True,0,True,2021-05-14,biomass_high
True,0.0,True,0,True,2021-05-15,biomass_high
True,0.0,True,0,True,2021-05-16,biomass_high
True,0.0,True,0,True,2021-05-17,biomass_high
True,0.0,True,0,True,2021-05-18,biomass_high
True,0.0,True,0,True,2021-05-19,biomass_high
True,0.0,True,0,True,2021-05-20,biomass_high
True,0.0,True,0,True,2021-05-21,biomass_high
True,0.0,True,0,True,2021-05-22,biomass_high
True,0.0,True,0,True,2021-05-23,biomass_high
True,0.0,True,0,True,2021-05-24,biomass_high
True,0.0,True,0,True,2021-05-25,biomass_high
True,0.0,True,0,True,2021-05-26,biomass_high
True,0.0,True,0,True,2021-05-27,biomass_high
True,0.0,True,0,True,2021-05-28,biomass_high
True,0.0,True,0,True,2021-05-29,biomass_high
True,0.0,True,0,True,2021-05-30,biomass_high
True,0.0,True,0,True,2021-05-31,biomass_high
True,0.0,True,0,True,2021-06-01,biomass_high
True,0.0,True,0,True,2021-06-02,biomass_high
True,0.0,True,0,True,2021-06-03,biomass_high
True,0.0,True,0,True,2021-06-04,biomass_high
True,0.0,True,0,True,2021-06-05,biomass_high
True,0.0,True,0,True,2021-06-06,biomass_high
True,0.0,True,0,True,2021-06-07,biomass_high
True,0.0,True,0,True,2021-06-08,biomass_high
True,0.0,True,0,True,2021-06-09,biomass_high
True,0.0,True,0,True,2021-06-10,biomass_high
True,0.0,True,0,True,2021-06-11,biomass_high
True,0.0,True,0,True,2021-06-12,biomass_high
True,0.0,True,0,True,2021-06-13,biomass_high
True,0.0,True,0,True,2021-06-14,biomass_high
True,0.0,True,0,True,2021-06-15,biomass_high
True,0.0,True,0,True,2021-06-16,biomass_high
True,0.0,True,0,True,2021-06-17,biomass_high
True,0.0,True,0,True,2021-06-18,biomass_high
True,0.0,True,0,True,2021-06-19,biomass_high
True,0.0,True,0,True,2021-06-20,biomass_high
True,0.0,True,0,True,2021-06-21,biomass_high
True,0.0,True,0,True,2021-06-22,biomass_high
True,0.0,True,0,True,2021-06-23,biomass_high
True,0.0,True,0,True,2021-06-24,biomass_high
True,0.0,True,0,True,2021-06-25,biomass_high
True,0.0,True,0,True,2021-06-26,biomass_high
True,0.0,True,0,True,2021-06-27,biomass_high
True,0.0,True,0,True,2021-06-28,biomass_high
True,0.0,True,0,True,2021-06-29,biomass_high
True,0.0,True,0,True,2021-06-30,biomass_high
True,0.0,True,0,True,2021-07-01,biomass_high
True,0.0,True,0,True,2021-07-02,biomass_high
True,0.0,True,0,True,2021-07-03,biomass_high
True,0.0,True,0,True,2021-07-04,biomass_high
True,0.0,True,0,True,2021-07-05,biomass_high
True,0.0,True,0,True,2021-07-06,biomass_high
True,0.0,True,0,True,2021-07-07,biomass_high
True,0.0,True,0,True,2021-07-08,biomass_high
True,0.0,True,0,True,2021-07-09,biomass_high
True,0.0,True,0,True,2021-07-10,biomass_high
True,0.0,True,0,True,2021-07-11,biomass_high
True,0.0,True,0,True,2021-07-12,biomass_high
True,0.0,True,0,True,2021-07-13,biomass_high
True,0.0,True,0,True,2021-07-14,biomass_high
True,0.0,True,0,True,2021-07-15,biomass_high
True,0.0,True,0,True,2021-07-16,biomass_high
True,0.0,True,0,True,2021-07-17,biomass_high
True,0.0,True,0,True,2021-07-18,biomass_high
True,0.0,True,0,True,2021-07-19,biomass_high
True,0.0,True,0,True,2021-07-20,biomass_high
True,0.0,True,0,True,2021-07-21,biomass_high
True,0.0,True,0,True,2021-07-22,biomass_high
True,0.0,True,0,True,2021-07-23,biomass_high
True,0.0,True,0,True,2021-07-24,biomass_high
True,0.0,True,0,True,2021-07-25,biomass_high
True,0.0,True,0,True,2021-07-26,biomass_high
True,0.0,True,0,True,2021-07-27,biomass_high
True,0.0,True,0,True,2021-07-28,biomass_high
True,0.0,True,0,True,2021-07-29,biomass_high
True,0.0,True,0,True,2021-07-30,biomass_high
True,0.0,True,0,True,2021-07-31,biomass_high
True,0.0,True,0,True,2021-08-01,biomass_high
True,0.0,True,0,True,2021-08-02,biomass_high
True,0.0,True,0,True,2021-08-03,biomass_high
True,0.0,True,0,True,2021-08-04,biomass_high
True,0.0,True,0,True,2021-08-05,biomass_high
True,0.0,True,0,True,2021-08-06,biomass_high
True,0.0,True,0,True,2021-08-07,biomass_high
True,0.0,True,0,True,2021-08-08,biomass_high
True,0.0,True,0,True,2021-08-09,biomass_high
True,0.0,True,0,True,2021-08-10,biomass_high
True,0.0,True,0,True,2021-08-11,biomass_high
True,0.0,True,0,True,2021-08-12,biomass_high
True,0.0,True,0,True,2021-08-13,biomass_high
True,0.0,True,0,True,2021-08-14,biomass_high
True,0.0,True,0,True,2021-08-15,biomass_high
True,0.0,True,0,True,2021-08-16,biomass_high
True,0.0,True,0,True,2021-08-17,biomass_high
True,0.0,True,0,True,2021-08-18,biomass_high
True,0.0,True,0,True,2021-08-19,biomass_high
True,0.0,True,0,True,2021-08-20,biomass_high
True,0.0,True,0,True,2021-08-21,biomass_high
True,0.0,True,0,True,2021-08-22,biomass_high
True,0.0,True,0,True,2021-08-23,biomass_high
True,0.0,True,0,True,2021-08-24,biomass_high
True,0.0,True,0,True,2021-08-25,biomass_high
True,0.0,True,0,True,2021-08-26,biomass_high
True,0.0,True,0,True,2021-08-27,biomass_high
True,0.0,True,0,True,2021-08-28,biomass_high
True,0.0,True,0,True,2021-08-29,biomass_high
True,0.0,True,0,True,2021-08-30,biomass_high
True,0.0,True,0,True,2021-08-31,biomass_high
True,0.0,True,0,True,2021-09-01,biomass_high
True,0.0,True,0,True,2021-09-02,biomass_high
True,0.0,True,0,True,2021-09-03,biomass_high
True,0.0,True,0,True,2021-09-04,biomass_high
True,0.0,True,0,True,2021-09-05,biomass_high
True,0.0,True,0,True,2021-09-06,biomass_high
True,0.0,True,0,True,2021-09-07,biomass_high
True,0.0,True,0,True,2021-09-08,biomass_high
True,0.0,True,0,True,2021-09-09,biomass_high
True,0.0,True,0,True,2021-09-10,biomass_high
True,0.0,True,0,True,2021-09-11,biomass_high
True,0.0,True,0,True,2021-09-12,biomass_high
True,0.0,True,0,True,2021-09-13,biomass_high
True,0.0,True,0,True,2021-09-14,biomass_high
True,0.0,True,0,True,2021-09-15,biomass_high
True,0.0,True,0,True,2021-09-16,biomass_high
True,0.0,True,0,True,2021-09-17,biomass_high
True,0.0,True,0,True,2021-09-18,biomass_high
True,0.0,True,0,True,2021-09-19,biomass_high
True,0.0,True,0,True,2021-09-20,biomass_high
True,0.0,True,0,True,2021-09-21,biomass_high
True,0.0,True,0,True,2021-09-22,biomass_high
True,0.0,True,0,True,2021-09-23,biomass_high
True,0.0,True,0,True,2021-09-24,biomass_high
True,0.0,True,0,True,2021-09-25,biomass_high
True,0.0,True,0,True,2021-09-26,biomass_high
True,0.0,True,0,True,2021-09-27,biomass_high
True,0.0,True,0,True,2021-09-28,biomass_high
True,0.0,True,0,True,2021-09-29,biomass_high
True,0.0,True,0,True,2021-09-30,biomass_high
True,0.0,True,0,True,2021-10-01,biomass_high
True,0.0,True,0,True,2021-10-02,biomass_high
True,0.0,True,0,True,2021-10-03,biomass_high
True,0.0,True,0,True,2021-10-04,biomass_high
True,0.0,True,0,True,2021-10-05,biomass_high
True,0.0,True,0,True,2021-10-06,biomass_high
True,0.0,True,0,True,2021-10-07,biomass_high
True,0.0,True,0,True,2021-10-08,biomass_high
True,0.0,True,0,True,2021-10-09,biomass_high
True,0.0,True,0,True,2021-10-10,biomass_high
True,0.0,True,0,True,2021-10-11,biomass_high
True,0.0,True,0,True,2021-10-12,biomass_high
True,0.0,True,0,True,2021-10-13,biomass_high
True,0.0,True,0,True,2021-10-14,biomass_high
True,0.0,True,0,True,2021-10-15,biomass_high
True,0.0,True,0,True,2021-10-16,biomass_high
True,0.0,True,0,True,2021-10-17,biomass_high
True,0.0,True,0,True,2021-10-18,biomass_high
True,0.0,True,0,True,2021-10-19,biomass_high
True,0.0,True,0,True,2021-10-20,biomass_high
True,0.0,True,0,True,2021-10-21,biomass_high
True,0.0,True,0,True,2021-10-22,biomass_high
True,0.0,True,0,True,2021-10-23,biomass_high
True,0.0,True,0,True,2021-10-24,biomass_high
True,0.0,True,0,True,2021-10-25,biomass_high
True,0.0,True,0,True,2021-10-26,biomass_high
True,0.0,True,0,True,2021-10-27,biomass_high
True,0.0,True,0,True,2021-10-28,biomass_high
True,0.0,True,0,True,2021-10-29,biomass_high
True,0.0,True,0,True,2021-10-30,biomass_high
True,0.0,True,0,True,2021-10-31,biomass_high
True,0.0,True,0,True,2021-11-01,biomass_high
True,0.0,True,0,True,2021-11-02,biomass_high
True,0.0,True,0,True,2021-11-03,biomass_high
True,0.0,True,0,True,2021-11-04,biomass_high
True,0.0,True,0,True,2021-11-05,biomass_high
True,0.0,True,0,True,2021-11-06,biomass_high
True,0.0,True,0,True,2021-11-07,biomass_high
True,0.0,True,0,True,2021-11-08,biomass_high
True,0.0,True,0,True,2021-11-09,biomass_high
True,0.0,True,0,True,2021-11-10,biomass_high
True,0.0,True,0,True,2021-11-11,biomass_high
True,0.0,True,0,True,2021-11-12,biomass_high
True,0.0,True,0,True,2021-11-13,biomass_high
True,0.0,True,0,True,2021-11-14,biomass_high
True,0.0,True,0,True,2021-11-15,biomass_high
True,0.0,True,0,True,2021-11-16,biomass_high
True,0.0,True,0,True,2021-11-17,biomass_high
True,0.0,True,0,True,2021-11-18,biomass_high
True,0.0,True,0,True,2021-11-19,biomass_high
True,0.0,True,0,True,2021-11-20,biomass_high
True,0.0,True,0,True,2021-11-21,biomass_high
True,0.0,True,0,True,2021-11-22,biomass_high
True,0.0,True,0,True,2021-11-23,biomass_high
True,0.0,True,0,True,2021-11-24,biomass_high
True,0.0,True,0,True,2021-11-25,biomass_high
True,0.0,True,0,True,2021-11-26,biomass_high
True,0.0,True,0,True,2021-11-27,biomass_high
True,0.0,True,0,True,2021-11-28,biomass_high
True,0.0,True,0,True,2021-11-29,biomass_high
True,0.0,True,0,True,2021-11-30,biomass_high
True,0.0,True,0,True,2021-12-01,biomass_high
True,0.0,True,0,True,2021-12-02,biomass_high
True,0.0,True,0,True,2021-12-03,biomass_high
True,0.0,True,0,True,2021-12-04,biomass_high
True,0.0,True,0,True,2021-12-05,biomass_high
True,0.0,True,0,True,2021-12-06,biomass_high
True,0.0,True,0,True,2021-12-07,biomass_high
True,0.0,True,0,True,2021-12-08,biomass_high
True,0.0,True,0,True,2021-12-09,biomass_high
True,0.0,True,0,True,2021-12-10,biomass_high
True,0.0,True,0,True,2021-12-11,biomass_high
True,0.0,True,0,True,2021-12-12,biomass_high
True,0.0,True,0,True,2021-12-13,biomass_high
True,0.0,True,0,True,2021-12-14,biomass_high
True,0.0,True,0,True,2021-12-15,biomass_high
True,0.0,True,0,True,2021-12-16,biomass_high
True,0.0,True,0,True,2021-12-17,biomass_high
True,0.0,True,0,True,2021-12-18,biomass_high
True,0.0,True,0,True,2021-12-19,biomass_high
True,0.0,True,0,True,2021-12-20,biomass_high
True,0.0,True,0,True,2021-12-21,biomass_high
True,0.0,True,0,True,2021-12-22,biomass_high
True,0.0,True,0,True,2021-12-23,biomass_high
True,0.0,True,0,True,2021-12-24,biomass_high
True,0.0,True,0,True,2021-12-25,biomass_high
True,0.0,True,0,True,2021-12-26,biomass_high
True,0.0,True,0,True,2021-12-27,biomass_high
True,0.0,True,0,True,2021-12-28,biomass_high
True,0.0,True,0,True,2021-12-29,biomass_high
True,0.0,True,0,True,2021-12-30,biomass_high
True,0.0,True,0,True,2021-12-31,biomass_high
True,0.0,True,0,True,2022-01-01,biomass_high
True,0.0,True,0,True,2022-01-02,biomass_high
True,0.0,True,0,True,2022-01-03,biomass_high
True,0.0,True,0,True,2022-01-04,biomass_high
True,0.0,True,0,True,2022-01-05,biomass_high
True,0.0,True,0,True,2022-01-06,biomass_high
True,0.0,True,0,True,2022-01-07,biomass_high
True,0.0,True,0,True,2022-01-08,biomass_high
True,0.0,True,0,True,2022-01-09,biomass_high
True,0.0,True,0,True,2022-01-10,biomass_high
True,0.0,True,0,True,2022-01-11,biomass_high
True,0.0,True,0,True,2022-01-12,biomass_high
True,0.0,True,0,True,2022-01-13,biomass_high
True,0.0,True,0,True,2022-01-14,biomass_high
True,0.0,True,0,True,2022-01-15,biomass_high
True,0.0,True,0,True,2022-01-16,biomass_high
True,0.0,True,0,True,2022-01-17,biomass_high
True,0.0,True,0,True,2022-01-18,biomass_high
True,0.0,True,0,True,2022-01-19,biomass_high
True,0.0,True,0,True,2022-01-20,biomass_high
True,0.0,True,0,True,2022-01-21,biomass_high
True,0.0,True,0,True,2022-01-22,biomass_high
True,0.0,True,0,True,2022-01-23,biomass_high
True,0.0,True,0,True,2022-01-24,biomass_high
True,0.0,True,0,True,2022-01-25,biomass_high
True,0.0,True,0,True,2022-01-26,biomass_high
True,0.0,True,0,True,2022-01-27,biomass_high
True,0.0,True,0,True,2022-01-28,biomass_high
True,0.0,True,0,True,2022-01-29,biomass_high
True,0.0,True,0,True,2022-01-30,biomass_high
True,0.0,True,0,True,2022-01-31,biomass_high
True,0.0,True,0,True,2022-02-01,biomass_high
True,0.0,True,0,True,2022-02-02,biomass_high
True,0.0,True,0,True,2022-02-03,biomass_high
True,0.0,True,0,True,2022-02-04,biomass_high
True,0.0,True,0,True,2022-02-05,biomass_high
True,0.0,True,0,True,2022-02-06,biomass_high
True,0.0,True,0,True,2022-02-07,biomass_high
True,0.0,True,0,True,2022-02-08,biomass_high
True,0.0,True,0,True,2022-02-09,biomass_high
True,0.0,True,0,True,2022-02-10,biomass_high
True,0.0,True,0,True,2022-02-11,biomass_high
True,0.0,True,0,True,2022-02-12,biomass_high
True,0.0,True,0,True,2022-02-13,biomass_high
True,0.0,True,0,True,2022-02-14,biomass_high
True,0.0,True,0,True,2022-02-15,biomass_high
True,0.0,True,0,True,2022-02-16,biomass_high
True,0.0,True,0,True,2022-02-17,biomass_high
True,0.0,True,0,True,2022-02-18,biomass_high
True,0.0,True,0,True,2022-02-19,biomass_high
True,0.0,True,0,True,2022-02-20,biomass_high
True,0.0,True,0,True,2022-02-21,biomass_high
True,0.0,True,0,True,2022-02-22,biomass_high
True,0.0,True,0,True,2022-02-23,biomass_high
True,0.0,True,0,True,2022-02-24,biomass_high
True,0.0,True,0,True,2022-02-25,biomass_high
True,0.0,True,0,True,2022-02-26,biomass_high
True,0.0,True,0,True,2022-02-27,biomass_high
True,0.0,True,0,True,2022-02-28,biomass_high
True,0.0,True,0,True,2022-03-01,biomass_high
True,0.0,True,0,True,2022-03-02,biomass_high
True,0.0,True,0,True,2022-03-03,biomass_high
True,0.0,True,0,True,2022-03-04,biomass_high
True,0.0,True,0,True,2022-03-05,biomass_high
True,0.0,True,0,True,2022-03-06,biomass_high
True,0.0,True,0,True,2022-03-07,biomass_high
True,0.0,True,0,True,2022-03-08,biomass_high
True,0.0,True,0,True,2022-03-09,biomass_high
True,0.0,True,0,True,2022-03-10,biomass_high
True,0.0,True,0,True,2022-03-11,biomass_high
True,0.0,True,0,True,2022-03-12,biomass_high
True,0.0,True,0,True,2022-03-13,biomass_high
True,0.0,True,0,True,2022-03-14,biomass_high
True,0.0,True,0,True,2022-03-15,biomass_high
True,0.0,True,0,True,2022-03-16,biomass_high
True,0.0,True,0,True,2022-03-17,biomass_high
True,0.0,True,0,True,2022-03-18,biomass_high
True,0.0,True,0,True,2022-03-19,biomass_high
True,0.0,True,0,True,2022-03-20,biomass_high
True,0.0,True,0,True,2022-03-21,biomass_high
True,0.0,True,0,True,2022-03-22,biomass_high
True,0.0,True,0,True,2022-03-23,biomass_high
True,0.0,True,0,True,2022-03-24,biomass_high
True,0.0,True,0,True,2022-03-25,biomass_high
True,0.0,True,0,True,2022-03-26,biomass_high
True,0.0,True,0,True,2022-03-27,biomass_high
True,0.0,True,0,True,2022-03-28,biomass_high
True,0.0,True,0,True,2022-03-29,biomass_high
True,0.0,True,0,True,2022-03-30,biomass_high
True,0.0,True,0,True,2022-03-31,biomass_high
True,0.0,True,0,True,2022-04-01,biomass_high
True,0.0,True,0,True,2022-04-02,biomass_high
True,0.0,True,0,True,2022-04-03,biomass_high
True,0.0,True,0,True,2022-04-04,biomass_high
True,0.0,True,0,True,2022-04-05,biomass_high
True,0.0,True,0,True,2022-04-06,biomass_high
True,0.0,True,0,True,2022-04-07,biomass_high
True,0.0,True,0,True,2022-04-08,biomass_high
True,0.0,True,0,True,2022-04-09,biomass_high
True,0.0,True,0,True,2022-04-10,biomass_high
True,0.0,True,0,True,2022-04-11,biomass_high
True,0.0,True,0,True,2022-04-12,biomass_high
True,0.0,True,0,True,2022-04-13,biomass_high
True,0.0,True,0,True,2022-04-14,biomass_high
True,0.0,True,0,True,2022-04-15,biomass_high
True,0.0,True,0,True,2022-04-16,biomass_high
True,0.0,True,0,True,2022-04-17,biomass_high
True,0.0,True,0,True,2022-04-18,biomass_high
True,0.0,True,0,True,2022-04-19,biomass_high
True,0.0,True,0,True,2022-04-20,biomass_high
True,0.0,True,0,True,2022-04-21,biomass_high
True,0.0,True,0,True,2022-04-22,biomass_high
True,0.0,True,0,True,2022-04-23,biomass_high
True,0.0,True,0,True,2022-04-24,biomass_high
True,0.0,True,0,True,2022-04-25,biomass_high
True,0.0,True,0,True,2022-04-26,biomass_high
True,0.0,True,0,True,2022-04-27,biomass_high
True,0.0,True,0,True,2022-04-28,biomass_high
True,0.0,True,0,True,2022-04-29,biomass_high
True,0.0,True,0,True,2022-04-30,biomass_high
True,0.0,True,0,True,2022-05-01,biomass_high
True,0.0,True,0,True,2022-05-02,biomass_high
True,0.0,True,0,True,2022-05-03,biomass_high
True,0.0,True,0,True,2022-05-04,biomass_high
True,0.0,True,0,True,2022-05-05,biomass_high
True,0.0,True,0,True,2022-05-06,biomass_high
True,0.0,True,0,True,2022-05-07,biomass_high
True,0.0,True,0,True,2022-05-08,biomass_high
True,0.0,True,0,True,2022-05-09,biomass_high
True,0.0,True,0,True,2022-05-10,biomass_high
True,0.0,True,0,True,2022-05-11,biomass_high
True,0.0,True,0,True,2022-05-12,biomass_high
True,0.0,True,0,True,2022-05-13,biomass_high
True,0.0,True,0,True,2022-05-14,biomass_high
True,0.0,True,0,True,2022-05-15,biomass_high
True,0.0,True,0,True,2022-05-16,biomass_high
True,0.0,True,0,True,2022-05-17,biomass_high
True,0.0,True,0,True,2022-05-18,biomass_high
True,0.0,True,0,True,2022-05-19,biomass_high
True,0.0,True,0,True,2022-05-20,biomass_high
True,0.0,True,0,True,2022-05-21,biomass_high
True,0.0,True,0,True,2022-05-22,biomass_high
True,0.0,True,0,True,2022-05-23,biomass_high
True,0.0,True,0,True,2022-05-24,biomass_high
True,0.0,True,0,True,2022-05-25,biomass_high
True,0.0,True,0,True,2022-05-26,biomass_high
True,0.0,True,0,True,2022-05-27,biomass_high
True,0.0,True,0,True,2022-05-28,biomass_high
True,0.0,True,0,True,2022-05-29,biomass_high
True,0.0,True,0,True,2022-05-30,biomass_high
True,0.0,True,0,True,2022-05-31,biomass_high
True,0.0,True,0,True,2022-06-01,biomass_high
True,0.0,True,0,True,2022-06-02,biomass_high
True,0.0,True,0,True,2022-06-03,biomass_high
True,0.0,True,0,True,2022-06-04,biomass_high
True,0.0,True,0,True,2022-06-05,biomass_high
True,0.0,True,0,True,2022-06-06,biomass_high
True,0.0,True,0,True,2022-06-07,biomass_high
True,0.0,True,0,True,2022-06-08,biomass_high
True,0.0,True,0,True,2022-06-09,biomass_high
True,0.0,True,0,True,2022-06-10,biomass_high
True,0.0,True,0,True,2022-06-11,biomass_high
True,0.0,True,0,True,2022-06-12,biomass_high
True,0.0,True,0,True,2022-06-13,biomass_high
True,0.0,True,0,True,2022-06-14,biomass_high
True,0.0,True,0,True,2022-06-15,biomass_high
True,0.0,True,0,True,2022-06-16,biomass_high
True,0.0,True,0,True,2022-06-17,biomass_high
True,0.0,True,0,True,2022-06-18,biomass_high
True,0.0,True,0,True,2022-06-19,biomass_high
True,0.0,True,0,True,2022-06-20,biomass_high
True,0.0,True,0,True,2022-06-21,biomass_high
True,0.0,True,0,True,2022-06-22,biomass_high
True,0.0,True,0,True,2022-06-23,biomass_high
True,0.0,True,0,True,2022-06-24,biomass_high
True,0.0,True,0,True,2022-06-25,biomass_high
True,0.0,True,0,True,2022-06-26,biomass_high
True,0.0,True,0,True,2022-06-27,biomass_high
True,0.0,True,0,True,2022-06-28,biomass_high
