event_id,start_date,end_date,peak_date,observed_pm25,observed_prediction,dominant_group,biomass_cf_prediction,biomass_delta,wind_cf_prediction,wind_delta,meteorology_cf_prediction,meteorology_delta,combined_cf_prediction,combined_delta,confidence,ood_flag
EVT_078,2023-11-05,2023-11-07,2023-11-05,373.56,292.73477576786564,pm25_persistence,288.266922689928,-4.4678530779376615,275.74191613427644,-16.992859633589205,290.63134750932744,-2.1034282585382016,268.3286430983722,-24.406132669493445,HIGH,False
EVT_079,2023-11-11,2023-11-16,2023-11-11,359.41,295.97613245774863,pm25_persistence,292.9817257473342,-2.9944067104144096,277.99335137115753,-17.982781086591103,294.61468866194235,-1.3614437958062808,272.4800921262514,-23.496040331497227,HIGH,False
EVT_080,2023-11-18,2023-11-18,2023-11-18,373.14,293.86925367265195,pm25_persistence,290.69199063655066,-3.1772630361012943,278.6517401154784,-15.217513557173561,292.5382738065894,-1.3309798660625347,272.9023342211605,-20.966919451491435,HIGH,False
EVT_081,2023-11-22,2023-11-23,2023-11-22,354.5,296.0895348317913,pm25_persistence,291.932999860631,-4.1565349711602835,278.3279011363434,-17.76163369544787,295.04494272441536,-1.0445921073759337,272.7244686775232,-23.365066154268106,HIGH,False
EVT_082,2023-11-26,2023-11-26,2023-11-26,342.92,292.2682854003642,pm25_persistence,288.84641837531433,-3.4218670250498917,276.34701847841114,-15.921266921953077,291.4492145804371,-0.8190708199271057,270.8945993672815,-21.37368603308272,HIGH,False
EVT_083,2023-11-30,2023-12-01,2023-12-01,391.44,293.7506568989472,pm25_persistence,292.59698048295627,-1.153676415990958,273.7345106126483,-20.01614628629892,292.60702374990393,-1.1436331490432963,271.71607870938163,-22.034578189565593,HIGH,False
EVT_084,2023-12-06,2023-12-06,2023-12-06,370.3,292.1928156719484,pm25_persistence,292.3230907385902,0.1302750666418433,276.1751076173776,-16.01770805457079,289.9410591066898,-2.2517565652585745,272.2993871555791,-19.893428516369283,HIGH,False
EVT_085,2023-12-11,2023-12-13,2023-12-13,356.27,289.7213519773831,pm25_persistence,289.8132169057094,0.09186492832628801,272.642375367641,-17.078976609742085,289.3906534558759,-0.3306985215072018,271.75882537330875,-17.962526604074355,HIGH,False
EVT_086,2023-12-17,2023-12-17,2023-12-17,348.44,290.7601413736755,pm25_persistence,290.7833795545504,0.023238180874898262,272.99951422644756,-17.760627147227922,290.351815328004,-0.40832604567145836,272.5672575820052,-18.192883791670283,HIGH,False
EVT_087,2023-12-19,2023-12-20,2023-12-20,342.95,290.1389392067511,pm25_persistence,290.07871043149385,-0.060228775257257894,272.29333912680414,-17.845600079946962,289.62815581002377,-0.5107833967273336,271.7436361804896,-18.3953030262615,HIGH,False
EVT_088,2023-12-22,2023-12-23,2023-12-22,319.08,287.5663282993503,pm25_persistence,287.5671630800946,0.0008347807442987687,270.8814230533244,-16.68490524602589,287.92569280748364,0.3593645081333534,271.14637884944375,-16.41994944990654,HIGH,False
EVT_089,2023-12-25,2023-12-25,2023-12-25,308.8,287.8042874623737,pm25_persistence,288.12558070800185,0.3212932456281692,269.66244649095404,-18.14184097141964,287.19085719817485,-0.6134302641988256,269.1462296978955,-18.6580577644782,HIGH,False
EVT_090,2023-12-30,2023-12-30,2023-12-30,337.92,287.166699268423,pm25_persistence,287.1752829539419,0.00858368551894273,271.55637999231215,-15.610319276110829,287.25212187999165,0.08542261156867426,270.7933987209603,-16.37330054746269,HIGH,False
EVT_091,2024-01-02,2024-01-02,2024-01-02,307.74,286.73297798259887,pm25_persistence,286.59703172739324,-0.1359462552056243,271.8911990686201,-14.841778913978771,285.7001058994234,-1.032872083175448,269.0065135026074,-17.726464479991478,HIGH,False
EVT_092,2024-01-04,2024-01-04,2024-01-04,360.27,289.96107243988104,pm25_persistence,289.32871766717454,-0.632354772706492,276.78254615587974,-13.178526284001293,286.4443037899969,-3.5167686498841135,269.1543455386839,-20.806726901197123,HIGH,False
EVT_093,2024-01-08,2024-01-08,2024-01-08,330.14,289.94358529891065,pm25_persistence,289.88162330320773,-0.06196199570291583,276.59027345729663,-13.353311841614016,287.772632935952,-2.1709523629586442,270.32553959367414,-19.61804570523651,HIGH,False
EVT_094,2024-01-10,2024-01-10,2024-01-10,382.03,290.4837986837014,pm25_persistence,290.19500176075735,-0.2887969229440728,275.5941562654102,-14.889642418291203,287.9227666716184,-2.5610320120830465,269.4645374066171,-21.019261277084297,HIGH,False
EVT_095,2024-01-14,2024-01-15,2024-01-14,370.8,291.9485906217109,pm25_persistence,291.49995718823004,-0.4486334334808362,275.6589090758841,-16.289681545826795,289.970222714582,-1.9783679071288702,270.3690571067449,-21.579533514965988,HIGH,False
EVT_096,2024-01-22,2024-01-23,2024-01-22,367.43,290.8243338330392,pm25_persistence,291.1271682642298,0.30283443119060394,275.47871318270484,-15.345620650334354,289.6488299535498,-1.1755038794893835,271.982356904841,-18.841976928198164,HIGH,False
EVT_097,2024-01-28,2024-01-28,2024-01-28,323.21,291.80331339695226,pm25_persistence,292.7457393350606,0.9424259381083289,274.87662496748885,-16.92668842946341,291.0617646049109,-0.7415487920413852,272.64815940356624,-19.155153993386023,HIGH,False
EVT_098,2024-11-01,2024-11-01,2024-11-01,324.51,199.13140631003643,pm25_persistence,175.4264139652429,-23.70499234479354,193.96828998534,-5.163116324696432,198.07225904408565,-1.0591472659507701,167.8841421317128,-31.247264178323633,HIGH,False
EVT_099,2024-11-03,2024-11-03,2024-11-03,340.63,264.6663527267426,pm25_persistence,248.95533811395083,-15.711014612791786,249.537557878861,-15.128794847881608,268.4360912880765,3.769738561333895,235.88728965501946,-28.779063071723158,HIGH,False
EVT_100,2024-11-06,2024-11-06,2024-11-06,388.9,261.78746481638365,pm25_persistence,252.6736547865513,-9.113810029832337,248.29880220852863,-13.48866260785502,265.2416435974494,3.454178781065764,240.5897221259462,-21.19774269043745,HIGH,False
EVT_101,2024-11-09,2024-11-09,2024-11-09,345.33,280.0453763206099,pm25_persistence,277.9476761354487,-2.097700185161159,264.98763810766496,-15.057738212944912,289.11725436986904,9.071878049259169,269.7096497832188,-10.335726537391054,HIGH,False
EVT_102,2024-11-11,2024-11-14,2024-11-14,368.72,281.0973743422941,pm25_persistence,279.20847347709645,-1.888900865197627,266.1334129361641,-14.963961406129954,291.94358105934316,10.846206717049085,271.7058293782346,-9.391544964059449,HIGH,False
EVT_103,2024-11-16,2024-11-17,2024-11-16,391.94,280.2225173595167,pm25_persistence,278.49125442549615,-1.731262934020549,264.1295840841052,-16.092933275411497,290.7300875798351,10.507570220318371,269.64742916742307,-10.57508819209363,HIGH,False
EVT_104,2024-11-19,2024-11-19,2024-11-19,321.58,289.17751521956626,pm25_persistence,286.7421999972919,-2.435315222274369,270.6875702815105,-18.48994493805577,287.13700815124656,-2.040507068319698,265.0460635204611,-24.131451699105185,HIGH,False
EVT_105,2024-11-22,2024-11-22,2024-11-22,374.9,283.42913815183715,pm25_persistence,275.97315375652965,-7.455984395307496,264.09334532748755,-19.335792824349596,282.3134401888916,-1.1156979629455464,253.65304863288605,-29.776089518951096,HIGH,False
EVT_106,2024-12-10,2024-12-11,2024-12-10,335.86,287.5195005068657,pm25_persistence,287.34971901925974,-0.16978148760597378,269.33227364482855,-18.187226862037164,286.97727861926097,-0.5422218876047395,268.2397839578263,-19.279716549039392,HIGH,False
EVT_107,2024-12-13,2024-12-16,2024-12-16,342.05,288.29473482440653,pm25_persistence,288.4473921671954,0.15265734278887066,269.9135111286022,-18.38122369580435,290.0437531373191,1.7490183129125398,271.25658246704637,-17.03815235736016,HIGH,False
EVT_108,2024-12-18,2024-12-18,2024-12-18,333.15,280.1474573295398,pm25_persistence,282.0270658182845,1.8796084887446796,264.1958705721843,-15.951586757355528,285.85910778233887,5.711650452799063,271.2572190304309,-8.890238299108887,HIGH,False
EVT_109,2024-12-20,2024-12-20,2024-12-20,366.69,279.2585845791258,pm25_persistence,281.60825088750784,2.349666308382041,264.36222777823417,-14.896356800891624,284.9079592191708,5.649374640044982,271.4812788391355,-7.777305739990311,HIGH,False
