config_id,config_name,architecture,augmentation_ratio,corpus_type,seed,window_size,dimension,category,samples,mae,rmse
REAL_PLUS_8C_50,Real + 50% Phase 8C Baseline (Upper Bound),TCN,0.5,8C,42,14,Regime,High,327,43.99101257324219,51.51511079891996
REAL_PLUS_8C_50,Real + 50% Phase 8C Baseline (Upper Bound),TCN,0.5,8C,42,14,Regime,Low,245,14.309691429138184,18.060542545047873
REAL_PLUS_8C_50,Real + 50% Phase 8C Baseline (Upper Bound),TCN,0.5,8C,42,14,Regime,Moderate,330,19.5540828704834,26.302129228507813
REAL_PLUS_8C_50,Real + 50% Phase 8C Baseline (Upper Bound),Transformer,0.5,8C,42,14,Year,2022,351,30.256297052904262,41.14906426735192
REAL_PLUS_8C_50,Real + 50% Phase 8C Baseline (Upper Bound),Transformer,0.5,8C,42,14,Year,2023,365,31.694825052884518,42.894776333036525
REAL_PLUS_8C_50,Real + 50% Phase 8C Baseline (Upper Bound),Transformer,0.5,8C,42,14,Year,2024,366,34.307762817052456,47.43161397495009
REAL_PLUS_8C_50,Real + 50% Phase 8C Baseline (Upper Bound),Transformer,0.5,8C,42,14,Season,Monsoon,366,16.625263806756255,20.95317593513847
REAL_PLUS_8C_50,Real + 50% Phase 8C Baseline (Upper Bound),Transformer,0.5,8C,42,14,Season,Post-Monsoon,183,54.4905182922921,68.15198806224767
REAL_PLUS_8C_50,Real + 50% Phase 8C Baseline (Upper Bound),Transformer,0.5,8C,42,14,Season,Summer,276,24.23946164928573,30.20587387230643
REAL_PLUS_8C_50,Real + 50% Phase 8C Baseline (Upper Bound),Transformer,0.5,8C,42,14,Season,Winter,257,46.68680850174451,56.72103105212046
REAL_PLUS_8C_50,Real + 50% Phase 8C Baseline (Upper Bound),Transformer,0.5,8C,42,14,Regime,Extreme,180,52.216268166312915,67.05317969257553
REAL_PLUS_8C_50,Real + 50% Phase 8C Baseline (Upper Bound),Transformer,0.5,8C,42,14,Regime,High,327,44.43590457495711,52.53449231394455
REAL_PLUS_8C_50,Real + 50% Phase 8C Baseline (Upper Bound),Transformer,0.5,8C,42,14,Regime,Low,245,14.544624297001626,18.472640847984817
REAL_PLUS_8C_50,Real + 50% Phase 8C Baseline (Upper Bound),Transformer,0.5,8C,42,14,Regime,Moderate,330,21.976698733941664,29.84513606426724
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,LSTM,0.1,8D,42,14,Year,2022,351,33.816463291472616,44.647247990091074
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,LSTM,0.1,8D,42,14,Year,2023,365,34.579672631825865,45.25370258810275
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,LSTM,0.1,8D,42,14,Year,2024,366,33.93565204812932,45.2389414184385
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,LSTM,0.1,8D,42,14,Season,Monsoon,366,21.07578870213622,27.761185248681986
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,LSTM,0.1,8D,42,14,Season,Post-Monsoon,183,50.827103930270766,62.23492146431657
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,LSTM,0.1,8D,42,14,Season,Summer,276,26.57117791589254,32.86720451182184
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,LSTM,0.1,8D,42,14,Season,Winter,257,48.882739247202004,59.41303559870816
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,LSTM,0.1,8D,42,14,Regime,Extreme,180,49.32152014568946,61.6926640597003
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,LSTM,0.1,8D,42,14,Regime,High,327,46.58971521842157,55.89051673931392
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,LSTM,0.1,8D,42,14,Regime,Low,245,16.095608486812722,20.27951184512531
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,LSTM,0.1,8D,42,14,Regime,Moderate,330,26.83476725339875,34.3289640197533
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,TCN,0.1,8D,42,14,Year,2022,351,29.802644729614258,40.79983861554709
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,TCN,0.1,8D,42,14,Year,2023,365,29.17806053161621,39.1313814559164
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,TCN,0.1,8D,42,14,Year,2024,366,31.185808181762695,41.121109891525755
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,TCN,0.1,8D,42,14,Season,Monsoon,366,16.70241928100586,21.38524573979833
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,TCN,0.1,8D,42,14,Season,Post-Monsoon,183,50.12704849243164,61.2015393431305
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,TCN,0.1,8D,42,14,Season,Summer,276,20.701095581054688,25.20848977116576
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,TCN,0.1,8D,42,14,Season,Winter,257,44.843929290771484,53.43677356962385
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,TCN,0.1,8D,42,14,Regime,Extreme,180,46.15643310546875,57.90213912148454
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,TCN,0.1,8D,42,14,Regime,High,327,43.48448181152344,50.77514626779154
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,TCN,0.1,8D,42,14,Regime,Low,245,14.711350440979004,19.383429680822903
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,TCN,0.1,8D,42,14,Regime,Moderate,330,19.372312545776367,26.024990103039066
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,Transformer,0.1,8D,42,14,Year,2022,351,32.955514978652324,45.08038906803866
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,Transformer,0.1,8D,42,14,Year,2023,365,31.939626580420565,42.61515922954056
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,Transformer,0.1,8D,42,14,Year,2024,366,35.102133844159695,48.30976745095713
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,Transformer,0.1,8D,42,14,Season,Monsoon,366,17.88580154706382,22.508015302718537
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,Transformer,0.1,8D,42,14,Season,Post-Monsoon,183,57.6603759912465,70.55132156507197
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,Transformer,0.1,8D,42,14,Season,Summer,276,23.632244333210423,29.368442954587355
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,Transformer,0.1,8D,42,14,Season,Winter,257,48.45205773437111,59.04582582909077
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,Transformer,0.1,8D,42,14,Regime,Extreme,180,50.79017139486594,63.39754788419493
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,Transformer,0.1,8D,42,14,Regime,High,327,48.09401305605972,57.84842996437802
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,Transformer,0.1,8D,42,14,Regime,Low,245,16.18588039059861,20.496132030911625
REAL_PLUS_8D_10,Real + 10% Phase 8D CAL-07,Transformer,0.1,8D,42,14,Regime,Moderate,330,21.933989788542014,30.633977072637894
REAL_PLUS_8D_25,Real + 25% Phase 8D CAL-07 (Primary Test),LSTM,0.25,8D,42,14,Year,2022,351,33.77299395405576,44.95808199321882
REAL_PLUS_8D_25,Real + 25% Phase 8D CAL-07 (Primary Test),LSTM,0.25,8D,42,14,Year,2023,365,34.6311210681801,45.17145893975941
REAL_PLUS_8D_25,Real + 25% Phase 8D CAL-07 (Primary Test),LSTM,0.25,8D,42,14,Year,2024,366,33.25658939286741,44.68595557654547
REAL_PLUS_8D_25,Real + 25% Phase 8D CAL-07 (Primary Test),LSTM,0.25,8D,42,14,Season,Monsoon,366,20.748173212158104,27.128676177754595
REAL_PLUS_8D_25,Real + 25% Phase 8D CAL-07 (Primary Test),LSTM,0.25,8D,42,14,Season,Post-Monsoon,183,51.67411017512921,63.571841059392426
REAL_PLUS_8D_25,Real + 25% Phase 8D CAL-07 (Primary Test),LSTM,0.25,8D,42,14,Season,Summer,276,26.27221820338365,32.29159267103758
REAL_PLUS_8D_25,Real + 25% Phase 8D CAL-07 (Primary Test),LSTM,0.25,8D,42,14,Season,Winter,257,48.11387550084195,58.79223219776561
REAL_PLUS_8D_25,Real + 25% Phase 8D CAL-07 (Primary Test),LSTM,0.25,8D,42,14,Regime,Extreme,180,49.67111776017165,62.03692309271935
REAL_PLUS_8D_25,Real + 25% Phase 8D CAL-07 (Primary Test),LSTM,0.25,8D,42,14,Regime,High,327,46.369896885597285,56.011076872440974
REAL_PLUS_8D_25,Real + 25% Phase 8D CAL-07 (Primary Test),LSTM,0.25,8D,42,14,Regime,Low,245,15.544727934806255,19.97590995246409
REAL_PLUS_8D_25,Real + 25% Phase 8D CAL-07 (Primary Test),LSTM,0.25,8D,42,14,Regime,Moderate,330,26.52841200939406,33.42449239959856
REAL_PLUS_8D_25,Real + 25% Phase 8D CAL-07 (Primary Test),TCN,0.25,8D,42,14,Year,2022,351,30.40528678894043,41.541834324250026
REAL_PLUS_8D_25,Real + 25% Phase 8D CAL-07 (Primary Test),TCN,0.25,8D,42,14,Year,2023,365,29.928199768066406,40.46814218896838
