ensemble_size,prediction_mae_ugm3,mean_spread_ugm3,coverage_90pct,mpiw_90pct_ugm3,winkler_score_90pct,spearman_spread_error_corr,status
5,17.078263177882608,5.072465777176165,0.16605839416058393,11.094402761629434,254.4395272009649,0.25201215521109693,PASS
10,17.083304463914278,5.212309425995828,0.19708029197080293,13.872081156242706,235.1039785074169,0.27837796894877515,PASS
20,17.073478292390444,5.3615154593546945,0.23722627737226276,15.463723854647695,224.52243354355804,0.2830161468812098,PASS
30,17.031047963501553,5.412289287492681,0.2545620437956204,16.36109180265064,219.03632108295358,0.280450769872876,PASS
