paradigm,mae_ugm3,rmse_ugm3,r2,mean_spread_ugm3,spearman_spread_error_corr,coverage_90pct,mpiw_90pct_ugm3,winkler_score_90pct,extreme_episode_coverage_90pct
Frozen_Model_Control,17.016798758055884,21.88171257334709,0.9499518324320503,0.0,0.0,0.0,0.0,0.0,0.0
Bootstrap_Ensemble_B30,17.031047963501553,21.860622861426197,0.9500482593258475,5.412289287492681,0.280450769872876,0.2545620437956204,16.36109180265064,219.03632108295358,0.3015075376884422
Random_Seed_Ensemble_N30,17.020394052589594,21.89615535532422,0.9498857431513638,0.9027831318518049,0.3119021096978725,0.037408759124087594,2.7356640627559186,316.32787417707533,0.032663316582914576
Model_Family_Diversity_N4,16.91495269615718,21.863648411067416,0.9500344315469715,4.185137433347571,0.19633350247472978,0.16058394160583941,9.361760490902485,266.0879546388561,0.1984924623115578
