year,count,ensemble_mean_mae_ugm3,ensemble_mean_rmse_ugm3,ensemble_mean_r2,spearman_spread_error_corr,coverage_90pct,mean_width_90pct_ugm3,winkler_score_90pct
2022,365,17.96083090620831,23.31161245503088,0.940416756937516,0.29344089550691843,0.2602739726027397,17.947121200035102,228.58017840825096
2023,365,16.193152008638112,20.579051219884395,0.9595523787266146,0.23791566618874055,0.25753424657534246,15.980994554989987,205.4866584173896
2024,366,16.93941203300208,21.60468350471116,0.9486310836131828,0.3061915213758474,0.2459016393442623,15.158454549510784,223.03118159988614
