ensemble_type,error_threshold_definition,error_threshold_ugm3,roc_auc,pr_auc,precision_at_top_10pct_spread,recall_at_top_10pct_spread,precision_at_top_20pct_spread,recall_at_top_20pct_spread,baseline_random_precision
bootstrap,Top 10% Absolute Error (>= 90th percentile),34.28033479167857,0.7566383920339295,0.1986906022561217,0.17272727272727273,0.17272727272727273,0.21818181818181817,0.43636363636363634,0.10036496350364964
bootstrap,Top 20% Absolute Error (>= 80th percentile),25.347750575721562,0.7197748028227481,0.3326002389799854,0.34545454545454546,0.17272727272727273,0.35909090909090907,0.35909090909090907,0.20072992700729927
