threshold_category,threshold_value_ugm3,count,mae_ugm3,rmse_ugm3,mean_spread_ugm3,coverage_80pct,coverage_90pct,coverage_95pct,mean_width_90pct_ugm3,winkler_score_90pct
Extreme Episodes (PM2.5 >= 150 µg/m³),150.0,398,21.987345130965224,27.461307770109578,7.362095439610972,0.22613065326633167,0.3015075376884422,0.34673366834170855,22.30294417494546,274.3818628733975
Severe Episodes (PM2.5 >= 250 µg/m³),250.0,191,23.674069504047402,28.622141297651847,7.887248835860051,0.20418848167539266,0.28272251308900526,0.33507853403141363,23.980091471532518,292.6771274265251
