ensemble_type,spread_quintile,count,mean_spread_ugm3,median_spread_ugm3,mae_ugm3,rmse_ugm3,medae_ugm3,empirical_coverage_90pct
bootstrap,Q1 (Lowest),220,2.3354280233024807,2.375920181586766,10.808967335004375,12.613636726507286,11.034038748272245,0.16363636363636364
bootstrap,Q2,219,3.608319649855075,3.612972043722763,13.764252911525197,16.880940099717982,12.208882772701585,0.2191780821917808
bootstrap,Q3,219,4.986665510556798,4.989189793784171,17.629430962798395,21.96398994678686,15.361969735452277,0.2237442922374429
bootstrap,Q4,219,6.594090623255521,6.5735606255356345,19.873644539188845,24.94472074479994,16.81880862573786,0.3242009132420091
bootstrap,Q5 (Highest),219,9.550992225307182,8.994034594876299,23.10735539606173,29.020059821600835,21.010083622075513,0.3424657534246575
