event_id,date,pm25,predicted_pm25,biomass_burning_shap,meteorology_shap,wind_ventilation_shap,pm25_persistence_shap,calendar_seasonal_shap
EVT_036,2021-11-23,331.56,293.0185008486532,4.899860407298172,0.8052155675166434,2.165735483719439,141.98515704925654,0.0
EVT_036,2021-11-24,376.7,292.5440429328397,4.872441129579094,0.7217127079901424,1.983653235373796,141.80370351903423,0.0
EVT_037,2021-11-26,317.79,284.7794848382023,5.61939785566246,-1.8271087012540244,1.8908141155867884,135.93384922734478,0.0
EVT_038,2021-12-01,318.5,285.2922190921236,4.628556927396635,-3.09726766441815,2.655494690741347,137.94290279754148,0.0
EVT_039,2021-12-05,317.5,283.3592027478728,13.555245535012055,1.2839490312001294,4.570883494580039,120.786592346218,0.0
EVT_040,2021-12-09,307.46,290.45704412174274,3.669644311294669,1.5988001170437045,2.53409415427686,139.4919731982651,0.0
EVT_040,2021-12-10,380.97,292.6444189325451,3.1847157469498306,1.8345712225770132,3.175392045047968,141.28720757710798,0.0
EVT_041,2021-12-13,330.51,287.7766495893147,1.7393781331390068,0.9003079796698594,1.97651891684488,139.99791221879858,0.0
EVT_042,2021-12-19,379.87,292.5126224108536,-0.1169295882603411,1.499682370037547,2.174665021457295,145.79267226675677,0.0
EVT_043,2021-12-24,357.31,289.4768544581469,-0.4844882965596507,1.0233895599222833,1.5659022261121636,144.20951862780973,0.0
EVT_043,2021-12-25,315.43,289.29837122011185,-0.0871911758392981,0.8958807064143773,1.4509307385229793,143.87621861015143,0.0
EVT_043,2021-12-26,375.34,290.5983744463155,-0.8048805887727324,1.3869114035788892,2.3850156658469044,144.46879562480012,0.0
EVT_043,2021-12-27,315.79,290.00241518747794,-0.9975680294575338,0.9665289105583558,2.674515378916948,144.19640658659802,0.0
EVT_043,2021-12-28,339.0,288.52951764243363,-1.1071719459021994,0.6808150890984473,2.2883555952087167,143.50498656316654,0.0
EVT_044,2021-12-30,318.36,287.9412176706547,-0.7857538072113908,1.311337351010704,2.052288311754213,142.20081347423883,0.0
EVT_044,2021-12-31,309.91,288.70429278335075,-0.3459027418495686,1.3511813046441592,1.5024196663016731,143.03406221339216,0.0
EVT_045,2022-01-03,390.95,292.01829521150063,-0.4786973947818664,1.7586844401568815,1.9473457964814,145.6284300287818,0.0
EVT_046,2022-01-07,350.38,289.48584406866746,-1.5912077730054486,1.8556851024158825,2.081950856995883,143.97688354139882,0.0
EVT_047,2022-01-11,357.67,292.715166253828,-0.4786458890785147,2.65799520467673,1.2669550928291595,146.1063295045382,0.0
EVT_048,2022-01-13,351.68,290.11306170614927,-0.2611458551271893,4.022576432711165,0.313253617610185,142.875845170093,0.0
EVT_049,2022-01-15,341.99,289.564982191385,-0.0548247567871924,4.845056891461347,2.131684854964588,139.480532860884,0.0
EVT_049,2022-01-16,381.91,293.7914379698939,0.0262617180199538,4.213689400100754,1.355137240832627,145.0338172700782,0.0
EVT_050,2022-01-18,321.04,287.760195846828,-0.031099467608068,3.665598384639739,1.6332467411452527,139.32991784778872,0.0
EVT_051,2022-01-21,327.57,290.5507379347693,-0.08325447130922,4.372604701082393,1.1710443721454815,141.9278109919882,0.0
EVT_052,2022-01-23,358.61,294.7931608684377,-0.3024071034950709,5.573995097100052,1.9356302656550897,144.4234102683153,0.0
EVT_052,2022-01-24,327.76,293.7112508799468,-0.155610218209709,5.213597601067868,0.8106941727960719,144.68003698343017,0.0
EVT_052,2022-01-25,337.91,295.4010890524342,-0.0993989291963295,5.063689002697484,1.3994256142488706,145.87484102382183,0.0
EVT_052,2022-01-26,330.71,294.9701875682951,-0.2613878739776418,4.755019826915602,1.6194678813024328,145.6945553931925,0.0
EVT_053,2022-01-30,319.78,294.67648902563167,-0.2856827810148722,4.623446057088737,0.8277351357257271,146.3484582729698,0.0
EVT_053,2022-01-31,360.99,292.07379333299656,0.0834458330921228,4.762814000297765,-1.295086033148401,145.36008719189286,0.0
EVT_054,2022-11-02,355.74,261.74882827562664,21.01404906875051,1.3186409065924547,4.693934315444107,91.55967164397693,0.0
EVT_055,2022-11-08,371.31,289.2181601642006,6.25935899531404,-0.4030711957783743,3.451318661992321,136.74802136181,0.0
EVT_055,2022-11-09,328.2,290.4951396950977,5.7969420969355285,0.4034300797008009,2.8638051879416846,138.2684299896572,0.0
EVT_055,2022-11-10,366.71,288.17045305272825,4.670665637647618,-0.1648516731284011,1.88421873406882,138.61788801327782,0.0
EVT_056,2022-11-18,351.34,291.0975248268134,6.047182764998283,1.7434651123057086,-1.445508410366893,141.58985301901393,0.0
EVT_056,2022-11-19,339.16,288.8942928857178,5.788908386464727,1.823881455951496,-2.287776335968951,140.40674703840804,0.0
EVT_057,2022-11-23,312.01,290.6564725933913,4.719725124165733,1.5140410515108162,-0.5916345103832513,141.8518085872357,0.0
EVT_058,2022-11-30,317.81,277.6629102261428,3.9835373479419873,-2.202498553390289,-1.1503829107538102,133.86972200148264,0.0
EVT_059,2022-12-04,309.45,279.3842348516548,3.857257769193483,-2.398676446475531,0.7105671195992682,134.05255406847516,0.0
EVT_060,2022-12-07,347.44,283.4812301605914,3.8145854539456057,-1.0953425031823607,1.829712902519656,135.76974196644602,0.0
EVT_061,2022-12-12,361.03,282.1496165037284,6.025308206692063,1.584846084380971,1.3767621316478162,130.00016774014497,0.0
EVT_062,2022-12-14,369.12,282.8018794221664,0.2945537965774111,-2.4155060752599407,1.7741888989759615,139.98611046101067,0.0
EVT_063,2022-12-22,389.87,261.960063944545,1.769059331537686,0.8317757111380266,4.434796491094124,111.76190006991288,0.0
EVT_064,2022-12-25,346.84,288.1611190465201,-0.3733626281076631,0.3751626036087408,2.407974619156868,142.58881211099987,0.0
EVT_064,2022-12-26,317.58,289.38975950473593,-0.8066056043388832,0.9660088150978932,1.5350385291920825,144.5327854239225,0.0
EVT_065,2022-12-30,383.61,294.22907869857966,-0.3898808680785676,3.228361269604246,1.2340885478271832,146.99397740836437,0.0
EVT_066,2023-01-02,381.49,291.6336423162453,-0.4685641756521514,3.3116167927641524,1.5485104539812804,144.0795469042897,0.0
EVT_066,2023-01-03,320.85,290.3405287504203,-0.3629338711253034,1.922526730653177,2.0951677476336776,143.5232358023964,0.0
EVT_067,2023-01-05,312.09,289.2076835557799,-0.4596518583571289,2.8876716741247423,1.0604132476557395,142.55671815149412,0.0
EVT_068,2023-01-07,377.39,296.3392476800354,-0.102400196955512,5.751317256765015,1.760382218650396,145.76741606071312,0.0
EVT_068,2023-01-08,316.18,290.98143387669154,-0.8108327908689864,4.068239850072392,1.6672289360903725,142.8942655405355,0.0
EVT_069,2023-01-10,323.93,293.22086649759405,-0.6106978643184934,4.953630493903042,1.4178174349700066,144.29758409217715,0.0
EVT_069,2023-01-11,354.84,296.9086627915027,-0.2359786409552646,5.023117660688914,2.0037296981125263,146.95526173279424,0.0
EVT_070,2023-01-14,359.52,293.71321907716447,-0.4611198984611967,4.887242589591149,1.6514938122535583,144.47307023291862,0.0
EVT_070,2023-01-15,335.57,294.1768834164422,-1.0245495726117542,4.697201668623679,2.11823475656186,145.22346422300615,0.0
EVT_071,2023-01-17,311.94,291.8350872266026,-0.1100208786914324,3.6420096480337336,1.158684313335979,143.98188180306207,0.0
EVT_071,2023-01-18,329.09,291.4226776042234,-0.6099407469576845,4.271670835849717,0.335625120251838,144.26279005421728,0.0
EVT_072,2023-01-20,311.05,291.43586525882733,-0.2985115314105208,4.74565073273981,0.7072112397119057,143.1189824769239,0.0
EVT_073,2023-01-23,371.63,288.33474762809857,-0.1936260746555372,2.722828990041512,2.03065569352892,140.61235667832133,0.0
EVT_074,2023-01-25,312.9,286.03145091475545,-0.2065915795552616,2.844858914514273,1.1967262520531372,139.03392498688106,0.0
EVT_075,2023-01-29,334.08,286.5103169692585,-0.3286366544322237,3.0444170512386246,0.0568552932070336,140.57514893838285,0.0
EVT_076,2023-01-31,339.59,283.35411593355826,-0.897906114550626,3.5993317100933537,-2.0110361400598764,139.50119413721313,0.0
EVT_077,2023-11-02,393.07,289.8560144871906,8.867390559469511,3.997806678402711,1.0742370968635793,132.75404781159207,0.0
EVT_078,2023-11-05,373.56,292.86071666201553,6.022030547727244,2.0901221855098475,1.8112699329403736,139.77476165497572,0.0
EVT_078,2023-11-06,366.24,293.40364968546544,6.2913448758177255,1.7101855389225675,1.4867368833573904,140.7528500465053,0.0
EVT_078,2023-11-07,347.66,291.93996095611635,5.684956227836679,1.9517054623644323,1.7876543065067134,139.35311261854608,0.0
EVT_079,2023-11-11,359.41,295.55704247806773,5.3256892500880335,1.1193495812887957,3.072121199304138,142.87735010652432,0.0
EVT_079,2023-11-12,333.74,296.17383603149915,5.583810338206426,1.4756795731715204,2.6995621248340256,143.25225165442478,0.0
EVT_079,2023-11-13,332.92,296.04903352706845,4.981546525394486,2.3504203777598742,1.95028835965704,143.60424592339456,0.0
EVT_079,2023-11-14,341.35,296.7656346010801,5.00055173864454,1.6888811309728573,2.4662580173217,144.4474113732787,0.0
EVT_079,2023-11-15,318.23,295.39034659342303,4.983290463092787,3.3730843814465663,1.9370879490314905,141.93435145898974,0.0
EVT_079,2023-11-16,334.27,295.9209015153533,4.985337684233044,1.9889728669271345,2.030389144145403,143.75366947918542,0.0
EVT_080,2023-11-18,373.14,293.8692536726519,5.380641702546677,1.6894240901842743,1.6367568825203558,141.9998986565382,0.0
EVT_081,2023-11-22,354.5,296.5385963675763,6.001170750222139,1.4174321677687158,2.82412064236283,143.13334046636032,0.0
EVT_081,2023-11-23,334.19,295.6404732960065,6.086537359898994,1.4199351907084068,2.387541400726777,142.58392700381,0.0
EVT_082,2023-11-26,342.92,292.2682854003642,6.265304552093622,1.362802718777934,1.7865368955543717,139.69110889307578,0.0
EVT_083,2023-11-30,389.59,295.9569006237111,4.641640353055419,1.1489152977750066,3.2216956956581977,143.78211693636024,0.0
EVT_083,2023-12-01,391.44,291.5444131741835,4.68349178521612,1.3697393074926292,2.933187638517268,139.39546210209534,0.0
EVT_084,2023-12-06,370.3,292.1928156719485,3.9231953377282927,2.6779844165517783,1.890971969755186,140.53813160705084,0.0
EVT_085,2023-12-11,349.49,287.35552301007084,3.492015038057297,1.4354082336452745,0.7215200990063191,138.5440472984996,0.0
EVT_085,2023-12-12,310.97,289.86962954126574,1.731877817795112,1.7365944858911406,1.8780669096486236,141.36055798706843,0.0
EVT_085,2023-12-13,356.27,291.93890338081275,1.904591877557081,1.7813579471276435,2.817432331051527,142.2729888842141,0.0
EVT_086,2023-12-17,348.44,290.7601413736755,0.401871750101789,1.6797325340747875,1.8066640930208884,143.70934065561582,0.0
EVT_087,2023-12-19,324.03,290.38720867578684,0.3270110478424441,1.5883024672316557,2.2171656674246303,143.09219715242588,0.0
EVT_087,2023-12-20,342.95,289.89066973771537,0.2026213732812181,1.8900378711731616,1.6081174202496082,143.0273607321492,0.0
EVT_088,2023-12-22,319.08,287.11704862129903,0.3044048120875141,1.248543676082126,1.3798373859905333,141.02173040627656,0.0
EVT_088,2023-12-23,315.93,288.01560797740154,0.2798979246551075,1.4784794860905088,1.4896708643657823,141.60502736142774,0.0
EVT_089,2023-12-25,308.8,287.80428746237385,0.1429345114075729,1.783073649603361,1.859132351582456,140.85661460891797,0.0
EVT_090,2023-12-30,337.92,287.1666992684231,-0.2046134570512783,1.4318577043451122,1.6458197898729057,141.13110289039406,0.0
EVT_091,2024-01-02,307.74,286.73297798259887,-0.5907315641168699,2.5212020167364617,1.2669917354980167,140.37298345361882,0.0
EVT_092,2024-01-04,360.27,289.96107243988104,-0.2303974531906018,4.247239834606255,0.9702544917898908,141.81144322581332,0.0
EVT_093,2024-01-08,330.14,289.9435852989107,-0.2607324164098293,4.054969796773927,1.255264480246916,141.73155109743735,0.0
EVT_094,2024-01-10,382.03,290.4837986837015,-0.0198035516097686,4.105509400189805,2.1230332251203468,141.1125272691389,0.0
EVT_095,2024-01-14,370.8,292.4241399618341,-0.2954200888435561,3.5315465936528825,2.207939266619656,143.8175418495429,0.0
EVT_095,2024-01-15,316.52,291.47304128158777,-0.6462480107417267,4.496815046695722,2.302590345058253,142.15735155971322,0.0
EVT_096,2024-01-22,367.43,292.1246412962756,-0.8512059436137943,3.3655615027614725,2.587725865075132,143.8600275311905,0.0
EVT_096,2024-01-23,316.79,289.52402636980327,-1.1503485997740943,3.374128453219056,2.001188018398462,142.13652615709736,0.0
EVT_097,2024-01-28,323.21,291.8033133969524,-1.2186380938662509,3.068245196315197,2.8633280481290395,143.92784590551213,0.0
EVT_098,2024-11-01,324.51,199.1314063100365,12.113518651873768,0.6974443211107999,2.7552131145168035,40.40269788167261,0.0
EVT_099,2024-11-03,340.63,264.6663527267426,9.921926686776915,-1.2366982503589496,2.8438055342299235,109.974786415232,0.0
EVT_100,2024-11-06,388.9,261.7874648163836,6.943827461836817,-0.8853494868891781,1.974638953243776,110.59181554732966,0.0
EVT_101,2024-11-09,345.33,280.04537632060993,4.839257777389972,-4.384890830390366,1.7066014685163744,134.72187556423157,0.0
EVT_102,2024-11-11,308.68,279.5025967542759,4.888352826125483,-5.122937077827064,1.4357349743770569,135.138913690738,0.0
EVT_102,2024-11-12,323.34,281.72545661270374,4.974658327177241,-5.297651957312024,2.7706033620207795,136.11531453995536,0.0
EVT_102,2024-11-13,310.59,281.45168073918086,4.770673049510456,-5.266215097007581,2.6074752585009224,136.17721518731483,0.0
EVT_102,2024-11-14,368.72,281.7097632630156,5.288857320075162,-5.347411224793627,1.669192586274058,136.93659224059752,0.0
EVT_103,2024-11-16,391.94,280.3423094517219,4.737998245213265,-5.164827752118614,2.289407577997712,135.31719903976702,0.0
EVT_103,2024-11-17,364.7,280.1027252673114,4.834748019789159,-4.47461810696602,2.9146059500886072,133.66545706353727,0.0
EVT_104,2024-11-19,321.58,289.1775152195663,5.023050545687665,2.310507984053743,2.5842263415777262,136.0971980073847,0.0
EVT_105,2024-11-22,374.9,283.42913815183715,6.4434061659146735,1.983339595165445,3.519167931211954,128.32069211868267,0.0
EVT_106,2024-12-10,335.86,286.17468241830227,1.6801282329072091,0.8974773560986165,2.3858961922226825,138.04864829621138,0.0
EVT_106,2024-12-11,317.35,288.86431859542927,0.3353944829232184,0.998509079750578,2.907358643897862,141.46052404799516,0.0
EVT_107,2024-12-13,333.77,287.75032876490474,-0.3708108066325993,0.5732532753254901,2.8669350074131077,141.51841894793634,0.0
EVT_107,2024-12-14,313.61,289.8985111775284,-0.3097051972710617,0.5816495419111911,3.434620170624897,143.02941432140108,0.0
EVT_107,2024-12-15,313.99,289.85353655378844,-0.2863903005242295,0.4660298599237105,2.5933396260558648,143.91802502747078,0.0
EVT_107,2024-12-16,342.05,285.6765628014046,-0.6805207952343555,-2.298626930874179,3.236056854546462,142.25712133210433,0.0
EVT_108,2024-12-18,333.15,280.14745732953975,-1.2915369421803509,-1.4741134576192616,2.001986141381587,137.74858924709537,0.0
EVT_109,2024-12-20,366.69,279.2585845791257,-1.801898090893126,-3.3771250194998923,1.7190823143588896,139.55599303429756,0.0
EVT_110,2024-12-30,368.27,286.05032138175125,-2.1732996945173624,0.5420692124543119,2.6934644377595496,141.82555508519232,0.0
EVT_110,2024-12-31,348.83,286.9178803150939,-2.2803017615375305,0.7413410194772327,2.3901545770279427,142.90415413926394,0.0
