group_id,feature_count,feature_list
group_a_persistence,1,"[""pm25_lag_1d""]"
group_b_pm25_history,29,"[""pm25_lag_14d"", ""pm25_lag_1d"", ""pm25_lag_2d"", ""pm25_lag_3d"", ""pm25_lag_7d"", ""pm25_roll_max_14d"", ""pm25_roll_max_30d"", ""pm25_roll_max_3d"", ""pm25_roll_max_7d"", ""pm25_roll_mean_14d"", ""pm25_roll_mean_30d"", ""pm25_roll_mean_3d"", ""pm25_roll_mean_7d"", ""pm25_roll_median_14d"", ""pm25_roll_median_30d"", ""pm25_roll_median_3d"", ""pm25_roll_median_7d"", ""pm25_roll_min_14d"", ""pm25_roll_min_30d"", ""pm25_roll_min_3d"", ""pm25_roll_min_7d"", ""pm25_roll_std_14d"", ""pm25_roll_std_30d"", ""pm25_roll_std_3d"", ""pm25_roll_std_7d"", ""pm25_roll_var_14d"", ""pm25_roll_var_30d"", ""pm25_roll_var_3d"", ""pm25_roll_var_7d""]"
group_c_pm25_meteorology,117,"[""pm25_lag_14d"", ""pm25_lag_1d"", ""pm25_lag_2d"", ""pm25_lag_3d"", ""pm25_lag_7d"", ""pm25_roll_max_14d"", ""pm25_roll_max_30d"", ""pm25_roll_max_3d"", ""pm25_roll_max_7d"", ""pm25_roll_mean_14d"", ""pm25_roll_mean_30d"", ""pm25_roll_mean_3d"", ""pm25_roll_mean_7d"", ""pm25_roll_median_14d"", ""pm25_roll_median_30d"", ""pm25_roll_median_3d"", ""pm25_roll_median_7d"", ""pm25_roll_min_14d"", ""pm25_roll_min_30d"", ""pm25_roll_min_3d"", ""pm25_roll_min_7d"", ""pm25_roll_std_14d"", ""pm25_roll_std_30d"", ""pm25_roll_std_3d"", ""pm25_roll_std_7d"", ""pm25_roll_var_14d"", ""pm25_roll_var_30d"", ""pm25_roll_var_3d"", ""pm25_roll_var_7d"", ""festival_window"", ""temperature_c_lag_1d"", ""temperature_c_lag_2d"", ""temperature_c_lag_3d"", ""temperature_c_lag_7d"", ""temperature_c_lag_14d"", ""humidity_pct_lag_1d"", ""humidity_pct_lag_2d"", ""humidity_pct_lag_3d"", ""humidity_pct_lag_7d"", ""humidity_pct_lag_14d"", ""wind_speed_kmh_lag_1d"", ""wind_speed_kmh_lag_2d"", ""wind_speed_kmh_lag_3d"", ""wind_speed_kmh_lag_7d"", ""wind_speed_kmh_lag_14d"", ""temperature_c_roll_mean_3d"", ""temperature_c_roll_median_3d"", ""temperature_c_roll_max_3d"", ""temperature_c_roll_min_3d"", ""temperature_c_roll_std_3d"", ""temperature_c_roll_var_3d"", ""temperature_c_roll_mean_7d"", ""temperature_c_roll_median_7d"", ""temperature_c_roll_max_7d"", ""temperature_c_roll_min_7d"", ""temperature_c_roll_std_7d"", ""temperature_c_roll_var_7d"", ""temperature_c_roll_mean_14d"", ""temperature_c_roll_median_14d"", ""temperature_c_roll_max_14d"", ""temperature_c_roll_min_14d"", ""temperature_c_roll_std_14d"", ""temperature_c_roll_var_14d"", ""temperature_c_roll_mean_30d"", ""temperature_c_roll_median_30d"", ""temperature_c_roll_max_30d"", ""temperature_c_roll_min_30d"", ""temperature_c_roll_std_30d"", ""temperature_c_roll_var_30d"", ""humidity_pct_roll_mean_3d"", ""humidity_pct_roll_median_3d"", ""humidity_pct_roll_max_3d"", ""humidity_pct_roll_min_3d"", ""humidity_pct_roll_std_3d"", ""humidity_pct_roll_var_3d"", ""humidity_pct_roll_mean_7d"", ""humidity_pct_roll_median_7d"", ""humidity_pct_roll_max_7d"", ""humidity_pct_roll_min_7d"", ""humidity_pct_roll_std_7d"", ""humidity_pct_roll_var_7d"", ""humidity_pct_roll_mean_14d"", ""humidity_pct_roll_median_14d"", ""humidity_pct_roll_max_14d"", ""humidity_pct_roll_min_14d"", ""humidity_pct_roll_std_14d"", ""humidity_pct_roll_var_14d"", ""humidity_pct_roll_mean_30d"", ""humidity_pct_roll_median_30d"", ""humidity_pct_roll_max_30d"", ""humidity_pct_roll_min_30d"", ""humidity_pct_roll_std_30d"", ""humidity_pct_roll_var_30d"", ""wind_speed_kmh_roll_mean_3d"", ""wind_speed_kmh_roll_median_3d"", ""wind_speed_kmh_roll_max_3d"", ""wind_speed_kmh_roll_min_3d"", ""wind_speed_kmh_roll_std_3d"", ""wind_speed_kmh_roll_var_3d"", ""wind_speed_kmh_roll_mean_7d"", ""wind_speed_kmh_roll_median_7d"", ""wind_speed_kmh_roll_max_7d"", ""wind_speed_kmh_roll_min_7d"", ""wind_speed_kmh_roll_std_7d"", ""wind_speed_kmh_roll_var_7d"", ""wind_speed_kmh_roll_mean_14d"", ""wind_speed_kmh_roll_median_14d"", ""wind_speed_kmh_roll_max_14d"", ""wind_speed_kmh_roll_min_14d"", ""wind_speed_kmh_roll_std_14d"", ""wind_speed_kmh_roll_var_14d"", ""wind_speed_kmh_roll_mean_30d"", ""wind_speed_kmh_roll_median_30d"", ""wind_speed_kmh_roll_max_30d"", ""wind_speed_kmh_roll_min_30d"", ""wind_speed_kmh_roll_std_30d"", ""wind_speed_kmh_roll_var_30d""]"
group_d_pm25_met_pollutants,175,"[""pm25_lag_14d"", ""pm25_lag_1d"", ""pm25_lag_2d"", ""pm25_lag_3d"", ""pm25_lag_7d"", ""pm25_roll_max_14d"", ""pm25_roll_max_30d"", ""pm25_roll_max_3d"", ""pm25_roll_max_7d"", ""pm25_roll_mean_14d"", ""pm25_roll_mean_30d"", ""pm25_roll_mean_3d"", ""pm25_roll_mean_7d"", ""pm25_roll_median_14d"", ""pm25_roll_median_30d"", ""pm25_roll_median_3d"", ""pm25_roll_median_7d"", ""pm25_roll_min_14d"", ""pm25_roll_min_30d"", ""pm25_roll_min_3d"", ""pm25_roll_min_7d"", ""pm25_roll_std_14d"", ""pm25_roll_std_30d"", ""pm25_roll_std_3d"", ""pm25_roll_std_7d"", ""pm25_roll_var_14d"", ""pm25_roll_var_30d"", ""pm25_roll_var_3d"", ""pm25_roll_var_7d"", ""festival_window"", ""temperature_c_lag_1d"", ""temperature_c_lag_2d"", ""temperature_c_lag_3d"", ""temperature_c_lag_7d"", ""temperature_c_lag_14d"", ""humidity_pct_lag_1d"", ""humidity_pct_lag_2d"", ""humidity_pct_lag_3d"", ""humidity_pct_lag_7d"", ""humidity_pct_lag_14d"", ""wind_speed_kmh_lag_1d"", ""wind_speed_kmh_lag_2d"", ""wind_speed_kmh_lag_3d"", ""wind_speed_kmh_lag_7d"", ""wind_speed_kmh_lag_14d"", ""temperature_c_roll_mean_3d"", ""temperature_c_roll_median_3d"", ""temperature_c_roll_max_3d"", ""temperature_c_roll_min_3d"", ""temperature_c_roll_std_3d"", ""temperature_c_roll_var_3d"", ""temperature_c_roll_mean_7d"", ""temperature_c_roll_median_7d"", ""temperature_c_roll_max_7d"", ""temperature_c_roll_min_7d"", ""temperature_c_roll_std_7d"", ""temperature_c_roll_var_7d"", ""temperature_c_roll_mean_14d"", ""temperature_c_roll_median_14d"", ""temperature_c_roll_max_14d"", ""temperature_c_roll_min_14d"", ""temperature_c_roll_std_14d"", ""temperature_c_roll_var_14d"", ""temperature_c_roll_mean_30d"", ""temperature_c_roll_median_30d"", ""temperature_c_roll_max_30d"", ""temperature_c_roll_min_30d"", ""temperature_c_roll_std_30d"", ""temperature_c_roll_var_30d"", ""humidity_pct_roll_mean_3d"", ""humidity_pct_roll_median_3d"", ""humidity_pct_roll_max_3d"", ""humidity_pct_roll_min_3d"", ""humidity_pct_roll_std_3d"", ""humidity_pct_roll_var_3d"", ""humidity_pct_roll_mean_7d"", ""humidity_pct_roll_median_7d"", ""humidity_pct_roll_max_7d"", ""humidity_pct_roll_min_7d"", ""humidity_pct_roll_std_7d"", ""humidity_pct_roll_var_7d"", ""humidity_pct_roll_mean_14d"", ""humidity_pct_roll_median_14d"", ""humidity_pct_roll_max_14d"", ""humidity_pct_roll_min_14d"", ""humidity_pct_roll_std_14d"", ""humidity_pct_roll_var_14d"", ""humidity_pct_roll_mean_30d"", ""humidity_pct_roll_median_30d"", ""humidity_pct_roll_max_30d"", ""humidity_pct_roll_min_30d"", ""humidity_pct_roll_std_30d"", ""humidity_pct_roll_var_30d"", ""wind_speed_kmh_roll_mean_3d"", ""wind_speed_kmh_roll_median_3d"", ""wind_speed_kmh_roll_max_3d"", ""wind_speed_kmh_roll_min_3d"", ""wind_speed_kmh_roll_std_3d"", ""wind_speed_kmh_roll_var_3d"", ""wind_speed_kmh_roll_mean_7d"", ""wind_speed_kmh_roll_median_7d"", ""wind_speed_kmh_roll_max_7d"", ""wind_speed_kmh_roll_min_7d"", ""wind_speed_kmh_roll_std_7d"", ""wind_speed_kmh_roll_var_7d"", ""wind_speed_kmh_roll_mean_14d"", ""wind_speed_kmh_roll_median_14d"", ""wind_speed_kmh_roll_max_14d"", ""wind_speed_kmh_roll_min_14d"", ""wind_speed_kmh_roll_std_14d"", ""wind_speed_kmh_roll_var_14d"", ""wind_speed_kmh_roll_mean_30d"", ""wind_speed_kmh_roll_median_30d"", ""wind_speed_kmh_roll_max_30d"", ""wind_speed_kmh_roll_min_30d"", ""wind_speed_kmh_roll_std_30d"", ""wind_speed_kmh_roll_var_30d"", ""pm10_lag_1d"", ""pm10_lag_2d"", ""pm10_lag_3d"", ""pm10_lag_7d"", ""pm10_lag_14d"", ""fire_hotspot_count_lag_1d"", ""fire_hotspot_count_lag_2d"", ""fire_hotspot_count_lag_3d"", ""fire_hotspot_count_lag_7d"", ""fire_hotspot_count_lag_14d"", ""pm10_roll_mean_3d"", ""pm10_roll_median_3d"", ""pm10_roll_max_3d"", ""pm10_roll_min_3d"", ""pm10_roll_std_3d"", ""pm10_roll_var_3d"", ""pm10_roll_mean_7d"", ""pm10_roll_median_7d"", ""pm10_roll_max_7d"", ""pm10_roll_min_7d"", ""pm10_roll_std_7d"", ""pm10_roll_var_7d"", ""pm10_roll_mean_14d"", ""pm10_roll_median_14d"", ""pm10_roll_max_14d"", ""pm10_roll_min_14d"", ""pm10_roll_std_14d"", ""pm10_roll_var_14d"", ""pm10_roll_mean_30d"", ""pm10_roll_median_30d"", ""pm10_roll_max_30d"", ""pm10_roll_min_30d"", ""pm10_roll_std_30d"", ""pm10_roll_var_30d"", ""fire_hotspot_count_roll_mean_3d"", ""fire_hotspot_count_roll_median_3d"", ""fire_hotspot_count_roll_max_3d"", ""fire_hotspot_count_roll_min_3d"", ""fire_hotspot_count_roll_std_3d"", ""fire_hotspot_count_roll_var_3d"", ""fire_hotspot_count_roll_mean_7d"", ""fire_hotspot_count_roll_median_7d"", ""fire_hotspot_count_roll_max_7d"", ""fire_hotspot_count_roll_min_7d"", ""fire_hotspot_count_roll_std_7d"", ""fire_hotspot_count_roll_var_7d"", ""fire_hotspot_count_roll_mean_14d"", ""fire_hotspot_count_roll_median_14d"", ""fire_hotspot_count_roll_max_14d"", ""fire_hotspot_count_roll_min_14d"", ""fire_hotspot_count_roll_std_14d"", ""fire_hotspot_count_roll_var_14d"", ""fire_hotspot_count_roll_mean_30d"", ""fire_hotspot_count_roll_median_30d"", ""fire_hotspot_count_roll_max_30d"", ""fire_hotspot_count_roll_min_30d"", ""fire_hotspot_count_roll_std_30d"", ""fire_hotspot_count_roll_var_30d""]"
group_e_pm25_met_fire,147,"[""pm25_lag_14d"", ""pm25_lag_1d"", ""pm25_lag_2d"", ""pm25_lag_3d"", ""pm25_lag_7d"", ""pm25_roll_max_14d"", ""pm25_roll_max_30d"", ""pm25_roll_max_3d"", ""pm25_roll_max_7d"", ""pm25_roll_mean_14d"", ""pm25_roll_mean_30d"", ""pm25_roll_mean_3d"", ""pm25_roll_mean_7d"", ""pm25_roll_median_14d"", ""pm25_roll_median_30d"", ""pm25_roll_median_3d"", ""pm25_roll_median_7d"", ""pm25_roll_min_14d"", ""pm25_roll_min_30d"", ""pm25_roll_min_3d"", ""pm25_roll_min_7d"", ""pm25_roll_std_14d"", ""pm25_roll_std_30d"", ""pm25_roll_std_3d"", ""pm25_roll_std_7d"", ""pm25_roll_var_14d"", ""pm25_roll_var_30d"", ""pm25_roll_var_3d"", ""pm25_roll_var_7d"", ""festival_window"", ""temperature_c_lag_1d"", ""temperature_c_lag_2d"", ""temperature_c_lag_3d"", ""temperature_c_lag_7d"", ""temperature_c_lag_14d"", ""humidity_pct_lag_1d"", ""humidity_pct_lag_2d"", ""humidity_pct_lag_3d"", ""humidity_pct_lag_7d"", ""humidity_pct_lag_14d"", ""wind_speed_kmh_lag_1d"", ""wind_speed_kmh_lag_2d"", ""wind_speed_kmh_lag_3d"", ""wind_speed_kmh_lag_7d"", ""wind_speed_kmh_lag_14d"", ""temperature_c_roll_mean_3d"", ""temperature_c_roll_median_3d"", ""temperature_c_roll_max_3d"", ""temperature_c_roll_min_3d"", ""temperature_c_roll_std_3d"", ""temperature_c_roll_var_3d"", ""temperature_c_roll_mean_7d"", ""temperature_c_roll_median_7d"", ""temperature_c_roll_max_7d"", ""temperature_c_roll_min_7d"", ""temperature_c_roll_std_7d"", ""temperature_c_roll_var_7d"", ""temperature_c_roll_mean_14d"", ""temperature_c_roll_median_14d"", ""temperature_c_roll_max_14d"", ""temperature_c_roll_min_14d"", ""temperature_c_roll_std_14d"", ""temperature_c_roll_var_14d"", ""temperature_c_roll_mean_30d"", ""temperature_c_roll_median_30d"", ""temperature_c_roll_max_30d"", ""temperature_c_roll_min_30d"", ""temperature_c_roll_std_30d"", ""temperature_c_roll_var_30d"", ""humidity_pct_roll_mean_3d"", ""humidity_pct_roll_median_3d"", ""humidity_pct_roll_max_3d"", ""humidity_pct_roll_min_3d"", ""humidity_pct_roll_std_3d"", ""humidity_pct_roll_var_3d"", ""humidity_pct_roll_mean_7d"", ""humidity_pct_roll_median_7d"", ""humidity_pct_roll_max_7d"", ""humidity_pct_roll_min_7d"", ""humidity_pct_roll_std_7d"", ""humidity_pct_roll_var_7d"", ""humidity_pct_roll_mean_14d"", ""humidity_pct_roll_median_14d"", ""humidity_pct_roll_max_14d"", ""humidity_pct_roll_min_14d"", ""humidity_pct_roll_std_14d"", ""humidity_pct_roll_var_14d"", ""humidity_pct_roll_mean_30d"", ""humidity_pct_roll_median_30d"", ""humidity_pct_roll_max_30d"", ""humidity_pct_roll_min_30d"", ""humidity_pct_roll_std_30d"", ""humidity_pct_roll_var_30d"", ""wind_speed_kmh_roll_mean_3d"", ""wind_speed_kmh_roll_median_3d"", ""wind_speed_kmh_roll_max_3d"", ""wind_speed_kmh_roll_min_3d"", ""wind_speed_kmh_roll_std_3d"", ""wind_speed_kmh_roll_var_3d"", ""wind_speed_kmh_roll_mean_7d"", ""wind_speed_kmh_roll_median_7d"", ""wind_speed_kmh_roll_max_7d"", ""wind_speed_kmh_roll_min_7d"", ""wind_speed_kmh_roll_std_7d"", ""wind_speed_kmh_roll_var_7d"", ""wind_speed_kmh_roll_mean_14d"", ""wind_speed_kmh_roll_median_14d"", ""wind_speed_kmh_roll_max_14d"", ""wind_speed_kmh_roll_min_14d"", ""wind_speed_kmh_roll_std_14d"", ""wind_speed_kmh_roll_var_14d"", ""wind_speed_kmh_roll_mean_30d"", ""wind_speed_kmh_roll_median_30d"", ""wind_speed_kmh_roll_max_30d"", ""wind_speed_kmh_roll_min_30d"", ""wind_speed_kmh_roll_std_30d"", ""wind_speed_kmh_roll_var_30d"", ""is_stubble_season"", ""fire_hotspot_count_lag_1d"", ""fire_hotspot_count_lag_2d"", ""fire_hotspot_count_lag_3d"", ""fire_hotspot_count_lag_7d"", ""fire_hotspot_count_lag_14d"", ""fire_hotspot_count_roll_mean_3d"", ""fire_hotspot_count_roll_median_3d"", ""fire_hotspot_count_roll_max_3d"", ""fire_hotspot_count_roll_min_3d"", ""fire_hotspot_count_roll_std_3d"", ""fire_hotspot_count_roll_var_3d"", ""fire_hotspot_count_roll_mean_7d"", ""fire_hotspot_count_roll_median_7d"", ""fire_hotspot_count_roll_max_7d"", ""fire_hotspot_count_roll_min_7d"", ""fire_hotspot_count_roll_std_7d"", ""fire_hotspot_count_roll_var_7d"", ""fire_hotspot_count_roll_mean_14d"", ""fire_hotspot_count_roll_median_14d"", ""fire_hotspot_count_roll_max_14d"", ""fire_hotspot_count_roll_min_14d"", ""fire_hotspot_count_roll_std_14d"", ""fire_hotspot_count_roll_var_14d"", ""fire_hotspot_count_roll_mean_30d"", ""fire_hotspot_count_roll_median_30d"", ""fire_hotspot_count_roll_max_30d"", ""fire_hotspot_count_roll_min_30d"", ""fire_hotspot_count_roll_std_30d"", ""fire_hotspot_count_roll_var_30d""]"
group_f_pm25_met_fire_transport,147,"[""pm25_lag_14d"", ""pm25_lag_1d"", ""pm25_lag_2d"", ""pm25_lag_3d"", ""pm25_lag_7d"", ""pm25_roll_max_14d"", ""pm25_roll_max_30d"", ""pm25_roll_max_3d"", ""pm25_roll_max_7d"", ""pm25_roll_mean_14d"", ""pm25_roll_mean_30d"", ""pm25_roll_mean_3d"", ""pm25_roll_mean_7d"", ""pm25_roll_median_14d"", ""pm25_roll_median_30d"", ""pm25_roll_median_3d"", ""pm25_roll_median_7d"", ""pm25_roll_min_14d"", ""pm25_roll_min_30d"", ""pm25_roll_min_3d"", ""pm25_roll_min_7d"", ""pm25_roll_std_14d"", ""pm25_roll_std_30d"", ""pm25_roll_std_3d"", ""pm25_roll_std_7d"", ""pm25_roll_var_14d"", ""pm25_roll_var_30d"", ""pm25_roll_var_3d"", ""pm25_roll_var_7d"", ""festival_window"", ""temperature_c_lag_1d"", ""temperature_c_lag_2d"", ""temperature_c_lag_3d"", ""temperature_c_lag_7d"", ""temperature_c_lag_14d"", ""humidity_pct_lag_1d"", ""humidity_pct_lag_2d"", ""humidity_pct_lag_3d"", ""humidity_pct_lag_7d"", ""humidity_pct_lag_14d"", ""wind_speed_kmh_lag_1d"", ""wind_speed_kmh_lag_2d"", ""wind_speed_kmh_lag_3d"", ""wind_speed_kmh_lag_7d"", ""wind_speed_kmh_lag_14d"", ""temperature_c_roll_mean_3d"", ""temperature_c_roll_median_3d"", ""temperature_c_roll_max_3d"", ""temperature_c_roll_min_3d"", ""temperature_c_roll_std_3d"", ""temperature_c_roll_var_3d"", ""temperature_c_roll_mean_7d"", ""temperature_c_roll_median_7d"", ""temperature_c_roll_max_7d"", ""temperature_c_roll_min_7d"", ""temperature_c_roll_std_7d"", ""temperature_c_roll_var_7d"", ""temperature_c_roll_mean_14d"", ""temperature_c_roll_median_14d"", ""temperature_c_roll_max_14d"", ""temperature_c_roll_min_14d"", ""temperature_c_roll_std_14d"", ""temperature_c_roll_var_14d"", ""temperature_c_roll_mean_30d"", ""temperature_c_roll_median_30d"", ""temperature_c_roll_max_30d"", ""temperature_c_roll_min_30d"", ""temperature_c_roll_std_30d"", ""temperature_c_roll_var_30d"", ""humidity_pct_roll_mean_3d"", ""humidity_pct_roll_median_3d"", ""humidity_pct_roll_max_3d"", ""humidity_pct_roll_min_3d"", ""humidity_pct_roll_std_3d"", ""humidity_pct_roll_var_3d"", ""humidity_pct_roll_mean_7d"", ""humidity_pct_roll_median_7d"", ""humidity_pct_roll_max_7d"", ""humidity_pct_roll_min_7d"", ""humidity_pct_roll_std_7d"", ""humidity_pct_roll_var_7d"", ""humidity_pct_roll_mean_14d"", ""humidity_pct_roll_median_14d"", ""humidity_pct_roll_max_14d"", ""humidity_pct_roll_min_14d"", ""humidity_pct_roll_std_14d"", ""humidity_pct_roll_var_14d"", ""humidity_pct_roll_mean_30d"", ""humidity_pct_roll_median_30d"", ""humidity_pct_roll_max_30d"", ""humidity_pct_roll_min_30d"", ""humidity_pct_roll_std_30d"", ""humidity_pct_roll_var_30d"", ""wind_speed_kmh_roll_mean_3d"", ""wind_speed_kmh_roll_median_3d"", ""wind_speed_kmh_roll_max_3d"", ""wind_speed_kmh_roll_min_3d"", ""wind_speed_kmh_roll_std_3d"", ""wind_speed_kmh_roll_var_3d"", ""wind_speed_kmh_roll_mean_7d"", ""wind_speed_kmh_roll_median_7d"", ""wind_speed_kmh_roll_max_7d"", ""wind_speed_kmh_roll_min_7d"", ""wind_speed_kmh_roll_std_7d"", ""wind_speed_kmh_roll_var_7d"", ""wind_speed_kmh_roll_mean_14d"", ""wind_speed_kmh_roll_median_14d"", ""wind_speed_kmh_roll_max_14d"", ""wind_speed_kmh_roll_min_14d"", ""wind_speed_kmh_roll_std_14d"", ""wind_speed_kmh_roll_var_14d"", ""wind_speed_kmh_roll_mean_30d"", ""wind_speed_kmh_roll_median_30d"", ""wind_speed_kmh_roll_max_30d"", ""wind_speed_kmh_roll_min_30d"", ""wind_speed_kmh_roll_std_30d"", ""wind_speed_kmh_roll_var_30d"", ""is_stubble_season"", ""fire_hotspot_count_lag_1d"", ""fire_hotspot_count_lag_2d"", ""fire_hotspot_count_lag_3d"", ""fire_hotspot_count_lag_7d"", ""fire_hotspot_count_lag_14d"", ""fire_hotspot_count_roll_mean_3d"", ""fire_hotspot_count_roll_median_3d"", ""fire_hotspot_count_roll_max_3d"", ""fire_hotspot_count_roll_min_3d"", ""fire_hotspot_count_roll_std_3d"", ""fire_hotspot_count_roll_var_3d"", ""fire_hotspot_count_roll_mean_7d"", ""fire_hotspot_count_roll_median_7d"", ""fire_hotspot_count_roll_max_7d"", ""fire_hotspot_count_roll_min_7d"", ""fire_hotspot_count_roll_std_7d"", ""fire_hotspot_count_roll_var_7d"", ""fire_hotspot_count_roll_mean_14d"", ""fire_hotspot_count_roll_median_14d"", ""fire_hotspot_count_roll_max_14d"", ""fire_hotspot_count_roll_min_14d"", ""fire_hotspot_count_roll_std_14d"", ""fire_hotspot_count_roll_var_14d"", ""fire_hotspot_count_roll_mean_30d"", ""fire_hotspot_count_roll_median_30d"", ""fire_hotspot_count_roll_max_30d"", ""fire_hotspot_count_roll_min_30d"", ""fire_hotspot_count_roll_std_30d"", ""fire_hotspot_count_roll_var_30d""]"
