trial_number,model_name,feature_set,val_mae,val_rmse,val_r2,params
34,XGBoost,domain_reduced,28.6651,38.1917,0.7354,"{'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.011105932105612936, 'min_child_weight': 13, 'subsample': 0.7567156309674521, 'colsample_bytree': 0.6266197346068505, 'gamma': 1.7917191119680802, 'reg_alpha': 7.090908415636838, 'reg_lambda': 5.522635470160286}"
35,XGBoost,domain_reduced,27.9124,37.4532,0.7456,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01244540087938392, 'min_child_weight': 11, 'subsample': 0.7863295282385443, 'colsample_bytree': 0.6006947129854961, 'gamma': 1.5820960907160604, 'reg_alpha': 14.709758748095428, 'reg_lambda': 6.6703007916523225}"
36,XGBoost,domain_reduced,27.9101,37.0719,0.7507,"{'n_estimators': 250, 'max_depth': 2, 'learning_rate': 0.014073052645666719, 'min_child_weight': 9, 'subsample': 0.6732450926244338, 'colsample_bytree': 0.5738930394986629, 'gamma': 1.2056204541421558, 'reg_alpha': 9.91399797824663, 'reg_lambda': 10.778986654381793}"
37,XGBoost,domain_reduced,29.2833,42.1426,0.6779,"{'n_estimators': 100, 'max_depth': 4, 'learning_rate': 0.010742594365233872, 'min_child_weight': 14, 'subsample': 0.8255143959598489, 'colsample_bytree': 0.5297854561513025, 'gamma': 0.92118409415847, 'reg_alpha': 5.675297345691955, 'reg_lambda': 3.055974665700573}"
38,XGBoost,domain_reduced,29.6737,39.6002,0.7156,"{'n_estimators': 200, 'max_depth': 2, 'learning_rate': 0.04202628067496203, 'min_child_weight': 3, 'subsample': 0.871931522884021, 'colsample_bytree': 0.6673133231833392, 'gamma': 1.3712416916488963, 'reg_alpha': 7.991735757362655, 'reg_lambda': 5.006719329828998}"
39,XGBoost,domain_reduced,27.8395,37.268,0.7481,"{'n_estimators': 250, 'max_depth': 3, 'learning_rate': 0.012937297022975922, 'min_child_weight': 12, 'subsample': 0.7629565171244631, 'colsample_bytree': 0.500893506560003, 'gamma': 1.5028580530870617, 'reg_alpha': 12.257484426818431, 'reg_lambda': 12.318958385100009}"
40,XGBoost,domain_reduced,28.5064,38.3211,0.7336,"{'n_estimators': 400, 'max_depth': 4, 'learning_rate': 0.011549274201241341, 'min_child_weight': 10, 'subsample': 0.8531505114472886, 'colsample_bytree': 0.5942017628880332, 'gamma': 1.6785591183229154, 'reg_alpha': 10.680415180959708, 'reg_lambda': 4.025150166042501}"
41,XGBoost,domain_reduced,27.3366,36.8359,0.7539,"{'n_estimators': 150, 'max_depth': 2, 'learning_rate': 0.01518205942056684, 'min_child_weight': 9, 'subsample': 0.7109173356303581, 'colsample_bytree': 0.549595743550866, 'gamma': 1.996111306062625, 'reg_alpha': 12.266158775454272, 'reg_lambda': 4.483181905852186}"
42,XGBoost,domain_reduced,27.7106,37.1531,0.7496,"{'n_estimators': 150, 'max_depth': 2, 'learning_rate': 0.01766492648242644, 'min_child_weight': 9, 'subsample': 0.6738593860002556, 'colsample_bytree': 0.5546755777055249, 'gamma': 1.8806474202536865, 'reg_alpha': 11.9793268473413, 'reg_lambda': 6.295208514560703}"
43,XGBoost,domain_reduced,27.3072,37.7738,0.7412,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.015053168458946367, 'min_child_weight': 8, 'subsample': 0.7184151801524779, 'colsample_bytree': 0.5690203562713279, 'gamma': 1.9947658423505608, 'reg_alpha': 15.419706359070474, 'reg_lambda': 4.976381850101462}"
44,XGBoost,domain_reduced,27.1248,36.4707,0.7587,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.022627687801337296, 'min_child_weight': 8, 'subsample': 0.7178987784536127, 'colsample_bytree': 0.5368857354523169, 'gamma': 1.9943250690565364, 'reg_alpha': 17.128985852957445, 'reg_lambda': 2.075404779927876}"
45,XGBoost,domain_reduced,27.0539,36.3265,0.7606,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.027828393572298125, 'min_child_weight': 6, 'subsample': 0.6922581252843236, 'colsample_bytree': 0.5165811242030216, 'gamma': 1.8343472412194723, 'reg_alpha': 16.701933757420818, 'reg_lambda': 2.3935720756794168}"
46,XGBoost,domain_reduced,27.4161,36.931,0.7526,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.02811154422731401, 'min_child_weight': 6, 'subsample': 0.689364557107152, 'colsample_bytree': 0.5165062680162789, 'gamma': 1.8208514199821562, 'reg_alpha': 17.076025874475203, 'reg_lambda': 1.028093322504184}"
47,XGBoost,domain_reduced,26.844,35.9323,0.7658,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.03538345454866811, 'min_child_weight': 7, 'subsample': 0.6322999407780716, 'colsample_bytree': 0.5352513033065849, 'gamma': 1.9666291541395347, 'reg_alpha': 19.832627406682203, 'reg_lambda': 2.0895963723632334}"
48,XGBoost,domain_reduced,26.5158,35.5066,0.7713,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.03491621617408283, 'min_child_weight': 7, 'subsample': 0.6306131106276616, 'colsample_bytree': 0.5264933197670009, 'gamma': 1.9109646309591617, 'reg_alpha': 19.89009789061192, 'reg_lambda': 1.6115736886707703}"
49,XGBoost,domain_reduced,26.8323,35.9009,0.7662,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.03589097896583341, 'min_child_weight': 7, 'subsample': 0.6100982200689306, 'colsample_bytree': 0.5122660088045979, 'gamma': 1.9056478064585782, 'reg_alpha': 19.898718148481024, 'reg_lambda': 1.8939179525197885}"
0,Ridge,set_b_plus_core_environment,27.2136,36.0288,0.7646,{'alpha': 0.1767016940294795}
1,Ridge,set_b_plus_core_environment,26.1149,34.6834,0.7818,{'alpha': 506.1576888752306}
2,Ridge,set_b_plus_core_environment,26.0425,34.7275,0.7813,{'alpha': 24.658329458549105}
3,Ridge,set_b_plus_core_environment,26.5359,35.2944,0.7741,{'alpha': 3.907967156822881}
4,Ridge,set_b_plus_core_environment,27.2607,36.1956,0.7624,{'alpha': 0.008632008168602538}
5,Ridge,set_b_plus_core_environment,27.2607,36.1957,0.7624,{'alpha': 0.008629132190071854}
6,Ridge,set_b_plus_core_environment,27.2498,36.2086,0.7622,{'alpha': 0.002231010801867922}
7,Ridge,set_b_plus_core_environment,25.9169,34.4788,0.7844,{'alpha': 157.41890047456639}
8,Ridge,set_b_plus_core_environment,26.5253,35.2808,0.7742,{'alpha': 4.0428727350273315}
9,Ridge,set_b_plus_core_environment,26.0964,34.7956,0.7804,{'alpha': 17.71884735480682}
10,Ridge,set_b_plus_core_environment,26.1773,34.806,0.7803,{'alpha': 657.6274461218085}
11,Ridge,set_b_plus_core_environment,25.9768,34.6497,0.7822,{'alpha': 38.05031869993618}
12,Ridge,set_b_plus_core_environment,25.9535,34.6195,0.7826,{'alpha': 45.46665905866702}
13,Ridge,set_b_plus_core_environment,25.9049,34.4814,0.7843,{'alpha': 139.8675863389167}
14,Ridge,set_b_plus_core_environment,25.9371,34.4816,0.7843,{'alpha': 188.11705007430186}
15,Ridge,set_b_plus_core_environment,26.9928,35.7974,0.7676,{'alpha': 0.875245103811702}
16,Ridge,set_b_plus_core_environment,25.908,34.4804,0.7844,{'alpha': 144.2265840253062}
17,Ridge,set_b_plus_core_environment,26.4234,35.1557,0.7758,{'alpha': 5.552661041119765}
18,Ridge,set_b_plus_core_environment,27.1554,35.9563,0.7655,{'alpha': 0.35063418121727663}
19,Ridge,set_b_plus_core_environment,26.2713,35.0651,0.777,{'alpha': 950.7030302047702}
20,Ridge,set_b_plus_core_environment,25.899,34.4848,0.7843,{'alpha': 129.9334851742391}
21,Ridge,set_b_plus_core_environment,25.922,34.4787,0.7844,{'alpha': 165.47504649829844}
22,Ridge,set_b_plus_core_environment,25.8939,34.4895,0.7842,{'alpha': 120.33942587862632}
23,Ridge,set_b_plus_core_environment,25.9095,34.5555,0.7834,{'alpha': 67.925647652496}
24,Ridge,set_b_plus_core_environment,26.1117,34.8113,0.7802,{'alpha': 16.540419002939775}
25,Ridge,set_b_plus_core_environment,26.0741,34.6103,0.7827,{'alpha': 410.5549157477407}
26,Ridge,set_b_plus_core_environment,25.892,34.5279,0.7838,{'alpha': 82.72987218586354}
27,Ridge,set_b_plus_core_environment,26.2963,35.0158,0.7776,{'alpha': 8.132215896137225}
28,Ridge,set_b_plus_core_environment,26.7491,35.5487,0.7708,{'alpha': 2.0171700016254452}
29,Ridge,set_b_plus_core_environment,25.8911,34.5256,0.7838,{'alpha': 84.26043792933547}
30,Ridge,set_b_plus_core_environment,26.2337,34.9437,0.7785,{'alpha': 10.138700203561873}
31,Ridge,set_b_plus_core_environment,25.9303,34.5866,0.783,{'alpha': 55.592318818144214}
32,Ridge,set_b_plus_core_environment,26.0388,34.563,0.7833,{'alpha': 344.4209123969256}
33,Ridge,set_b_plus_core_environment,25.8895,34.5208,0.7838,{'alpha': 87.5127009029831}
34,Ridge,set_b_plus_core_environment,25.906,34.5499,0.7835,{'alpha': 70.56454967265687}
35,Ridge,set_b_plus_core_environment,26.0214,34.7035,0.7816,{'alpha': 28.05158682294595}
36,Ridge,set_b_plus_core_environment,25.9876,34.5128,0.784,{'alpha': 264.42150569031145}
37,Ridge,set_b_plus_core_environment,26.1475,34.8454,0.7798,{'alpha': 14.377982143923823}
38,Ridge,set_b_plus_core_environment,27.2581,36.1514,0.7629,{'alpha': 0.03386055834904385}
39,Ridge,set_b_plus_core_environment,26.7985,35.6064,0.77,{'alpha': 1.7079176191549734}
40,Ridge,set_b_plus_core_environment,25.8939,34.5321,0.7837,{'alpha': 80.14866729601832}
41,Ridge,set_b_plus_core_environment,25.897,34.537,0.7836,{'alpha': 77.28437198995411}
42,Ridge,set_b_plus_core_environment,26.0017,34.6781,0.7819,{'alpha': 32.30920666638658}
43,Ridge,set_b_plus_core_environment,26.1255,34.7044,0.7815,{'alpha': 532.7336199631619}
44,Ridge,set_b_plus_core_environment,25.8887,34.5168,0.7839,{'alpha': 90.5119981306272}
45,Ridge,set_b_plus_core_environment,26.2762,35.0829,0.7768,{'alpha': 969.5701873754423}
46,Ridge,set_b_plus_core_environment,26.0283,34.7131,0.7814,{'alpha': 26.621089811857814}
47,Ridge,set_b_plus_core_environment,25.9967,34.521,0.7838,{'alpha': 278.8859659601952}
48,Ridge,set_b_plus_core_environment,25.8978,34.4858,0.7843,{'alpha': 127.56008281104037}
49,Ridge,set_b_plus_core_environment,25.9677,34.6382,0.7824,{'alpha': 40.69452642931945}
0,ElasticNet,set_b_plus_core_environment,27.0129,35.8296,0.7671,"{'alpha': 0.017670169402947963, 'l1_ratio': 0.9507143064099162}"
1,ElasticNet,set_b_plus_core_environment,26.0203,34.5941,0.7829,"{'alpha': 2.465832945854912, 'l1_ratio': 0.5986584841970366}"
2,ElasticNet,set_b_plus_core_environment,27.1846,35.9854,0.7651,"{'alpha': 0.0008632008168602544, 'l1_ratio': 0.15599452033620265}"
3,ElasticNet,set_b_plus_core_environment,27.2596,36.1371,0.7631,"{'alpha': 0.00022310108018679258, 'l1_ratio': 0.8661761457749352}"
4,ElasticNet,set_b_plus_core_environment,26.0129,34.6935,0.7817,"{'alpha': 0.4042872735027334, 'l1_ratio': 0.7080725777960455}"
5,ElasticNet,set_b_plus_core_environment,27.2626,36.0931,0.7637,"{'alpha': 0.00013289448722869195, 'l1_ratio': 0.9699098521619943}"
6,ElasticNet,set_b_plus_core_environment,27.3187,38.0423,0.7375,"{'alpha': 9.877700294007917, 'l1_ratio': 0.21233911067827616}"
7,ElasticNet,set_b_plus_core_environment,27.147,35.9508,0.7656,"{'alpha': 0.0012329623163659848, 'l1_ratio': 0.18340450985343382}"
8,ElasticNet,set_b_plus_core_environment,26.8868,35.7014,0.7688,"{'alpha': 0.006690421166498805, 'l1_ratio': 0.5247564316322378}"
9,ElasticNet,set_b_plus_core_environment,26.2228,34.9334,0.7787,"{'alpha': 0.039054412752107935, 'l1_ratio': 0.2912291401980419}"
10,ElasticNet,set_b_plus_core_environment,25.9239,34.4783,0.7844,"{'alpha': 0.4668766459170668, 'l1_ratio': 0.0059971829558171375}"
11,ElasticNet,set_b_plus_core_environment,25.8978,34.4839,0.7843,"{'alpha': 0.35958183785922077, 'l1_ratio': 0.012406500704542616}"
12,ElasticNet,set_b_plus_core_environment,25.8938,34.4858,0.7843,"{'alpha': 0.3494516989471329, 'l1_ratio': 0.03004634733868495}"
13,ElasticNet,set_b_plus_core_environment,35.7991,52.0642,0.5083,"{'alpha': 39.21768586970256, 'l1_ratio': 0.005939317984573517}"
14,ElasticNet,set_b_plus_core_environment,25.9754,34.6429,0.7823,"{'alpha': 0.19120746946474224, 'l1_ratio': 0.3796042434202234}"
15,ElasticNet,set_b_plus_core_environment,26.1917,34.8435,0.7798,"{'alpha': 2.043065512505604, 'l1_ratio': 0.06987071555344669}"
16,ElasticNet,set_b_plus_core_environment,26.0506,34.7359,0.7811,"{'alpha': 0.09601481450420152, 'l1_ratio': 0.32944176233781847}"
17,ElasticNet,set_b_plus_core_environment,26.1824,34.8256,0.78,"{'alpha': 2.0595182764687103, 'l1_ratio': 0.11163032546929946}"
18,ElasticNet,set_b_plus_core_environment,42.0328,59.4607,0.3587,"{'alpha': 65.26208086492709, 'l1_ratio': 0.42759372475572}"
19,ElasticNet,set_b_plus_core_environment,27.0298,37.2719,0.748,"{'alpha': 8.605662378019472, 'l1_ratio': 0.2555370235433533}"
20,ElasticNet,set_b_plus_core_environment,26.6433,35.4241,0.7724,"{'alpha': 0.008276531914602713, 'l1_ratio': 0.07558635789174621}"
21,ElasticNet,set_b_plus_core_environment,25.9184,34.4774,0.7844,"{'alpha': 0.451276980235336, 'l1_ratio': 0.01955093196845112}"
22,ElasticNet,set_b_plus_core_environment,25.9655,34.495,0.7842,"{'alpha': 0.7239995997176392, 'l1_ratio': 0.10525531371220126}"
23,ElasticNet,set_b_plus_core_environment,26.0219,34.7041,0.7815,"{'alpha': 0.0772202063451399, 'l1_ratio': 0.008306940624830322}"
24,ElasticNet,set_b_plus_core_environment,25.9212,34.5665,0.7833,"{'alpha': 0.2256767968655904, 'l1_ratio': 0.19184340489112095}"
25,ElasticNet,set_b_plus_core_environment,26.082,34.6276,0.7825,"{'alpha': 1.3192607433864567, 'l1_ratio': 0.10018837817257614}"
26,ElasticNet,set_b_plus_core_environment,26.9268,37.0068,0.7516,"{'alpha': 7.133627646848397, 'l1_ratio': 0.05314578760085843}"
27,ElasticNet,set_b_plus_core_environment,26.146,34.8448,0.7798,"{'alpha': 0.04593940299433709, 'l1_ratio': 0.14984948168483353}"
28,ElasticNet,set_b_plus_core_environment,25.9676,34.635,0.7824,"{'alpha': 0.15852866066827245, 'l1_ratio': 0.24769945669568064}"
29,ElasticNet,set_b_plus_core_environment,26.2176,34.9263,0.7787,"{'alpha': 0.029445857007107393, 'l1_ratio': 0.0014192364478737111}"
30,ElasticNet,set_b_plus_core_environment,26.5805,35.3504,0.7733,"{'alpha': 0.010622826891353838, 'l1_ratio': 0.13564257429257162}"
31,ElasticNet,set_b_plus_core_environment,25.903,34.546,0.7835,"{'alpha': 0.2711372369991669, 'l1_ratio': 0.21726895561868262}"
32,ElasticNet,set_b_plus_core_environment,26.2764,35.2081,0.7752,"{'alpha': 3.987837222639575, 'l1_ratio': 0.34514794254482517}"
33,ElasticNet,set_b_plus_core_environment,26.0225,34.545,0.7835,"{'alpha': 0.9297422935597975, 'l1_ratio': 0.05849727899349458}"
34,ElasticNet,set_b_plus_core_environment,25.9236,34.5782,0.7831,"{'alpha': 0.3468412577752351, 'l1_ratio': 0.4610899858631503}"
35,ElasticNet,set_b_plus_core_environment,26.2773,35.0407,0.7773,"{'alpha': 0.09599838771522215, 'l1_ratio': 0.8629273218532529}"
36,ElasticNet,set_b_plus_core_environment,25.8981,34.4668,0.7845,"{'alpha': 0.5176010380826415, 'l1_ratio': 0.22217153699757308}"
37,ElasticNet,set_b_plus_core_environment,29.8595,42.9676,0.6651,"{'alpha': 19.30963735339328, 'l1_ratio': 0.25285177631190514}"
38,ElasticNet,set_b_plus_core_environment,27.1256,35.9296,0.7658,"{'alpha': 0.0028290740411187607, 'l1_ratio': 0.6259979248264682}"
39,ElasticNet,set_b_plus_core_environment,26.3225,35.3352,0.7735,"{'alpha': 3.823704916741754, 'l1_ratio': 0.18303300285044038}"
40,ElasticNet,set_b_plus_core_environment,26.0153,34.5397,0.7836,"{'alpha': 1.230294121539772, 'l1_ratio': 0.2920072546770226}"
41,ElasticNet,set_b_plus_core_environment,25.9133,34.4706,0.7845,"{'alpha': 0.5258882249248689, 'l1_ratio': 0.15229973092706478}"
42,ElasticNet,set_b_plus_core_environment,25.9038,34.4665,0.7845,"{'alpha': 0.5409689948469951, 'l1_ratio': 0.2175359426725287}"
43,ElasticNet,set_b_plus_core_environment,25.9189,34.5612,0.7833,"{'alpha': 0.24593568916845107, 'l1_ratio': 0.22407086371915783}"
44,ElasticNet,set_b_plus_core_environment,26.4974,35.2534,0.7746,"{'alpha': 0.019102770508775443, 'l1_ratio': 0.4127362618023756}"
45,ElasticNet,set_b_plus_core_environment,25.996,34.6695,0.782,"{'alpha': 0.1362659333547618, 'l1_ratio': 0.29474672805474245}"
46,ElasticNet,set_b_plus_core_environment,26.0713,34.7623,0.7808,"{'alpha': 0.0687030001580208, 'l1_ratio': 0.1800557869677772}"
47,ElasticNet,set_b_plus_core_environment,25.8716,34.4464,0.7848,"{'alpha': 0.7487575741328589, 'l1_ratio': 0.49422664655352033}"
48,ElasticNet,set_b_plus_core_environment,25.843,34.4212,0.7851,"{'alpha': 1.581949317411684, 'l1_ratio': 0.7461383098062676}"
49,ElasticNet,set_b_plus_core_environment,25.8266,34.4941,0.7842,"{'alpha': 4.21775054159294, 'l1_ratio': 0.8744143907344453}"
0,Random Forest,set_b_plus_core_environment,26.2981,34.948,0.7785,"{'n_estimators': 400, 'max_depth': 8, 'min_samples_split': 16, 'min_samples_leaf': 6, 'max_features_type': 'sqrt'}"
1,Random Forest,set_b_plus_core_environment,29.4601,39.3568,0.719,"{'n_estimators': 200, 'max_depth': 8, 'min_samples_split': 14, 'min_samples_leaf': 7, 'max_features_type': 'float', 'max_features_float': 0.7329770563201687}"
2,Random Forest,set_b_plus_core_environment,26.0799,34.4967,0.7842,"{'n_estimators': 300, 'max_depth': 4, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
3,Random Forest,set_b_plus_core_environment,29.8888,40.3097,0.7053,"{'n_estimators': 400, 'max_depth': 7, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features_type': 'float', 'max_features_float': 0.7140703845572055}"
4,Random Forest,set_b_plus_core_environment,26.286,34.916,0.7789,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_split': 14, 'min_samples_leaf': 3, 'max_features_type': 'sqrt'}"
5,Random Forest,set_b_plus_core_environment,26.1537,34.6974,0.7816,"{'n_estimators': 200, 'max_depth': 8, 'min_samples_split': 20, 'min_samples_leaf': 7, 'max_features_type': 'sqrt'}"
6,Random Forest,set_b_plus_core_environment,28.6694,38.1843,0.7355,"{'n_estimators': 600, 'max_depth': 6, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features_type': 'float', 'max_features_float': 0.5035119926400068}"
7,Random Forest,set_b_plus_core_environment,29.2445,38.978,0.7244,"{'n_estimators': 600, 'max_depth': 5, 'min_samples_split': 13, 'min_samples_leaf': 6, 'max_features_type': 'float', 'max_features_float': 0.7100531293444459}"
8,Random Forest,set_b_plus_core_environment,27.6399,36.4988,0.7584,"{'n_estimators': 800, 'max_depth': 8, 'min_samples_split': 14, 'min_samples_leaf': 8, 'max_features_type': 'float', 'max_features_float': 0.41809091556421524}"
9,Random Forest,set_b_plus_core_environment,26.0977,34.7034,0.7816,"{'n_estimators': 400, 'max_depth': 5, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features_type': 'sqrt'}"
10,Random Forest,set_b_plus_core_environment,26.1983,34.6944,0.7817,"{'n_estimators': 800, 'max_depth': 4, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features_type': 'sqrt'}"
11,Random Forest,set_b_plus_core_environment,26.0587,34.547,0.7835,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_split': 9, 'min_samples_leaf': 5, 'max_features_type': 'sqrt'}"
12,Random Forest,set_b_plus_core_environment,26.0976,34.5687,0.7832,"{'n_estimators': 500, 'max_depth': 4, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
13,Random Forest,set_b_plus_core_environment,26.0502,34.4894,0.7842,"{'n_estimators': 300, 'max_depth': 4, 'min_samples_split': 9, 'min_samples_leaf': 5, 'max_features_type': 'sqrt'}"
14,Random Forest,set_b_plus_core_environment,26.2303,34.9436,0.7785,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features_type': 'sqrt'}"
15,Random Forest,set_b_plus_core_environment,26.1326,34.6759,0.7819,"{'n_estimators': 500, 'max_depth': 4, 'min_samples_split': 12, 'min_samples_leaf': 5, 'max_features_type': 'sqrt'}"
16,Random Forest,set_b_plus_core_environment,26.3761,35.1363,0.7761,"{'n_estimators': 500, 'max_depth': 5, 'min_samples_split': 9, 'min_samples_leaf': 6, 'max_features_type': 'sqrt'}"
17,Random Forest,set_b_plus_core_environment,26.251,34.6849,0.7818,"{'n_estimators': 200, 'max_depth': 4, 'min_samples_split': 11, 'min_samples_leaf': 5, 'max_features_type': 'sqrt'}"
18,Random Forest,set_b_plus_core_environment,26.1332,34.76,0.7808,"{'n_estimators': 600, 'max_depth': 6, 'min_samples_split': 18, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
19,Random Forest,set_b_plus_core_environment,26.4055,35.1495,0.7759,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features_type': 'sqrt'}"
20,Random Forest,set_b_plus_core_environment,26.0996,34.6681,0.782,"{'n_estimators': 700, 'max_depth': 4, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features_type': 'sqrt'}"
21,Random Forest,set_b_plus_core_environment,26.0799,34.4967,0.7842,"{'n_estimators': 300, 'max_depth': 4, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
22,Random Forest,set_b_plus_core_environment,26.0245,34.4675,0.7845,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
23,Random Forest,set_b_plus_core_environment,26.0255,34.647,0.7823,"{'n_estimators': 400, 'max_depth': 5, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features_type': 'sqrt'}"
24,Random Forest,set_b_plus_core_environment,26.0889,34.7401,0.7811,"{'n_estimators': 400, 'max_depth': 5, 'min_samples_split': 11, 'min_samples_leaf': 3, 'max_features_type': 'sqrt'}"
25,Random Forest,set_b_plus_core_environment,26.0828,34.6364,0.7824,"{'n_estimators': 500, 'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features_type': 'sqrt'}"
26,Random Forest,set_b_plus_core_environment,28.9517,38.583,0.73,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_split': 11, 'min_samples_leaf': 3, 'max_features_type': 'float', 'max_features_float': 0.564088169035724}"
27,Random Forest,set_b_plus_core_environment,26.0699,34.6946,0.7817,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
28,Random Forest,set_b_plus_core_environment,26.2817,34.7221,0.7813,"{'n_estimators': 200, 'max_depth': 4, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
29,Random Forest,set_b_plus_core_environment,26.5791,35.3229,0.7737,"{'n_estimators': 500, 'max_depth': 7, 'min_samples_split': 16, 'min_samples_leaf': 3, 'max_features_type': 'sqrt'}"
30,Random Forest,set_b_plus_core_environment,26.0246,34.4434,0.7848,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features_type': 'sqrt'}"
31,Random Forest,set_b_plus_core_environment,26.0246,34.4434,0.7848,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features_type': 'sqrt'}"
32,Random Forest,set_b_plus_core_environment,26.0246,34.4434,0.7848,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features_type': 'sqrt'}"
33,Random Forest,set_b_plus_core_environment,26.0916,34.5884,0.783,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_split': 10, 'min_samples_leaf': 7, 'max_features_type': 'sqrt'}"
34,Random Forest,set_b_plus_core_environment,28.1154,37.1871,0.7492,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_split': 13, 'min_samples_leaf': 6, 'max_features_type': 'float', 'max_features_float': 0.616940135272856}"
35,Random Forest,set_b_plus_core_environment,26.151,34.6508,0.7822,"{'n_estimators': 500, 'max_depth': 4, 'min_samples_split': 12, 'min_samples_leaf': 8, 'max_features_type': 'sqrt'}"
36,Random Forest,set_b_plus_core_environment,26.0246,34.4434,0.7848,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_split': 12, 'min_samples_leaf': 6, 'max_features_type': 'sqrt'}"
37,Random Forest,set_b_plus_core_environment,25.9023,34.3202,0.7864,"{'n_estimators': 300, 'max_depth': 4, 'min_samples_split': 15, 'min_samples_leaf': 7, 'max_features_type': 'sqrt'}"
38,Random Forest,set_b_plus_core_environment,27.3056,35.9718,0.7653,"{'n_estimators': 300, 'max_depth': 4, 'min_samples_split': 16, 'min_samples_leaf': 7, 'max_features_type': 'float', 'max_features_float': 0.4039777358087389}"
39,Random Forest,set_b_plus_core_environment,25.9583,34.4867,0.7843,"{'n_estimators': 200, 'max_depth': 5, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features_type': 'sqrt'}"
40,Random Forest,set_b_plus_core_environment,30.1175,40.556,0.7017,"{'n_estimators': 200, 'max_depth': 7, 'min_samples_split': 16, 'min_samples_leaf': 8, 'max_features_type': 'float', 'max_features_float': 0.7875738849207853}"
41,Random Forest,set_b_plus_core_environment,25.8215,34.3053,0.7865,"{'n_estimators': 200, 'max_depth': 5, 'min_samples_split': 17, 'min_samples_leaf': 8, 'max_features_type': 'sqrt'}"
42,Random Forest,set_b_plus_core_environment,26.2576,34.8648,0.7795,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_split': 18, 'min_samples_leaf': 8, 'max_features_type': 'sqrt'}"
43,Random Forest,set_b_plus_core_environment,25.8138,34.1897,0.788,"{'n_estimators': 200, 'max_depth': 5, 'min_samples_split': 18, 'min_samples_leaf': 7, 'max_features_type': 'sqrt'}"
44,Random Forest,set_b_plus_core_environment,25.8623,34.2312,0.7875,"{'n_estimators': 200, 'max_depth': 5, 'min_samples_split': 18, 'min_samples_leaf': 8, 'max_features_type': 'sqrt'}"
45,Random Forest,set_b_plus_core_environment,26.2576,34.8648,0.7795,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_split': 18, 'min_samples_leaf': 8, 'max_features_type': 'sqrt'}"
46,Random Forest,set_b_plus_core_environment,25.8328,34.26,0.7871,"{'n_estimators': 200, 'max_depth': 5, 'min_samples_split': 17, 'min_samples_leaf': 7, 'max_features_type': 'sqrt'}"
47,Random Forest,set_b_plus_core_environment,26.071,34.4745,0.7844,"{'n_estimators': 200, 'max_depth': 5, 'min_samples_split': 20, 'min_samples_leaf': 7, 'max_features_type': 'sqrt'}"
