trial_number,model_name,feature_set,val_mae,val_rmse,val_r2,params
3,ElasticNet,domain_reduced,28.4592,37.0271,0.7513,"{'alpha': 0.00022310108018679258, 'l1_ratio': 0.8661761457749352}"
4,ElasticNet,domain_reduced,27.6893,36.0241,0.7646,"{'alpha': 0.4042872735027334, 'l1_ratio': 0.7080725777960455}"
5,ElasticNet,domain_reduced,28.46,37.0283,0.7513,"{'alpha': 0.00013289448722869195, 'l1_ratio': 0.9699098521619943}"
6,ElasticNet,domain_reduced,31.8143,46.234,0.6123,"{'alpha': 9.877700294007917, 'l1_ratio': 0.21233911067827616}"
7,ElasticNet,domain_reduced,28.4376,36.9908,0.7518,"{'alpha': 0.0012329623163659848, 'l1_ratio': 0.18340450985343382}"
8,ElasticNet,domain_reduced,28.3861,36.908,0.7529,"{'alpha': 0.006690421166498805, 'l1_ratio': 0.5247564316322378}"
9,ElasticNet,domain_reduced,28.078,36.43,0.7593,"{'alpha': 0.039054412752107935, 'l1_ratio': 0.2912291401980419}"
10,ElasticNet,domain_reduced,48.6425,67.2512,0.1797,"{'alpha': 63.91663061298284, 'l1_ratio': 0.47332732145466855}"
11,ElasticNet,domain_reduced,27.7436,36.0703,0.764,"{'alpha': 0.36780812596523094, 'l1_ratio': 0.69908869476087}"
12,ElasticNet,domain_reduced,27.5286,35.9999,0.7649,"{'alpha': 1.1254642600597713, 'l1_ratio': 0.6902470735691453}"
13,ElasticNet,domain_reduced,27.6213,36.2262,0.762,"{'alpha': 1.7949988029542872, 'l1_ratio': 0.5914145102114141}"
14,ElasticNet,domain_reduced,28.3056,38.9931,0.7242,"{'alpha': 5.03242981729367, 'l1_ratio': 0.3796042434202234}"
15,ElasticNet,domain_reduced,51.8192,70.6956,0.0935,"{'alpha': 80.16096152005912, 'l1_ratio': 0.747394187305209}"
16,ElasticNet,domain_reduced,27.6258,35.9801,0.7652,"{'alpha': 0.46110395484143807, 'l1_ratio': 0.6354295796433215}"
17,ElasticNet,domain_reduced,28.1366,36.5233,0.758,"{'alpha': 0.0778713991593174, 'l1_ratio': 0.7964979494685585}"
18,ElasticNet,domain_reduced,31.8952,46.3051,0.6111,"{'alpha': 12.639843593569426, 'l1_ratio': 0.45415248014219833}"
19,ElasticNet,domain_reduced,27.7244,36.4003,0.7597,"{'alpha': 1.5175385477642571, 'l1_ratio': 0.3543280672109655}"
20,ElasticNet,domain_reduced,27.8223,36.1385,0.7631,"{'alpha': 0.10750964528531233, 'l1_ratio': 0.026368084405807513}"
21,ElasticNet,domain_reduced,27.6278,36.2628,0.7615,"{'alpha': 1.9134579173867612, 'l1_ratio': 0.5842767434738925}"
22,ElasticNet,domain_reduced,27.61,36.2682,0.7614,"{'alpha': 2.090255902923812, 'l1_ratio': 0.611195299518579}"
23,ElasticNet,domain_reduced,28.2778,39.2052,0.7212,"{'alpha': 11.947438258635257, 'l1_ratio': 0.8178891420347473}"
24,ElasticNet,domain_reduced,27.5691,35.9879,0.7651,"{'alpha': 0.8055542977719297, 'l1_ratio': 0.652369659667551}"
25,ElasticNet,domain_reduced,27.9811,36.2987,0.761,"{'alpha': 0.28191343157754345, 'l1_ratio': 0.8796722979214249}"
26,ElasticNet,domain_reduced,27.5579,35.9676,0.7654,"{'alpha': 0.7730428899647912, 'l1_ratio': 0.6699928284350766}"
27,ElasticNet,domain_reduced,27.9309,36.2321,0.7619,"{'alpha': 0.1784828282570918, 'l1_ratio': 0.6855046081289342}"
28,ElasticNet,domain_reduced,27.6632,36.1171,0.7634,"{'alpha': 0.8029137028914408, 'l1_ratio': 0.4986730907557605}"
29,ElasticNet,domain_reduced,28.4158,36.9578,0.7523,"{'alpha': 0.006794215463933425, 'l1_ratio': 0.7748429734647694}"
30,ElasticNet,domain_reduced,28.3473,36.8585,0.7536,"{'alpha': 0.028822558759068882, 'l1_ratio': 0.9003890440895369}"
31,ElasticNet,domain_reduced,27.5753,36.0312,0.7645,"{'alpha': 0.9787604712433386, 'l1_ratio': 0.6414265300747197}"
32,ElasticNet,domain_reduced,27.7449,37.6015,0.7435,"{'alpha': 5.588745738613575, 'l1_ratio': 0.6590286048089739}"
33,ElasticNet,domain_reduced,27.6414,36.091,0.7637,"{'alpha': 0.8305108916960765, 'l1_ratio': 0.5424551113844127}"
34,ElasticNet,domain_reduced,27.504,35.8878,0.7664,"{'alpha': 0.6594437961236689, 'l1_ratio': 0.7520524063361114}"
35,ElasticNet,domain_reduced,35.605,51.8075,0.5132,"{'alpha': 28.12592108434273, 'l1_ratio': 0.7440151676901322}"
36,ElasticNet,domain_reduced,27.3677,36.1349,0.7632,"{'alpha': 4.275806172956211, 'l1_ratio': 0.8418647185944617}"
37,ElasticNet,domain_reduced,27.4028,36.2171,0.7621,"{'alpha': 4.410263000563645, 'l1_ratio': 0.827787259457541}"
38,ElasticNet,domain_reduced,26.506,35.0961,0.7766,"{'alpha': 4.5594049032054, 'l1_ratio': 0.9889954491448981}"
39,ElasticNet,domain_reduced,26.4508,35.0493,0.7772,"{'alpha': 4.950605877697073, 'l1_ratio': 0.9890988603207155}"
40,ElasticNet,domain_reduced,28.6043,40.8401,0.6975,"{'alpha': 26.539638142826693, 'l1_ratio': 0.9887017607256923}"
41,ElasticNet,domain_reduced,27.0168,35.6733,0.7692,"{'alpha': 4.51803214264839, 'l1_ratio': 0.9244396227625437}"
42,ElasticNet,domain_reduced,26.9881,35.7016,0.7688,"{'alpha': 5.938701024414829, 'l1_ratio': 0.9318168201470008}"
43,ElasticNet,domain_reduced,29.8188,43.0781,0.6634,"{'alpha': 25.458741253373617, 'l1_ratio': 0.9232008519257697}"
44,ElasticNet,domain_reduced,26.8993,35.4827,0.7716,"{'alpha': 3.1527103388372573, 'l1_ratio': 0.9413799415261638}"
45,ElasticNet,domain_reduced,26.975,36.1703,0.7627,"{'alpha': 10.629890736721494, 'l1_ratio': 0.9451693152178395}"
46,ElasticNet,domain_reduced,26.6202,35.4162,0.7725,"{'alpha': 8.343611143901633, 'l1_ratio': 0.9652325178791947}"
47,ElasticNet,domain_reduced,26.7294,36.847,0.7537,"{'alpha': 17.169628691735156, 'l1_ratio': 0.9801563553162177}"
48,ElasticNet,domain_reduced,35.2565,50.1258,0.5443,"{'alpha': 43.928243402582446, 'l1_ratio': 0.9939269220535464}"
49,ElasticNet,domain_reduced,28.9306,40.9724,0.6955,"{'alpha': 17.67982334868411, 'l1_ratio': 0.8708500276371485}"
0,Random Forest,domain_reduced,26.259,35.2274,0.7749,"{'n_estimators': 400, 'max_depth': 8, 'min_samples_split': 16, 'min_samples_leaf': 6, 'max_features_type': 'sqrt'}"
1,Random Forest,domain_reduced,29.3288,39.7638,0.7132,"{'n_estimators': 200, 'max_depth': 8, 'min_samples_split': 14, 'min_samples_leaf': 7, 'max_features_type': 'float', 'max_features_float': 0.7329770563201687}"
2,Random Forest,domain_reduced,25.4301,34.178,0.7881,"{'n_estimators': 300, 'max_depth': 4, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
3,Random Forest,domain_reduced,30.0952,40.606,0.7009,"{'n_estimators': 400, 'max_depth': 7, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features_type': 'float', 'max_features_float': 0.7140703845572055}"
4,Random Forest,domain_reduced,26.3952,35.3192,0.7737,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_split': 14, 'min_samples_leaf': 3, 'max_features_type': 'sqrt'}"
5,Random Forest,domain_reduced,26.4011,35.3373,0.7735,"{'n_estimators': 200, 'max_depth': 8, 'min_samples_split': 20, 'min_samples_leaf': 7, 'max_features_type': 'sqrt'}"
6,Random Forest,domain_reduced,28.3532,37.949,0.7388,"{'n_estimators': 600, 'max_depth': 6, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features_type': 'float', 'max_features_float': 0.5035119926400068}"
7,Random Forest,domain_reduced,29.231,39.3786,0.7187,"{'n_estimators': 600, 'max_depth': 5, 'min_samples_split': 13, 'min_samples_leaf': 6, 'max_features_type': 'float', 'max_features_float': 0.7100531293444459}"
8,Random Forest,domain_reduced,27.1756,36.4143,0.7595,"{'n_estimators': 800, 'max_depth': 8, 'min_samples_split': 14, 'min_samples_leaf': 8, 'max_features_type': 'float', 'max_features_float': 0.41809091556421524}"
9,Random Forest,domain_reduced,26.005,34.8242,0.78,"{'n_estimators': 400, 'max_depth': 5, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features_type': 'sqrt'}"
10,Random Forest,domain_reduced,25.7269,34.4609,0.7846,"{'n_estimators': 800, 'max_depth': 4, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features_type': 'sqrt'}"
11,Random Forest,domain_reduced,25.7269,34.4609,0.7846,"{'n_estimators': 800, 'max_depth': 4, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features_type': 'sqrt'}"
12,Random Forest,domain_reduced,25.5692,34.343,0.7861,"{'n_estimators': 600, 'max_depth': 4, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
13,Random Forest,domain_reduced,25.5475,34.309,0.7865,"{'n_estimators': 600, 'max_depth': 4, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
14,Random Forest,domain_reduced,26.2904,35.2949,0.774,"{'n_estimators': 500, 'max_depth': 5, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
15,Random Forest,domain_reduced,25.6408,34.3907,0.7855,"{'n_estimators': 700, 'max_depth': 4, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_features_type': 'sqrt'}"
16,Random Forest,domain_reduced,26.1388,35.0044,0.7778,"{'n_estimators': 500, 'max_depth': 5, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features_type': 'sqrt'}"
17,Random Forest,domain_reduced,25.4301,34.178,0.7881,"{'n_estimators': 300, 'max_depth': 4, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
18,Random Forest,domain_reduced,25.8564,34.7271,0.7813,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_split': 12, 'min_samples_leaf': 5, 'max_features_type': 'sqrt'}"
19,Random Forest,domain_reduced,26.3071,35.3205,0.7737,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
20,Random Forest,domain_reduced,25.7421,34.414,0.7852,"{'n_estimators': 200, 'max_depth': 4, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_features_type': 'sqrt'}"
21,Random Forest,domain_reduced,25.481,34.2571,0.7871,"{'n_estimators': 500, 'max_depth': 4, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
22,Random Forest,domain_reduced,25.4301,34.178,0.7881,"{'n_estimators': 300, 'max_depth': 4, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
23,Random Forest,domain_reduced,26.4125,35.2456,0.7747,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_features_type': 'sqrt'}"
24,Random Forest,domain_reduced,25.5665,34.3078,0.7865,"{'n_estimators': 300, 'max_depth': 4, 'min_samples_split': 11, 'min_samples_leaf': 3, 'max_features_type': 'sqrt'}"
25,Random Forest,domain_reduced,25.5186,34.2914,0.7867,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
26,Random Forest,domain_reduced,28.5386,38.1885,0.7355,"{'n_estimators': 200, 'max_depth': 5, 'min_samples_split': 9, 'min_samples_leaf': 6, 'max_features_type': 'float', 'max_features_float': 0.564088169035724}"
27,Random Forest,domain_reduced,25.5585,34.3527,0.786,"{'n_estimators': 300, 'max_depth': 4, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features_type': 'sqrt'}"
28,Random Forest,domain_reduced,26.3424,35.3316,0.7736,"{'n_estimators': 400, 'max_depth': 5, 'min_samples_split': 9, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
29,Random Forest,domain_reduced,25.6586,34.3512,0.786,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_split': 20, 'min_samples_leaf': 3, 'max_features_type': 'sqrt'}"
30,Random Forest,domain_reduced,25.8275,34.5336,0.7837,"{'n_estimators': 200, 'max_depth': 4, 'min_samples_split': 16, 'min_samples_leaf': 6, 'max_features_type': 'sqrt'}"
31,Random Forest,domain_reduced,25.481,34.2571,0.7871,"{'n_estimators': 500, 'max_depth': 4, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
32,Random Forest,domain_reduced,25.481,34.2571,0.7871,"{'n_estimators': 500, 'max_depth': 4, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
33,Random Forest,domain_reduced,25.4301,34.178,0.7881,"{'n_estimators': 300, 'max_depth': 4, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
34,Random Forest,domain_reduced,29.2315,39.3378,0.7193,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_split': 7, 'min_samples_leaf': 5, 'max_features_type': 'float', 'max_features_float': 0.616940135272856}"
35,Random Forest,domain_reduced,25.7063,34.407,0.7853,"{'n_estimators': 200, 'max_depth': 4, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features_type': 'sqrt'}"
36,Random Forest,domain_reduced,26.4014,35.2619,0.7745,"{'n_estimators': 400, 'max_depth': 7, 'min_samples_split': 11, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
37,Random Forest,domain_reduced,27.2329,36.2855,0.7612,"{'n_estimators': 300, 'max_depth': 4, 'min_samples_split': 7, 'min_samples_leaf': 5, 'max_features_type': 'float', 'max_features_float': 0.40839712667107997}"
38,Random Forest,domain_reduced,26.3805,35.4922,0.7715,"{'n_estimators': 200, 'max_depth': 7, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features_type': 'sqrt'}"
39,Random Forest,domain_reduced,29.8011,40.4347,0.7034,"{'n_estimators': 400, 'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features_type': 'float', 'max_features_float': 0.7944071600656156}"
40,Random Forest,domain_reduced,26.5592,35.6528,0.7694,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_split': 16, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
41,Random Forest,domain_reduced,25.5938,34.3021,0.7866,"{'n_estimators': 200, 'max_depth': 4, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
42,Random Forest,domain_reduced,25.5186,34.2914,0.7867,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
43,Random Forest,domain_reduced,25.722,34.4633,0.7846,"{'n_estimators': 700, 'max_depth': 4, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
44,Random Forest,domain_reduced,25.6582,34.3726,0.7857,"{'n_estimators': 300, 'max_depth': 4, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_features_type': 'sqrt'}"
45,Random Forest,domain_reduced,25.5254,34.2693,0.787,"{'n_estimators': 400, 'max_depth': 4, 'min_samples_split': 9, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
46,Random Forest,domain_reduced,26.4125,35.2456,0.7747,"{'n_estimators': 300, 'max_depth': 5, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features_type': 'sqrt'}"
47,Random Forest,domain_reduced,28.9353,38.8042,0.7269,"{'n_estimators': 700, 'max_depth': 4, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features_type': 'float', 'max_features_float': 0.6159401471871878}"
48,Random Forest,domain_reduced,25.6618,34.3964,0.7854,"{'n_estimators': 500, 'max_depth': 4, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_features_type': 'sqrt'}"
49,Random Forest,domain_reduced,26.2525,35.0779,0.7768,"{'n_estimators': 200, 'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_features_type': 'sqrt'}"
0,XGBoost,domain_reduced,28.6002,38.1267,0.7363,"{'n_estimators': 250, 'max_depth': 4, 'learning_rate': 0.032481928697702896, 'min_child_weight': 10, 'subsample': 0.6468055921327309, 'colsample_bytree': 0.5467983561008608, 'gamma': 0.11616722433639892, 'reg_alpha': 17.457346769723767, 'reg_lambda': 12.421185223120967}"
1,XGBoost,domain_reduced,29.1711,38.8882,0.7257,"{'n_estimators': 400, 'max_depth': 2, 'learning_rate': 0.04763628595029446, 'min_child_weight': 13, 'subsample': 0.6637017332034828, 'colsample_bytree': 0.5545474901621302, 'gamma': 0.36680901970686763, 'reg_alpha': 6.780602616231217, 'reg_lambda': 10.97037220101252}"
2,XGBoost,domain_reduced,28.4609,37.9528,0.7387,"{'n_estimators': 250, 'max_depth': 2, 'learning_rate': 0.02677113724214592, 'min_child_weight': 4, 'subsample': 0.6876433945605654, 'colsample_bytree': 0.6099085529881075, 'gamma': 0.9121399684340719, 'reg_alpha': 15.918343266467259, 'reg_lambda': 4.793801861008835}"
3,XGBoost,domain_reduced,28.1937,37.7378,0.7417,"{'n_estimators': 300, 'max_depth': 3, 'learning_rate': 0.010776244716748864, 'min_child_weight': 10, 'subsample': 0.6511572371061874, 'colsample_bytree': 0.5195154778955838, 'gamma': 1.8977710745066665, 'reg_alpha': 19.347008628416628, 'reg_lambda': 16.35954961421276}"
4,XGBoost,domain_reduced,28.5495,38.2389,0.7348,"{'n_estimators': 200, 'max_depth': 2, 'learning_rate': 0.030078651475264572, 'min_child_weight': 8, 'subsample': 0.6366114704534336, 'colsample_bytree': 0.6485530730333811, 'gamma': 0.06877704223043679, 'reg_alpha': 18.27708763949686, 'reg_lambda': 5.916819650400321}"
5,XGBoost,domain_reduced,29.4213,39.3614,0.719,"{'n_estimators': 350, 'max_depth': 2, 'learning_rate': 0.023094679892576613, 'min_child_weight': 10, 'subsample': 0.6554563366576581, 'colsample_bytree': 0.7908753883293675, 'gamma': 1.550265646722229, 'reg_alpha': 18.850479889719594, 'reg_lambda': 18.001719658125328}"
6,XGBoost,domain_reduced,29.2159,39.4818,0.7173,"{'n_estimators': 350, 'max_depth': 4, 'learning_rate': 0.011530645080977573, 'min_child_weight': 5, 'subsample': 0.6135681866731614, 'colsample_bytree': 0.5975990992289794, 'gamma': 0.777354579378964, 'reg_alpha': 6.155631603704022, 'reg_lambda': 16.746012673886657}"
7,XGBoost,domain_reduced,28.4503,37.9035,0.7394,"{'n_estimators': 250, 'max_depth': 2, 'learning_rate': 0.023951255499127366, 'min_child_weight': 4, 'subsample': 0.8406590942262119, 'colsample_bytree': 0.5223651931039313, 'gamma': 1.9737738732010346, 'reg_alpha': 15.67265061663649, 'reg_lambda': 4.775597949149276}"
8,XGBoost,domain_reduced,28.0849,37.7269,0.7418,"{'n_estimators': 100, 'max_depth': 4, 'learning_rate': 0.03119407275183074, 'min_child_weight': 12, 'subsample': 0.8313811040057837, 'colsample_bytree': 0.5222133955202272, 'gamma': 0.7169314570885452, 'reg_alpha': 3.2015121309774646, 'reg_lambda': 17.398965091636278}"
9,XGBoost,domain_reduced,28.3215,37.8426,0.7402,"{'n_estimators': 350, 'max_depth': 2, 'learning_rate': 0.01107708224770985, 'min_child_weight': 7, 'subsample': 0.6975549966080241, 'colsample_bytree': 0.7188818535014192, 'gamma': 1.2751149427104262, 'reg_alpha': 17.857042108950203, 'reg_lambda': 9.972083578077036}"
10,XGBoost,domain_reduced,28.0164,39.0557,0.7233,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.01640850539992001, 'min_child_weight': 15, 'subsample': 0.8925437425600428, 'colsample_bytree': 0.6927035512715002, 'gamma': 0.7226239928836183, 'reg_alpha': 1.3041661996002525, 'reg_lambda': 2.508109133666739}"
11,XGBoost,domain_reduced,28.4028,39.5956,0.7156,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.01675885671162535, 'min_child_weight': 15, 'subsample': 0.896903496450973, 'colsample_bytree': 0.6848196350186488, 'gamma': 0.6365725002496161, 'reg_alpha': 1.161592181919139, 'reg_lambda': 1.206330860339303}"
12,XGBoost,domain_reduced,28.275,38.959,0.7247,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.016064923197774052, 'min_child_weight': 15, 'subsample': 0.8164002912581556, 'colsample_bytree': 0.7615462369688979, 'gamma': 1.0998561277082592, 'reg_alpha': 1.6381318137549705, 'reg_lambda': 19.780922682384684}"
13,XGBoost,domain_reduced,30.4661,41.2219,0.6918,"{'n_estimators': 500, 'max_depth': 4, 'learning_rate': 0.04462120851940087, 'min_child_weight': 13, 'subsample': 0.8085654105266307, 'colsample_bytree': 0.7072022781384077, 'gamma': 0.4831098659606793, 'reg_alpha': 5.13591868353605, 'reg_lambda': 13.790160705881794}"
14,XGBoost,domain_reduced,27.458,36.7714,0.7547,"{'n_estimators': 150, 'max_depth': 3, 'learning_rate': 0.01792493578329875, 'min_child_weight': 13, 'subsample': 0.8998315705125237, 'colsample_bytree': 0.6077463750721823, 'gamma': 1.043587039481296, 'reg_alpha': 3.635110211298912, 'reg_lambda': 7.096153393776524}"
15,XGBoost,domain_reduced,27.8967,37.6428,0.743,"{'n_estimators': 150, 'max_depth': 3, 'learning_rate': 0.01689204406892818, 'min_child_weight': 13, 'subsample': 0.8921368140686919, 'colsample_bytree': 0.6429934898095567, 'gamma': 1.3160950799004802, 'reg_alpha': 9.166646102860325, 'reg_lambda': 1.5521998475050127}"
16,XGBoost,domain_reduced,27.3434,37.0212,0.7514,"{'n_estimators': 150, 'max_depth': 3, 'learning_rate': 0.01424052420661426, 'min_child_weight': 12, 'subsample': 0.8649413399792085, 'colsample_bytree': 0.6294320859631907, 'gamma': 1.4438909611214057, 'reg_alpha': 9.787001391057943, 'reg_lambda': 7.809415411020293}"
17,XGBoost,domain_reduced,27.7522,37.3994,0.7463,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01331183129452445, 'min_child_weight': 11, 'subsample': 0.7676578653380546, 'colsample_bytree': 0.5882952352494923, 'gamma': 1.627987411155663, 'reg_alpha': 11.594013737441212, 'reg_lambda': 7.735395439076204}"
18,XGBoost,domain_reduced,28.4542,38.1913,0.7354,"{'n_estimators': 150, 'max_depth': 3, 'learning_rate': 0.020179694599192163, 'min_child_weight': 8, 'subsample': 0.8575284340076984, 'colsample_bytree': 0.6416367725528144, 'gamma': 1.6192676603853462, 'reg_alpha': 11.206593522638704, 'reg_lambda': 8.257601152318973}"
19,XGBoost,domain_reduced,27.4893,36.9827,0.7519,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.013827610285892382, 'min_child_weight': 12, 'subsample': 0.7727147433500643, 'colsample_bytree': 0.5704266629607316, 'gamma': 1.085154641092073, 'reg_alpha': 8.944927563359409, 'reg_lambda': 7.494517161082096}"
20,XGBoost,domain_reduced,28.2028,37.7316,0.7418,"{'n_estimators': 150, 'max_depth': 4, 'learning_rate': 0.019977702578610593, 'min_child_weight': 11, 'subsample': 0.867276235139065, 'colsample_bytree': 0.6227003213210971, 'gamma': 1.3961932800108028, 'reg_alpha': 13.48758976136397, 'reg_lambda': 9.481576493583251}"
21,XGBoost,domain_reduced,27.6317,37.2165,0.7488,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01353364133491022, 'min_child_weight': 12, 'subsample': 0.775083292638209, 'colsample_bytree': 0.5635375291778301, 'gamma': 1.0345763631806786, 'reg_alpha': 8.744753455393683, 'reg_lambda': 7.020928533841463}"
22,XGBoost,domain_reduced,27.3204,37.4202,0.746,"{'n_estimators': 150, 'max_depth': 3, 'learning_rate': 0.01407945075897363, 'min_child_weight': 14, 'subsample': 0.7427625309972267, 'colsample_bytree': 0.5748301430484173, 'gamma': 1.1206201276022174, 'reg_alpha': 8.092013443909558, 'reg_lambda': 3.511197265983479}"
23,XGBoost,domain_reduced,27.4844,37.323,0.7473,"{'n_estimators': 150, 'max_depth': 3, 'learning_rate': 0.014585234329113905, 'min_child_weight': 14, 'subsample': 0.723119096013993, 'colsample_bytree': 0.6606978043665565, 'gamma': 1.226190788529736, 'reg_alpha': 4.289150718688582, 'reg_lambda': 3.9839797650830127}"
24,XGBoost,domain_reduced,27.6767,37.0881,0.7505,"{'n_estimators': 150, 'max_depth': 3, 'learning_rate': 0.019348084543504535, 'min_child_weight': 14, 'subsample': 0.7304386696671845, 'colsample_bytree': 0.6195144084075017, 'gamma': 1.4814575274432582, 'reg_alpha': 7.286032512608064, 'reg_lambda': 3.533877446946378}"
25,XGBoost,domain_reduced,27.1678,36.8629,0.7535,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.012197407254973749, 'min_child_weight': 14, 'subsample': 0.7978605427663612, 'colsample_bytree': 0.5863055967096357, 'gamma': 1.772004361249191, 'reg_alpha': 10.981997759675851, 'reg_lambda': 6.13065463100773}"
26,XGBoost,domain_reduced,27.3943,36.8285,0.754,"{'n_estimators': 250, 'max_depth': 3, 'learning_rate': 0.012661003507001965, 'min_child_weight': 14, 'subsample': 0.7995523888277839, 'colsample_bytree': 0.5809906727316844, 'gamma': 1.859353306761934, 'reg_alpha': 11.17957088599215, 'reg_lambda': 5.6497126811691425}"
27,XGBoost,domain_reduced,27.301,37.7282,0.7418,"{'n_estimators': 200, 'max_depth': 4, 'learning_rate': 0.010090769202233129, 'min_child_weight': 11, 'subsample': 0.749376682747817, 'colsample_bytree': 0.544028431512658, 'gamma': 1.7796455389292527, 'reg_alpha': 10.171014922865643, 'reg_lambda': 2.937304515194876}"
28,XGBoost,domain_reduced,28.0396,37.8573,0.74,"{'n_estimators': 300, 'max_depth': 4, 'learning_rate': 0.010028431158856316, 'min_child_weight': 9, 'subsample': 0.7371327402123835, 'colsample_bytree': 0.5402851414389128, 'gamma': 1.789745046368294, 'reg_alpha': 14.130321447197428, 'reg_lambda': 2.981401819052569}"
29,XGBoost,domain_reduced,27.736,37.3453,0.747,"{'n_estimators': 300, 'max_depth': 4, 'learning_rate': 0.01205303310211959, 'min_child_weight': 11, 'subsample': 0.7527899701129221, 'colsample_bytree': 0.5004557368799074, 'gamma': 1.7298048469674094, 'reg_alpha': 12.93534671459119, 'reg_lambda': 2.1413052522650533}"
30,XGBoost,domain_reduced,28.091,38.7052,0.7283,"{'n_estimators': 200, 'max_depth': 4, 'learning_rate': 0.010139159074963473, 'min_child_weight': 6, 'subsample': 0.7026395281760417, 'colsample_bytree': 0.5431752117919723, 'gamma': 0.246218683504135, 'reg_alpha': 8.067056522939929, 'reg_lambda': 5.959842799997799}"
31,XGBoost,domain_reduced,27.5187,37.0588,0.7509,"{'n_estimators': 200, 'max_depth': 4, 'learning_rate': 0.014707779079414165, 'min_child_weight': 14, 'subsample': 0.7918349435217199, 'colsample_bytree': 0.583946551126112, 'gamma': 1.699162674716972, 'reg_alpha': 10.060560705115474, 'reg_lambda': 12.484756088465897}"
32,XGBoost,domain_reduced,27.6377,37.0131,0.7515,"{'n_estimators': 250, 'max_depth': 3, 'learning_rate': 0.01218588218415579, 'min_child_weight': 12, 'subsample': 0.7446679918241272, 'colsample_bytree': 0.5578309624020775, 'gamma': 1.444589147653739, 'reg_alpha': 9.947339884862759, 'reg_lambda': 8.77791844895485}"
33,XGBoost,domain_reduced,27.3456,36.8636,0.7535,"{'n_estimators': 150, 'max_depth': 2, 'learning_rate': 0.015337210895695933, 'min_child_weight': 10, 'subsample': 0.7124184917937391, 'colsample_bytree': 0.5454628176559687, 'gamma': 1.9547063747318925, 'reg_alpha': 12.681718168187505, 'reg_lambda': 4.290484255273896}"
