total_evaluations,overall_90pct_coverage,overall_90pct_mpiw,extreme_250_coverage,high_reliability_count,moderate_reliability_count,high_uncertainty_count,status
1096,97.99270072992701,86.97479927007299,99.47643979057592,431,417,248,PASS
