regime,pm25_threshold,count,mae_baseline_v2,mae_v3_expanded,delta_mae_extreme,rmse_baseline_v2,rmse_v3_expanded,delta_rmse_extreme,verdict
Extreme Pollution Days (>=90th Percentile),306.81,31,59.2133,22.9107,-36.3026,66.5919,27.253,-39.3389,IMPROVED_EXTREME_FORECASTING
